HR Split,Overall
Dates,="8/19/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,6:05 PM,Aaron Nola,vs,1.27,1.16,0.69,2.19,8.9%,25.7%,45.0%,28.1%,5.4%,1094
2,12:35 PM,Jackson Jobe,@,1.24,2.06,-1.20,1.93,13.7%,12.8%,47.3%,29.3%,5.7%,296
3,6:40 PM,Max Scherzer,@,1.08,0.68,1.25,2.02,8.6%,22.1%,34.0%,31.0%,7.9%,694
4,6:35 PM,Will Warren,@,0.79,0.32,1.05,1.58,9.4%,26.1%,49.9%,20.1%,7.3%,1335
5,8:40 PM,Kyle Freeland,vs,0.49,-0.47,0.94,1.32,9.9%,15.6%,41.9%,27.2%,7.6%,1381
6,7:40 PM,Logan Gilbert,@,0.47,0.19,0.63,1.35,9.3%,19.2%,38.1%,28.1%,6.9%,1297
7,8:05 PM,Cade Cavalli,@,0.36,0.05,0.75,1.35,7.3%,20.7%,41.0%,25.7%,7.6%,919
8,1:10 PM,Michael King,@,0.34,0.32,0.16,1.50,9.0%,17.8%,31.8%,27.6%,5.7%,1017
9,1:40 PM,Taj Bradley,vs,0.23,0.61,-0.46,1.12,8.9%,15.9%,43.7%,27.4%,6.6%,1307
10,4:10 PM,Payton Tolle,vs,0.21,0.60,0.23,1.49,5.4%,23.7%,33.8%,23.5%,7.8%,656
11,6:40 PM,Matthew Liberatore,@,0.19,0.69,0.22,1.29,6.9%,15.9%,39.5%,27.8%,7.3%,1274
12,8:05 PM,Kumar Rocker,vs,0.16,-0.03,0.37,1.36,7.7%,14.8%,37.5%,26.6%,6.4%,909
13,12:35 PM,Paul Skenes,vs,0.14,-0.16,0.49,0.95,10.4%,16.7%,43.4%,24.1%,6.6%,1398
14,1:40 PM,AJ Smith-Shawver,@,0.07,-0.04,-0.01,0.26,14.5%,3.3%,52.9%,30.7%,8.3%,229
15,8:40 PM,Roki Sasaki,@,0.03,-0.50,0.88,1.13,7.0%,17.1%,43.4%,23.9%,7.0%,794
16,6:35 PM,Chris Bassitt,vs,-0.27,0.28,-1.19,1.04,6.2%,14.1%,36.3%,23.7%,7.3%,1156
17,7:40 PM,Dustin May,vs,-0.29,-0.47,0.09,0.77,7.6%,11.5%,44.3%,24.5%,7.2%,1208
18,1:10 PM,Robert Stock,vs,-0.30,-0.05,-0.78,0.89,7.8%,8.6%,24.4%,33.7%,7.1%,139
19,6:05 PM,Sandy Alcantara,@,-0.36,-0.41,-0.08,0.89,6.1%,13.0%,38.5%,23.3%,8.1%,1580
20,6:40 PM,Parker Messick,vs,-0.45,-0.38,-0.14,1.03,5.1%,21.3%,31.2%,19.7%,6.5%,850
21,6:40 PM,Chase Burns,vs,-0.70,-0.41,-0.63,0.65,5.0%,9.9%,37.2%,28.0%,6.1%,831
22,4:10 PM,Brandon Pfaadt,@,-0.80,-0.76,-0.43,0.51,6.3%,7.7%,34.4%,22.6%,8.9%,1270
23,2:20 PM,Clay Holmes,vs,-0.81,-0.47,-0.87,0.49,5.3%,9.0%,44.0%,21.4%,7.9%,1073
24,6:40 PM,Drew Rasmussen,vs,-0.84,-0.77,-0.48,0.50,6.0%,8.7%,32.9%,24.0%,8.0%,1205
25,8:10 PM,Walbert Urena,@,-1.09,-0.80,-0.89,0.42,3.8%,6.5%,35.7%,24.6%,7.7%,564
26,2:20 PM,Sean Newcomb,@,-1.16,-1.25,-0.61,0.24,6.0%,3.3%,37.0%,24.1%,7.1%,690
