Matchup,ATH @ SF
Pitcher,Gage Jump
Pitcher Team,ATH
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,30.1,118,0.200,0.234,0.229,0.029,0.99,0,-,7.6%,23.8%,22.0%,19.4%,12.4%,7.71,67.5%,6.9%,2.5%,29.6%,28.4%,-,8.6%
vsLHB,6.1,27,0.273,0.294,0.273,-,1.42,0,-,11.1%,23.9%,18.5%,27.8%,13.3%,7.11,70.4%,7.2%,5.3%,26.3%,26.3%,-,10.5%
vsRHB,23.2,91,0.181,0.218,0.217,0.036,0.89,0,-,6.6%,23.8%,23.1%,18.1%,12.2%,7.99,66.7%,6.8%,1.6%,30.6%,29.0%,-,8.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willy Adames RHB,,+575,15,19,4.00,1,1,0.235,0.316,0.588,0.353,0.378,10.5%,32.3%,36.8%,16.4%,87.1,278.5,3,1,20.0%,20.0%,30.0%,40.0%,50.0%,72.1,23.3%,20.0%,10.0%,96.8%,30.0%,33.3%,30.0%,40.0%,60.0%,30.0%,10.0%,16.7%
Rafael Devers LHB,,+650,23,17,4.00,1,2,0.188,0.235,0.375,0.188,0.266,5.9%,34.6%,17.6%,17.3%,93.0,280.8,7,3,15.4%,7.7%,30.8%,53.8%,46.2%,70.8,17.4%,43.5%,26.1%,92.0%,46.2%,16.7%,30.8%,7.7%,30.8%,30.8%,38.5%,20.0%
Matt Chapman RHB,,+725,23,14,4.20,1,2,0.182,0.357,0.455,0.273,0.353,21.4%,25.0%,21.4%,8.7%,96.7,265.5,2,2,12.5%,-,37.5%,62.5%,37.5%,76.9,84.6%,46.2%,23.1%,92.9%,50.0%,25.0%,25.0%,25.0%,50.0%,25.0%,25.0%,16.7%
Daniel Susac RHB,,+1120,11,15,3.80,0,0,0.308,0.400,0.308,-,0.324,13.3%,24.3%,13.3%,13.6%,87.2,267.7,3,1,-,-,18.2%,27.3%,45.5%,68.5,2.9%,22.9%,5.7%,94.6%,18.2%,0.0%,36.4%,45.5%,36.4%,54.5%,9.1%,37.5%
Casey Schmitt RHB,,+490,26,13,4.00,0,0,0.154,0.154,0.154,-,0.137,-,15.2%,23.1%,8.5%,86.0,206.3,1,1,10.0%,-,20.0%,30.0%,70.0%,72.7,33.3%,16.7%,6.7%,96.8%,10.0%,0.0%,60.0%,10.0%,20.0%,60.0%,20.0%,52.9%
Eric Haase RHB,—,N/A,2,12,3.80,0,0,0.100,0.250,0.100,-,0.182,16.7%,38.9%,33.3%,20.0%,78.0,206.8,0,0,-,-,-,-,33.3%,72.3,20.0%,13.3%,-,83.3%,-,-,33.3%,50.0%,33.3%,33.3%,33.3%,28.6%
Jung Hoo Lee LHB,,+1320,9,12,4.00,0,1,0.300,0.417,0.300,-,0.337,8.3%,0.0%,-,-,86.3,254.2,2,1,-,-,30.0%,20.0%,50.0%,67.0,6.2%,31.2%,-,88.9%,10.0%,0.0%,50.0%,40.0%,60.0%,20.0%,20.0%,0.0%
Luis Arraez LHB,,+1600,8,9,4.20,0,0,0.333,0.333,0.556,0.222,0.378,-,26.1%,11.1%,14.0%,75.2,246.3,1,0,-,-,-,-,25.0%,64.6,-,15.0%,-,90.9%,12.5%,0.0%,12.5%,50.0%,37.5%,25.0%,37.5%,27.3%
Bryce Eldridge LHB,,+680,30,9,4.40,0,1,0.333,0.333,0.444,0.111,0.339,-,18.8%,22.2%,7.5%,89.7,236.3,1,1,14.3%,-,14.3%,57.1%,42.9%,72.6,33.3%,33.3%,13.3%,93.8%,28.6%,0.0%,14.3%,57.1%,57.1%,28.6%,14.3%,44.4%
Jonah Cox RHB,,+1120,2,8,2.40,0,0,0.375,0.375,0.625,0.250,0.425,-,69.2%,62.5%,37.5%,80.7,247.9,1,0,-,-,-,33.3%,66.7%,67.3,-,16.7%,-,92.3%,66.7%,0.0%,33.3%,-,-,-,100.0%,33.3%
Drew Gilbert LHB,,+1200,7,8,3.80,0,0,-,-,-,-,-,-,46.7%,50.0%,18.9%,67.8,188.3,0,0,-,-,-,-,-,69.4,11.1%,22.2%,-,64.3%,25.0%,0.0%,-,50.0%,25.0%,50.0%,25.0%,55.6%
Victor Bericoto RHB,,+593,5,7,1.80,0,0,0.143,0.143,0.143,-,0.127,-,55.6%,71.4%,28.6%,92.4,-,0,0,-,-,-,50.0%,-,75.5,60.0%,6.7%,6.7%,83.3%,-,-,-,100.0%,100.0%,-,-,16.7%
Buddy Kennedy RHB,—,N/A,9,4,1.40,0,0,-,0.250,-,-,0.162,25.0%,30.8%,50.0%,16.0%,86.5,120.0,0,0,-,-,-,-,-,71.8,9.1%,-,-,84.6%,-,-,-,-,-,-,100.0%,0.0%
