Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-09-05 00:00:00,Great American BP,MIL @ CIN,6:40,+29%,-1%,-1%,+14%,+0.66,-0.04,-0.14,+1.23,+14%,+1%,-1%,+9%,+0.33,+0.05,-0.08,+0.83,+15%,-3%,-1%,+5%,+0.33,-0.09,-0.06,+0.40
2026-09-05 00:00:00,Coors Field,STL @ COL,8:10,+25%,+25%,+20%,+35%,+0.55,+0.86,+2.10,+3.08,+22%,+30%,+16%,+33%,+0.49,+1.06,+1.73,+2.94,+3%,-6%,+3%,+2%,+0.06,-0.20,+0.37,+0.14
2026-09-05 00:00:00,Dodger Stadium,WAS @ LAD,9:10,+18%,+1%,-3%,+4%,+0.41,+0.02,-0.36,+0.33,+17%,-4%,-5%,0%,+0.37,-0.12,-0.58,-0.02,+2%,+4%,+2%,+4%,+0.04,+0.15,+0.22,+0.35
2026-09-05 00:00:00,Kauffman Stadium,TOR @ KC,7:10,+8%,+3%,-1%,+3%,+0.19,+0.10,-0.09,+0.23,+11%,+3%,-1%,+4%,+0.25,+0.09,-0.08,+0.32,-3%,+0%,0%,-1%,-0.07,+0.02,-0.01,-0.09
2026-09-05 00:00:00,Rate Field,MIN @ CHW,7:10,+8%,-6%,-2%,+0%,+0.19,-0.22,-0.18,+0.04,-5%,-8%,+3%,-3%,-0.12,-0.28,+0.33,-0.23,+14%,+2%,-5%,+3%,+0.31,+0.07,-0.51,+0.26
2026-09-05 00:00:00,Daikin Park,ARI @ HOU,7:15,+5%,-12%,-4%,-5%,+0.11,-0.42,-0.41,-0.44,+5%,-13%,-4%,-5%,+0.12,-0.44,-0.44,-0.47,0%,+0%,+0%,+0%,-0.01,+0.02,+0.03,+0.02
2026-09-05 00:00:00,T-Mobile Park,ATH @ SEA,9:40,-2%,-22%,-8%,-13%,-0.05,-0.76,-0.83,-1.17,+1%,-15%,-6%,-8%,+0.02,-0.52,-0.65,-0.69,-3%,-7%,-2%,-5%,-0.07,-0.24,-0.18,-0.47
2026-09-05 00:00:00,Citizens Bank Park,ATL @ PHI,6:05,-3%,-1%,0%,-1%,-0.07,-0.04,-0.05,-0.06,+14%,-3%,-2%,+4%,+0.31,-0.11,-0.20,+0.39,-17%,+2%,+1%,-5%,-0.38,+0.07,+0.16,-0.44
2026-09-05 00:00:00,PNC Park,LAA @ PIT,6:40,-5%,+16%,+2%,+7%,-0.11,+0.54,+0.22,+0.62,-15%,+11%,+0%,-1%,-0.34,+0.39,+0.01,-0.07,+10%,+4%,+2%,+8%,+0.23,+0.15,+0.21,+0.69
2026-09-05 00:00:00,Petco Park,NYY @ SD,7:15,-5%,-5%,-7%,-7%,-0.11,-0.19,-0.73,-0.60,-3%,-12%,-5%,-7%,-0.06,-0.41,-0.50,-0.61,-2%,+6%,-2%,+0%,-0.05,+0.22,-0.24,+0.00
2026-09-05 00:00:00,Citi Field,SF  @ NYM,4:10,-7%,-25%,-4%,-12%,-0.15,-0.87,-0.46,-1.10,-1%,-19%,-5%,-8%,-0.03,-0.65,-0.49,-0.69,-5%,-6%,+0%,-5%,-0.12,-0.22,+0.02,-0.40
2026-09-05 00:00:00,Oriole Park,BOS @ BAL,7:05,-9%,+8%,+4%,+1%,-0.21,+0.27,+0.48,+0.10,-3%,+6%,+6%,+5%,-0.07,+0.22,+0.67,+0.41,-6%,+1%,-2%,-4%,-0.14,+0.04,-0.20,-0.31
2026-09-05 00:00:00,Progressive Field,DET @ CLE,6:10,-10%,+13%,-3%,+1%,-0.23,+0.46,-0.37,+0.08,-4%,+3%,-3%,-1%,-0.10,+0.09,-0.33,-0.09,-6%,+11%,0%,+2%,-0.13,+0.37,-0.04,+0.17
2026-09-05 00:00:00,Globe Life Field,TB  @ TEX,7:05,-10%,-7%,-2%,-8%,-0.23,-0.26,-0.19,-0.66,-10%,-8%,-2%,-7%,-0.23,-0.27,-0.17,-0.65,0%,+0%,0%,0%,0.00,+0.01,-0.02,-0.01
2026-09-05 00:00:00,LoanDepot Park,CHC @ MIA,4:10,-13%,+2%,-2%,-5%,-0.29,+0.08,-0.22,-0.45,-13%,+2%,-1%,-5%,-0.29,+0.05,-0.12,-0.40,0%,+1%,-1%,-1%,-0.01,+0.02,-0.11,-0.04
