Matchup,ATH @ MIN
Pitcher,Mason Barnett
Pitcher Team,ATH
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,21.1,90,0.218,0.333,0.474,0.256,1.36,5,2.11,13.3%,20.7%,23.3%,18.1%,9.1%,8.86,60.7%,5.7%,10.5%,43.9%,35.1%,20.0%,19.3%
vsLHB,8.2,42,0.297,0.419,0.676,0.378,1.85,3,3.12,11.9%,17.8%,14.3%,14.3%,7.6%,6.23,61.0%,8.8%,9.7%,41.9%,35.5%,18.2%,22.6%
vsRHB,12.1,48,0.146,0.257,0.293,0.146,1.05,2,1.46,14.6%,22.9%,31.2%,20.3%,10.2%,10.95,60.4%,3.2%,11.5%,46.2%,34.6%,22.2%,15.4%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Byron Buxton RHB,,+242,20,3.40,10,1,2,92.1,298.9,4,4,30.0%,20.0%,30.0%,60.0%,20.0%,74.4,40.0%,46.7%,26.7%,78.9%,70.0%,60.0%,16.7%,10.0%,30.0%,40.0%,50.0%,10.0%,33.3%
Alex Jackson RHB,—,N/A,10,3.00,10,1,1,79.4,267.6,1,1,10.0%,10.0%,30.0%,40.0%,20.0%,74.4,43.8%,37.5%,12.5%,88.9%,40.0%,20.0%,50.0%,20.0%,40.0%,60.0%,30.0%,10.0%,71.4%
Ryan Jeffers RHB,,+470,24,4.00,10,1,2,93.5,319.1,4,2,10.0%,-,10.0%,60.0%,40.0%,73.4,37.5%,56.2%,18.8%,94.1%,50.0%,40.0%,25.0%,10.0%,50.0%,40.0%,20.0%,40.0%,22.2%
Victor Caratini SHB,,+319,13,3.60,10,0,1,92.4,289.6,2,1,10.0%,-,10.0%,40.0%,30.0%,69.9,-,66.7%,16.7%,92.3%,50.0%,40.0%,0.0%,10.0%,50.0%,40.0%,20.0%,40.0%,0.0%
Josh Bell SHB,,+476,31,4.40,10,0,0,97.8,261.7,1,1,-,-,30.0%,60.0%,40.0%,72.8,26.7%,53.3%,40.0%,100.0%,50.0%,20.0%,0.0%,30.0%,40.0%,40.0%,50.0%,10.0%,66.7%
Trevor Larnach LHB,,+630,29,3.40,10,0,0,88.9,306.2,3,1,10.0%,-,-,40.0%,40.0%,69.1,8.3%,50.0%,33.3%,100.0%,50.0%,20.0%,0.0%,30.0%,50.0%,20.0%,50.0%,30.0%,40.0%
Brooks Lee SHB,,+690,13,4.40,10,0,0,80.5,232.1,1,1,-,-,-,30.0%,20.0%,68.5,8.3%,33.3%,25.0%,100.0%,40.0%,20.0%,0.0%,20.0%,40.0%,30.0%,50.0%,20.0%,66.7%
Kody Clemens LHB,,+354,32,4.20,10,0,0,94.0,219.7,2,0,-,-,40.0%,50.0%,50.0%,71.8,9.1%,81.8%,18.2%,84.6%,70.0%,20.0%,0.0%,50.0%,20.0%,60.0%,20.0%,20.0%,33.3%
Austin Martin RHB,,+627,6,3.00,10,0,1,92.6,264.6,1,1,-,-,10.0%,50.0%,30.0%,68.6,9.1%,81.8%,27.3%,78.6%,40.0%,20.0%,0.0%,20.0%,60.0%,50.0%,30.0%,20.0%,33.3%
Royce Lewis RHB,,+420,14,4.40,10,0,0,91.7,227.8,2,0,-,-,20.0%,40.0%,20.0%,76.9,64.3%,28.6%,14.3%,100.0%,70.0%,40.0%,0.0%,30.0%,10.0%,20.0%,60.0%,20.0%,16.7%
Ryan Kreidler RHB,,+750,5,3.00,10,0,0,83.6,267.7,2,0,-,-,10.0%,-,30.0%,74.0,26.7%,26.7%,-,93.8%,40.0%,20.0%,0.0%,20.0%,50.0%,50.0%,40.0%,10.0%,28.6%
Luke Keaschall RHB,,+980,12,4.40,10,0,0,83.2,298.8,3,1,10.0%,-,10.0%,30.0%,30.0%,68.2,11.8%,41.2%,5.9%,100.0%,60.0%,40.0%,0.0%,20.0%,40.0%,30.0%,30.0%,40.0%,10.0%
Alan Roden LHB,,+370,9,3.00,6,0,1,92.7,284.6,2,1,16.7%,-,-,66.7%,66.7%,69.2,11.1%,44.4%,11.1%,90.0%,66.7%,16.7%,0.0%,50.0%,33.3%,-,66.7%,33.3%,25.0%
