Matchup,DET @ CHC
Pitcher,Keider Montero
Pitcher Team,DET
Opposing Team,CHC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,100.2,399,0.207,0.254,0.333,0.126,0.98,9,0.80,5.5%,18.0%,17.5%,17.5%,8.8%,6.26,63.3%,8.1%,7.2%,38.5%,25.7%,11.5%,18.1%
vsLHB,54.0,217,0.200,0.252,0.330,0.130,1.02,6,1.00,6.9%,15.8%,15.7%,15.0%,7.5%,5.67,58.8%,6.9%,9.0%,39.5%,32.9%,10.9%,18.6%
vsRHB,46.2,182,0.215,0.257,0.337,0.122,0.94,3,0.58,3.8%,20.6%,19.8%,20.8%,10.4%,6.94,68.7%,9.6%,5.1%,37.2%,16.8%,13.0%,17.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Michael Conforto LHB,—,N/A,36,2.40,10,2,3,94.3,326.2,5,5,10.0%,10.0%,30.0%,60.0%,30.0%,71.7,30.8%,46.2%,15.4%,100.0%,60.0%,50.0%,40.0%,10.0%,30.0%,40.0%,40.0%,20.0%,50.0%
Michael Busch LHB,,+620,29,4.80,10,2,2,89.7,291.7,2,2,10.0%,10.0%,20.0%,30.0%,40.0%,68.4,11.1%,50.0%,11.1%,85.7%,40.0%,20.0%,100.0%,20.0%,60.0%,40.0%,50.0%,10.0%,42.9%
Alex Bregman RHB,,+760,22,4.60,10,1,1,92.0,252.9,2,1,10.0%,10.0%,20.0%,40.0%,20.0%,69.9,-,52.9%,5.9%,85.0%,50.0%,40.0%,25.0%,10.0%,40.0%,50.0%,30.0%,20.0%,25.0%
Seiya Suzuki RHB,,+508,33,4.80,10,1,1,85.3,284.5,2,1,10.0%,-,20.0%,30.0%,50.0%,75.0,61.5%,23.1%,15.4%,100.0%,60.0%,40.0%,25.0%,20.0%,40.0%,30.0%,50.0%,20.0%,25.0%
Ian Happ SHB,,+560,34,4.40,10,1,1,93.3,278.4,3,1,10.0%,10.0%,20.0%,40.0%,30.0%,72.4,14.3%,57.1%,21.4%,100.0%,70.0%,60.0%,16.7%,10.0%,30.0%,50.0%,50.0%,-,30.0%
Pedro Ramirez SHB,,+1300,20,3.20,10,0,0,89.9,245.2,1,1,-,-,30.0%,50.0%,40.0%,73.3,33.3%,33.3%,26.7%,100.0%,70.0%,30.0%,0.0%,40.0%,30.0%,40.0%,40.0%,20.0%,62.5%
Miguel Amaya RHB,,+900,26,3.60,10,0,0,86.7,218.6,2,0,-,-,30.0%,50.0%,50.0%,71.1,10.5%,31.6%,15.8%,86.4%,50.0%,20.0%,0.0%,30.0%,30.0%,40.0%,40.0%,20.0%,40.0%
Carson Kelly RHB,,+900,13,3.80,10,0,0,81.7,281.7,2,2,-,-,-,30.0%,40.0%,70.0,-,54.5%,18.2%,91.7%,40.0%,10.0%,0.0%,30.0%,50.0%,10.0%,60.0%,30.0%,11.1%
Dansby Swanson RHB,,+670,23,4.00,10,0,1,85.2,242.3,2,2,-,-,10.0%,50.0%,40.0%,70.9,6.7%,33.3%,26.7%,88.2%,50.0%,20.0%,0.0%,30.0%,40.0%,50.0%,40.0%,10.0%,33.3%
Nico Hoerner RHB,,+1440,15,4.60,10,0,0,88.9,206.3,0,0,-,-,20.0%,10.0%,70.0%,68.0,-,41.2%,-,94.4%,70.0%,-,-,70.0%,20.0%,20.0%,30.0%,50.0%,55.6%
Pete Crow-Armstrong LHB,,+447,32,4.60,10,0,0,92.4,222.3,2,1,10.0%,-,40.0%,40.0%,60.0%,75.7,66.7%,75.0%,25.0%,100.0%,70.0%,10.0%,0.0%,60.0%,10.0%,40.0%,60.0%,-,37.5%
Kevin Alcantara RHB,—,N/A,-,1.60,2,0,0,93.1,349.7,1,0,-,-,50.0%,-,50.0%,79.0,50.0%,50.0%,-,100.0%,50.0%,-,-,50.0%,50.0%,100.0%,-,-,0.0%
Justin Dean RHB,—,N/A,7,1.00,1,0,0,98.7,300.4,1,0,-,-,-,100.0%,100.0%,65.8,-,25.0%,25.0%,100.0%,100.0%,-,-,100.0%,-,-,-,100.0%,0.0%
