Matchup,DET @ NYY
Pitcher,Casey Mize
Pitcher Team,DET
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.2,209,0.227,0.276,0.361,0.134,1.08,3,0.52,5.7%,28.2%,23.4%,21.0%,13.3%,8.54,65.7%,6.6%,6.8%,35.4%,30.6%,4.4%,24.5%
vsLHB,30.0,117,0.183,0.225,0.275,0.092,0.90,1,0.30,6.0%,27.6%,25.6%,20.7%,12.5%,9.00,68.6%,7.8%,6.2%,32.5%,37.5%,3.3%,20.0%
vsRHB,21.2,92,0.282,0.342,0.471,0.188,1.34,2,0.83,5.4%,29.0%,20.7%,21.6%,14.6%,7.89,62.0%,5.0%,7.5%,38.8%,22.4%,6.7%,29.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ben Rice LHB,,+273,30,18,3.80,3,6,0.250,0.333,0.812,0.562,0.472,11.1%,37.9%,27.8%,17.7%,98.2,350.8,6,6,36.4%,9.1%,18.2%,63.6%,36.4%,72.3,29.6%,37.0%,22.2%,93.1%,72.7%,72.7%,37.5%,-,27.3%,45.5%,36.4%,18.2%,26.7%
Paul Goldschmidt RHB,,+543,13,21,4.20,2,2,0.286,0.286,0.571,0.286,0.370,-,20.8%,23.8%,14.3%,79.5,311.8,5,2,12.5%,6.2%,12.5%,31.2%,18.8%,70.7,7.1%,19.0%,4.8%,89.4%,50.0%,50.0%,25.0%,-,50.0%,43.8%,25.0%,31.2%,54.5%
Jose Caballero RHB,,+950,13,19,3.60,2,3,0.263,0.263,0.579,0.316,0.362,-,34.1%,26.3%,21.4%,88.9,267.2,4,2,7.1%,-,21.4%,28.6%,28.6%,69.7,10.3%,23.1%,7.7%,90.7%,50.0%,28.6%,50.0%,21.4%,35.7%,42.9%,35.7%,21.4%,42.9%
Jazz Chisholm Jr. LHB,,+416,29,15,3.20,2,3,0.333,0.467,0.833,0.500,0.528,20.0%,30.4%,6.7%,10.6%,92.9,299.1,3,3,18.2%,18.2%,27.3%,45.5%,18.2%,75.4,52.2%,26.1%,17.4%,100.0%,27.3%,27.3%,66.7%,-,63.6%,90.9%,-,9.1%,7.1%
Cody Bellinger LHB,,+455,22,19,4.00,1,1,0.133,0.316,0.333,0.200,0.294,21.1%,25.0%,15.8%,12.5%,87.4,270.0,3,0,8.3%,8.3%,16.7%,16.7%,33.3%,69.0,-,22.7%,4.5%,62.9%,50.0%,33.3%,25.0%,16.7%,33.3%,25.0%,50.0%,25.0%,44.4%
Jasson Dominguez SHB,,+610,14,19,4.00,1,1,0.222,0.263,0.500,0.278,0.325,5.3%,37.1%,42.1%,18.1%,92.0,281.5,3,1,-,-,40.0%,30.0%,50.0%,73.3,28.1%,18.8%,6.2%,91.4%,70.0%,20.0%,0.0%,50.0%,30.0%,60.0%,30.0%,10.0%,27.8%
Spencer Jones LHB,,+539,22,21,3.00,0,0,0.059,0.238,0.059,-,0.166,19.0%,48.8%,52.4%,23.3%,94.1,306.5,1,0,-,-,-,66.7%,16.7%,76.6,71.4%,11.4%,2.9%,87.5%,50.0%,33.3%,0.0%,16.7%,50.0%,16.7%,66.7%,16.7%,54.2%
Anthony Volpe RHB,,+780,11,15,3.60,0,1,0.455,0.600,0.545,0.091,0.495,26.7%,33.3%,20.0%,13.8%,95.7,255.9,2,1,-,-,12.5%,62.5%,50.0%,71.5,17.4%,30.4%,17.4%,95.8%,62.5%,12.5%,0.0%,50.0%,25.0%,12.5%,62.5%,25.0%,33.3%
Austin Wells LHB,,+527,25,13,2.80,0,1,0.083,0.154,0.083,-,0.118,7.7%,21.7%,15.4%,13.2%,85.5,218.7,1,0,-,-,30.0%,30.0%,40.0%,73.3,15.0%,20.0%,5.0%,87.0%,50.0%,30.0%,0.0%,20.0%,30.0%,40.0%,30.0%,30.0%,33.3%
Max Schuemann RHB,—,N/A,4,11,1.80,0,0,0.125,0.364,0.125,-,0.264,18.2%,50.0%,36.4%,13.5%,87.7,325.8,2,0,-,-,-,50.0%,25.0%,70.3,-,8.3%,8.3%,92.3%,50.0%,50.0%,0.0%,-,50.0%,-,100.0%,-,28.6%
Amed Rosario RHB,—,N/A,19,10,3.60,0,0,0.200,0.200,0.200,-,0.178,-,36.4%,50.0%,20.0%,89.6,243.6,0,0,-,-,-,40.0%,40.0%,73.0,18.8%,6.2%,6.2%,76.2%,80.0%,40.0%,0.0%,40.0%,20.0%,-,20.0%,80.0%,50.0%
Ali Sanchez RHB,—,N/A,-,5,2.40,0,0,0.333,0.600,0.333,-,0.452,20.0%,12.5%,-,5.0%,84.4,244.2,0,0,-,-,-,-,33.3%,69.2,-,14.3%,-,100.0%,66.6%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,57.1%
