Matchup,LAA @ TEX
Pitcher,MacKenzie Gore
Pitcher Team,TEX
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,232,0.226,0.284,0.358,0.132,1.18,4,0.64,7.8%,25.9%,24.1%,23.4%,12.8%,9.00,59.1%,7.2%,5.7%,44.6%,26.1%,9.8%,18.5%
vsLHB,9.1,48,0.333,0.373,0.429,0.095,2.14,0,-,12.5%,21.0%,14.6%,15.6%,9.6%,6.75,66.7%,7.9%,5.7%,42.9%,17.1%,-,22.9%
vsRHB,46.2,184,0.200,0.261,0.341,0.141,0.99,4,0.77,6.5%,27.0%,26.6%,25.3%,13.7%,9.45,57.1%,7.0%,5.7%,45.1%,28.7%,11.4%,17.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zach Neto RHB,,+360,27,20,4.20,2,4,0.278,0.350,0.611,0.333,0.408,10.0%,31.7%,25.0%,16.0%,89.8,305.5,7,4,23.1%,7.7%,15.4%,53.8%,38.5%,72.4,22.5%,20.0%,10.0%,100.0%,76.9%,69.2%,22.2%,7.7%,15.4%,15.4%,53.8%,30.8%,58.8%
Denzer Guzman RHB,,+710,2,16,4.20,2,2,0.267,0.312,0.733,0.467,0.438,6.2%,38.3%,50.0%,24.7%,84.5,333.4,2,2,28.6%,14.3%,14.3%,28.6%,42.9%,73.9,41.0%,7.7%,5.1%,83.0%,57.2%,42.9%,66.7%,14.3%,42.9%,28.6%,71.4%,-,42.9%
Jose Siri RHB,,+509,35,15,1.80,2,2,0.143,0.200,0.571,0.429,0.323,6.7%,39.3%,33.3%,20.4%,91.7,351.2,4,4,22.2%,11.1%,11.1%,55.6%,22.2%,73.4,44.0%,20.0%,16.0%,92.6%,66.7%,66.7%,33.3%,-,33.3%,33.3%,33.3%,33.3%,44.4%
Donovan Walton LHB,—,N/A,-,6,2.80,1,1,0.167,0.167,0.667,0.500,0.350,-,11.1%,-,5.6%,67.7,268.8,1,1,-,-,16.7%,16.7%,16.7%,68.3,-,60.0%,-,62.5%,50.0%,50.0%,33.3%,-,33.3%,16.7%,33.3%,50.0%,40.0%
Oswald Peraza RHB,,+620,15,18,3.40,0,2,0.222,0.222,0.333,0.111,0.240,-,31.0%,44.4%,19.4%,90.4,288.4,2,2,20.0%,-,-,40.0%,50.0%,73.1,30.8%,12.8%,10.3%,92.9%,50.0%,20.0%,0.0%,30.0%,40.0%,20.0%,70.0%,10.0%,25.0%
Jo Adell RHB,,+450,33,17,3.60,0,0,0.176,0.176,0.176,-,0.157,-,18.8%,11.8%,9.1%,81.2,233.6,3,1,-,-,-,20.0%,33.3%,77.3,82.8%,10.3%,10.3%,90.6%,40.0%,26.7%,0.0%,13.3%,46.7%,26.7%,40.0%,33.3%,17.6%
Vaughn Grissom RHB,,+930,20,17,3.20,0,0,0.267,0.353,0.267,-,0.290,5.9%,17.1%,17.6%,7.4%,89.4,273.4,3,1,-,-,8.3%,33.3%,66.7%,70.5,10.3%,27.6%,10.3%,85.3%,66.7%,25.0%,0.0%,41.7%,25.0%,25.0%,50.0%,25.0%,23.5%
Tyler Heineman SHB,,+800,9,16,3.20,0,0,0.125,0.125,0.125,-,0.111,-,25.0%,31.2%,14.3%,83.2,217.5,1,0,-,-,27.3%,18.2%,27.3%,64.6,-,25.9%,3.7%,84.4%,36.4%,18.2%,0.0%,18.2%,45.5%,45.5%,36.4%,18.2%,35.7%
Nolan Schanuel LHB,,+980,15,15,4.00,0,0,0.250,0.400,0.250,-,0.313,13.3%,10.5%,13.3%,3.8%,80.1,228.0,1,0,-,-,10.0%,20.0%,20.0%,67.9,11.8%,29.4%,-,94.4%,20.0%,-,-,20.0%,70.0%,70.0%,20.0%,10.0%,25.0%
Jorge Soler RHB,,+485,12,13,4.00,0,1,0.154,0.154,0.154,-,0.137,-,24.1%,15.4%,13.5%,90.7,288.7,4,1,9.1%,9.1%,18.2%,36.4%,36.4%,75.5,53.6%,25.0%,10.7%,96.6%,63.7%,45.5%,0.0%,18.2%,36.4%,45.5%,27.3%,27.3%,40.0%
Josh Lowe LHB,,+650,2,12,3.40,0,0,0.250,0.250,0.333,0.083,0.254,-,33.3%,16.7%,16.3%,82.5,238.3,1,0,-,-,-,-,20.0%,71.7,15.8%,26.3%,-,90.5%,30.0%,10.0%,0.0%,20.0%,70.0%,40.0%,50.0%,10.0%,35.7%
Logan O'Hoppe RHB,,+563,18,11,3.60,0,0,0.364,0.364,0.364,-,0.324,-,21.7%,36.4%,10.2%,83.9,278.1,1,1,14.3%,-,-,57.1%,42.9%,74.0,36.8%,26.3%,10.5%,86.4%,42.9%,14.3%,0.0%,28.6%,57.1%,42.9%,42.9%,14.3%,46.2%
Wade Meckler LHB,—,N/A,3,11,2.80,0,0,-,0.182,-,-,0.118,18.2%,41.2%,36.4%,17.9%,82.4,250.5,1,0,-,-,-,20.0%,20.0%,67.6,-,6.7%,-,88.2%,40.0%,20.0%,0.0%,20.0%,60.0%,40.0%,60.0%,-,8.3%
