Split,Season
Range,L10
Dates,="6/14/2026"
Games,18

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
1:40 PM,Zac Gallen,@,50.0,226,5.04,0.312,0.366,1.58,0.178,0.490,9,1.62,102,20.7%,15.0%,13.4%,9.8%,6.12,14,6.2%,67.0%,6.4%,176,43.8%,15,8.5%,27.8%,14.3%,18.2%
1:35 PM,Trevor Rogers,vs,47.2,215,4.99,0.303,0.374,1.57,0.227,0.530,9,1.70,105,20.8%,16.7%,12.0%,10.8%,6.80,15,7.0%,67.6%,8.0%,164,42.7%,14,8.5%,26.8%,18.2%,22.6%
4:07 PM,Grayson Rodriguez,vs,23.2,111,5.00,0.302,0.387,1.77,0.240,0.542,4,1.52,52,22.0%,20.7%,17.3%,10.0%,8.75,13,11.7%,56.4%,7.1%,75,52.0%,8,10.7%,29.3%,18.2%,21.3%
3:05 PM,Jeffrey Springs,vs,50.1,229,6.54,0.300,0.400,1.55,0.305,0.605,16,2.86,127,20.6%,18.8%,16.3%,10.1%,7.69,15,6.6%,60.9%,6.9%,169,40.2%,19,11.2%,33.1%,23.2%,20.7%
3:05 PM,Tomoyuki Sugano,@,50.1,224,5.23,0.290,0.365,1.49,0.215,0.505,8,1.43,101,15.4%,12.1%,10.8%,6.7%,4.83,17,7.6%,60.9%,8.8%,178,46.6%,27,15.2%,30.3%,13.0%,23.0%
3:10 PM,Colin Rea,@,50.0,235,5.38,0.286,0.360,1.64,0.186,0.471,9,1.62,99,20.8%,16.6%,14.3%,9.7%,7.02,22,9.4%,62.6%,7.2%,171,44.4%,25,14.6%,28.7%,14.3%,17.5%
1:37 PM,Patrick Corbin,vs,47.1,211,4.49,0.282,0.342,1.50,0.149,0.431,5,0.95,81,19.4%,14.7%,14.2%,9.5%,5.89,18,8.5%,63.4%,4.0%,159,44.0%,10,6.3%,22.0%,14.3%,16.4%
2:10 PM,Erick Fedde,vs,46.1,210,6.68,0.270,0.363,1.53,0.232,0.503,12,2.33,93,15.1%,13.3%,11.7%,6.2%,5.44,21,10.0%,64.8%,6.7%,160,39.4%,15,9.4%,30.6%,22.4%,21.2%
1:35 PM,Walker Buehler,@,48.1,213,3.39,0.263,0.302,1.41,0.098,0.361,3,0.56,70,17.6%,19.2%,16.3%,7.9%,7.63,17,8.0%,65.9%,10.0%,152,42.8%,14,9.2%,21.1%,9.4%,15.8%
1:40 PM,Freddy Peralta,vs,56.1,248,4.24,0.250,0.325,1.40,0.164,0.414,7,1.12,91,26.5%,21.8%,19.9%,12.2%,8.63,24,9.7%,58.9%,6.4%,167,39.5%,10,6.0%,26.3%,15.9%,16.8%
2:10 PM,Taj Bradley,vs,54.2,241,4.49,0.250,0.337,1.43,0.193,0.443,9,1.48,94,27.3%,25.3%,22.0%,12.3%,10.04,25,10.4%,56.4%,7.7%,153,45.8%,17,11.1%,29.4%,20.0%,18.3%
