Matchup,LAD @ ARI
Pitcher,Emmet Sheehan
Pitcher Team,LAD
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.2,217,0.253,0.330,0.460,0.207,1.24,9,1.57,6.5%,31.3%,27.2%,21.8%,16.0%,10.28,65.0%,8.4%,9.2%,37.6%,27.7%,23.1%,27.0%
vsLHB,28.0,123,0.268,0.367,0.536,0.268,1.39,7,2.25,7.3%,30.0%,26.8%,18.6%,14.8%,10.61,63.4%,8.8%,11.4%,40.5%,26.6%,33.3%,29.1%
vsRHB,23.1,94,0.233,0.280,0.360,0.128,1.07,2,0.77,5.3%,33.0%,27.7%,27.7%,17.9%,10.03,67.0%,7.8%,6.5%,33.9%,29.0%,11.1%,24.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ketel Marte SHB,+411,23,5.00,1,1,0.250,0.304,0.400,0.150,0.303,8.7%,21.1%,8.7%,9.6%,80.9,5.3%,5.3%,21.1%,26.3%,31.6%,73.4,32.4%,20.6%,8.8%,89.5%,36.8%,14.3%,15.8%,42.1%,52.6%,31.6%,15.8%,20.8%
Geraldo Perdomo SHB,+1040,16,4.60,1,1,0.231,0.375,0.462,0.231,0.369,12.5%,12.0%,12.5%,4.6%,84.2,-,-,27.3%,18.2%,36.4%,67.4,-,29.2%,-,96.0%,27.3%,33.3%,18.2%,45.5%,72.7%,18.2%,9.1%,7.1%
Corbin Carroll LHB,+470,23,4.60,0,0,0.182,0.217,0.364,0.182,0.248,4.3%,23.5%,30.4%,13.8%,93.8,6.7%,-,-,46.7%,20.0%,75.3,57.4%,21.3%,10.6%,92.2%,20.0%,0.0%,20.0%,40.0%,6.7%,60.0%,33.3%,55.0%
Ildemaro Vargas SHB,+1040,21,4.00,0,0,0.111,0.190,0.111,-,0.150,4.8%,19.4%,9.5%,11.1%,84.4,5.9%,-,23.5%,23.5%,23.5%,69.9,7.1%,25.0%,10.7%,77.8%,35.3%,0.0%,29.4%,29.4%,47.1%,35.3%,17.6%,22.2%
Nolan Arenado RHB,+630,16,3.40,0,0,0.154,0.312,0.231,0.077,0.261,12.5%,17.6%,18.8%,8.6%,83.2,-,-,20.0%,20.0%,50.0%,71.3,22.6%,16.1%,3.2%,91.2%,30.0%,0.0%,20.0%,40.0%,50.0%,30.0%,20.0%,42.1%
Jorge Barrosa SHB,N/A,16,1.40,0,0,-,0.188,-,-,0.122,18.8%,34.6%,31.2%,14.3%,85.3,-,-,12.5%,37.5%,12.5%,68.1,-,20.8%,-,92.3%,25.0%,0.0%,-,50.0%,37.5%,50.0%,12.5%,25.0%
Tim Tawa RHB,N/A,15,3.00,0,0,0.231,0.333,0.231,-,0.265,13.3%,25.0%,33.3%,14.3%,80.7,-,-,-,25.0%,25.0%,73.8,40.0%,12.0%,-,86.2%,12.5%,0.0%,25.0%,37.5%,25.0%,62.5%,12.5%,7.1%
Jose Fernandez RHB,N/A,14,3.40,0,0,0.143,0.143,0.214,0.071,0.154,-,14.8%,7.1%,9.1%,74.6,-,-,7.7%,23.1%,7.7%,74.1,42.9%,28.6%,4.8%,84.0%,15.4%,0.0%,-,46.2%,53.8%,30.8%,15.4%,46.2%
Adrian Del Castillo LHB,+810,14,2.80,0,0,0.077,0.143,0.077,-,0.110,7.1%,39.3%,28.6%,17.2%,89.0,-,-,25.0%,50.0%,25.0%,72.8,33.3%,25.9%,7.4%,100.0%,25.0%,0.0%,25.0%,25.0%,25.0%,75.0%,-,31.2%
Ryan Waldschmidt RHB,+900,12,4.00,0,0,0.182,0.250,0.273,0.091,0.234,8.3%,37.5%,41.7%,19.6%,82.1,-,-,-,33.3%,33.3%,70.5,11.1%,11.1%,5.6%,78.3%,16.7%,0.0%,33.3%,33.3%,16.7%,33.3%,50.0%,54.5%
Gabriel Moreno RHB,+810,12,3.80,0,0,0.250,0.417,0.250,-,0.311,25.0%,15.4%,16.7%,6.9%,85.6,-,-,14.3%,42.9%,28.6%,70.6,22.7%,22.7%,4.5%,84.6%,42.9%,0.0%,-,28.6%,14.3%,14.3%,71.4%,50.0%
Tommy Troy RHB,N/A,8,3.60,0,0,0.333,0.500,0.500,0.167,0.432,25.0%,18.2%,-,7.1%,88.4,-,-,-,50.0%,16.7%,70.6,18.2%,36.4%,18.2%,100.0%,16.7%,0.0%,16.7%,66.7%,33.3%,33.3%,33.3%,28.6%
Aramis Garcia RHB,N/A,6,2.60,0,0,-,-,-,-,-,-,54.5%,50.0%,24.0%,85.8,-,-,33.3%,33.3%,33.3%,71.9,9.1%,9.1%,-,100.0%,33.3%,0.0%,33.3%,33.3%,66.7%,33.3%,-,0.0%
