Matchup,PHI @ WSH
Pitcher,Miles Mikolas
Pitcher Team,WSH
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,74.0,311,0.268,0.333,0.474,0.206,1.28,16,1.95,5.5%,15.3%,13.8%,12.4%,7.2%,5.23,64.1%,5.8%,9.6%,41.0%,27.1%,23.5%,15.9%
vsLHB,40.2,178,0.271,0.333,0.464,0.193,1.38,8,1.77,6.2%,15.6%,12.9%,11.4%,7.2%,5.09,61.2%,6.0%,9.0%,39.6%,26.4%,21.1%,13.9%
vsRHB,33.0,133,0.264,0.333,0.488,0.224,1.18,8,2.18,4.5%,14.8%,15.0%,13.7%,7.2%,5.45,67.9%,5.5%,10.3%,43.0%,28.0%,26.7%,18.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
J.T. Realmuto RHB,,+590,13,25,4.20,2,2,0.217,0.280,0.565,0.348,0.357,8.0%,34.0%,36.0%,18.9%,91.5,280.7,4,2,14.3%,14.3%,28.6%,28.6%,57.1%,71.8,17.4%,23.9%,4.3%,88.5%,21.4%,33.3%,50.0%,28.6%,50.0%,14.3%,35.7%,44.0%
Kyle Schwarber LHB,,+204,37,22,4.40,2,2,0.300,0.364,0.600,0.300,0.412,9.1%,35.7%,40.9%,16.5%,95.6,277.1,3,2,9.1%,9.1%,36.4%,63.6%,63.6%,77.5,78.9%,21.1%,10.5%,92.7%,36.4%,25.0%,45.5%,18.2%,45.5%,54.5%,-,45.0%
Rafael Marchan SHB,—,N/A,19,24,2.80,1,1,0.130,0.167,0.261,0.130,0.189,4.2%,18.8%,12.5%,9.3%,83.1,194.4,1,1,5.0%,5.0%,30.0%,10.0%,35.0%,65.6,-,34.1%,2.3%,91.7%,10.0%,50.0%,25.0%,35.0%,50.0%,25.0%,25.0%,23.1%
Brandon Marsh LHB,,+640,23,23,4.40,1,2,0.238,0.304,0.429,0.190,0.319,8.7%,28.6%,30.4%,16.5%,84.2,263.0,5,3,7.1%,-,7.1%,21.4%,42.9%,71.8,13.0%,13.0%,3.7%,85.7%,28.6%,25.0%,28.6%,28.6%,21.4%,28.6%,50.0%,57.7%
Alec Bohm RHB,,+750,16,16,4.20,1,1,0.267,0.312,0.467,0.200,0.339,6.2%,6.9%,12.5%,3.5%,88.1,251.3,1,1,7.7%,-,-,38.5%,30.8%,69.4,-,33.3%,16.7%,82.8%,23.1%,33.3%,15.4%,53.8%,-,53.8%,46.2%,47.1%
Bryce Harper LHB,,+390,34,15,4.40,1,1,0.417,0.467,0.917,0.500,0.538,13.3%,28.6%,20.0%,14.0%,90.6,280.3,3,2,-,-,20.0%,40.0%,50.0%,74.5,52.0%,28.0%,8.0%,89.3%,20.0%,50.0%,50.0%,30.0%,40.0%,50.0%,10.0%,47.1%
Edmundo Sosa RHB,,+630,23,15,3.80,1,2,0.333,0.333,0.667,0.333,0.428,-,29.4%,26.7%,19.2%,88.1,310.4,4,3,18.2%,-,9.1%,36.4%,54.5%,71.3,25.8%,19.4%,9.7%,91.2%,36.4%,25.0%,36.4%,27.3%,18.2%,45.5%,36.4%,35.7%
Trea Turner RHB,,+598,18,28,4.00,0,0,0.185,0.214,0.222,0.037,0.198,-,32.6%,25.0%,16.0%,85.0,199.8,1,1,-,-,5.0%,40.0%,30.0%,70.2,9.5%,23.8%,9.5%,91.3%,10.0%,0.0%,20.0%,50.0%,20.0%,55.0%,25.0%,28.6%
Bryson Stott LHB,,+598,22,22,4.20,0,0,0.211,0.318,0.263,0.053,0.268,13.6%,11.4%,13.6%,4.8%,90.3,305.8,6,2,-,-,6.2%,37.5%,18.8%,70.4,8.8%,32.4%,8.8%,97.1%,37.5%,0.0%,12.5%,50.0%,37.5%,37.5%,25.0%,10.5%
Garrett Stubbs LHB,—,N/A,9,22,3.00,0,0,0.111,0.227,0.111,-,0.176,4.5%,13.2%,9.1%,7.0%,81.6,249.2,4,0,-,-,5.9%,35.3%,23.5%,67.5,-,35.5%,6.5%,91.2%,17.6%,0.0%,23.5%,41.2%,23.5%,58.8%,17.6%,38.1%
Justin Crawford LHB,,+1300,4,19,3.60,0,1,0.389,0.421,0.500,0.111,0.402,5.3%,30.0%,42.1%,17.0%,88.1,254.8,3,1,-,-,-,50.0%,40.0%,68.4,4.1%,16.3%,4.1%,98.0%,30.0%,0.0%,40.0%,20.0%,10.0%,60.0%,30.0%,27.8%
Gabriel Rincones Jr. LHB,,+820,12,16,3.40,0,0,0.062,0.062,0.062,-,0.056,-,16.2%,25.0%,10.2%,87.0,235.8,1,1,-,-,-,41.7%,8.3%,76.3,66.7%,13.9%,11.1%,97.3%,25.0%,0.0%,-,66.7%,41.7%,16.7%,41.7%,38.9%
Derek Hill RHB,—,N/A,16,8,2.40,0,0,0.429,0.500,0.429,-,0.424,-,37.5%,37.5%,18.2%,69.4,204.3,0,0,-,-,-,-,50.0%,70.0,7.7%,7.7%,-,86.7%,25.0%,0.0%,25.0%,25.0%,25.0%,50.0%,25.0%,42.9%
