Matchup,CHC @ BAL
Pitcher,Matthew Boyd
Pitcher Team,CHC
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,33.0,145,0.276,0.330,0.433,0.157,1.42,4,1.09,6.9%,30.2%,25.5%,19.2%,15.1%,10.09,64.8%,6.0%,10.3%,51.5%,21.6%,19.0%,20.6%
vsLHB,8.2,34,0.200,0.236,0.200,-,1.15,0,-,11.8%,38.7%,26.5%,25.7%,19.8%,9.35,64.7%,5.0%,4.8%,57.1%,9.5%,-,19.0%
vsRHB,24.1,111,0.298,0.359,0.500,0.202,1.52,4,1.48,5.4%,27.9%,25.2%,17.7%,13.9%,10.36,64.9%,6.3%,11.8%,50.0%,25.0%,21.1%,21.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Coby Mayo RHB,,+433,17,13,3.40,1,1,0.250,0.308,0.500,0.250,0.348,7.7%,21.4%,23.1%,12.0%,93.8,245.1,1,1,11.1%,11.1%,22.2%,33.3%,22.2%,76.3,61.5%,23.1%,7.7%,96.3%,22.2%,11.1%,100.0%,11.1%,66.7%,88.9%,-,11.1%,62.5%
Taylor Ward RHB,,+480,13,11,4.40,1,1,0.444,0.455,1.000,0.556,0.562,9.1%,14.3%,9.1%,6.5%,92.6,287.1,5,3,22.2%,-,22.2%,55.6%,66.7%,69.0,5.9%,41.2%,23.5%,81.0%,77.7%,44.4%,25.0%,33.3%,11.1%,33.3%,33.3%,33.3%,12.5%
Jackson Holliday LHB,,+800,3,10,3.20,1,1,0.111,0.200,0.444,0.333,0.275,10.0%,50.0%,20.0%,22.2%,85.6,297.3,3,1,14.3%,14.3%,14.3%,28.6%,42.9%,70.1,7.1%,21.4%,7.1%,93.3%,71.5%,42.9%,0.0%,28.6%,28.6%,28.6%,42.9%,28.6%,55.6%
Adley Rutschman SHB,,+560,14,18,4.40,0,0,0.235,0.278,0.235,-,0.234,5.6%,8.0%,-,4.7%,90.0,275.8,4,0,-,-,11.8%,29.4%,35.3%,69.6,-,63.6%,18.2%,88.0%,70.6%,35.3%,0.0%,35.3%,29.4%,29.4%,47.1%,23.5%,33.3%
Tyler O'Neill RHB,,+430,12,13,2.80,0,0,0.100,0.308,0.200,0.100,0.247,23.1%,32.0%,23.1%,14.8%,94.5,234.2,1,1,14.3%,-,42.9%,42.9%,42.9%,73.2,40.9%,22.7%,13.6%,88.0%,57.2%,28.6%,0.0%,28.6%,42.9%,71.4%,14.3%,14.3%,30.0%
Pete Alonso RHB,,+340,9,13,4.20,0,0,0.182,0.231,0.182,-,0.187,7.7%,16.7%,7.7%,7.8%,94.7,269.0,3,1,9.1%,-,45.5%,54.5%,36.4%,75.0,47.6%,38.1%,23.8%,87.5%,63.7%,27.3%,0.0%,36.4%,36.4%,63.6%,36.4%,-,42.9%
Jeremiah Jackson RHB,,+650,18,12,3.60,0,0,0.250,0.250,0.250,-,0.222,-,19.0%,16.7%,13.3%,86.3,244.4,0,0,-,-,10.0%,30.0%,30.0%,73.0,35.0%,25.0%,10.0%,95.2%,40.0%,10.0%,0.0%,30.0%,60.0%,50.0%,40.0%,10.0%,66.7%
Gunnar Henderson LHB,,+540,21,10,4.80,0,0,0.222,0.300,0.222,-,0.243,10.0%,12.5%,10.0%,5.4%,75.9,191.7,1,0,-,-,25.0%,-,12.5%,73.3,36.4%,4.5%,-,91.7%,25.0%,25.0%,0.0%,-,50.0%,50.0%,-,50.0%,31.2%
Samuel Basallo LHB,—,N/A,11,9,3.00,0,0,0.111,0.111,0.111,-,0.099,-,47.4%,55.6%,24.3%,84.5,-,0,0,-,-,-,50.0%,25.0%,73.4,27.8%,16.7%,5.6%,94.7%,-,-,-,-,100.0%,50.0%,50.0%,-,40.0%
Blaze Alexander RHB,,+790,11,9,3.80,0,0,0.333,0.333,0.333,-,0.297,-,36.8%,22.2%,20.6%,86.3,205.7,1,0,-,-,-,50.0%,50.0%,72.5,15.8%,21.1%,10.5%,100.0%,50.0%,-,-,50.0%,50.0%,33.3%,50.0%,16.7%,62.5%
Colton Cowser LHB,—,N/A,5,9,3.40,0,0,0.375,0.444,0.375,-,0.369,11.1%,50.0%,22.2%,26.0%,90.2,176.8,1,0,-,-,33.3%,50.0%,33.3%,75.4,66.7%,19.0%,9.5%,80.8%,33.3%,-,-,33.3%,50.0%,50.0%,50.0%,-,58.3%
Leody Taveras SHB,,+900,3,8,3.60,0,0,0.250,0.250,0.250,-,0.222,-,38.5%,37.5%,12.2%,88.1,-,0,0,-,-,-,20.0%,-,71.7,15.4%,15.4%,7.7%,100.0%,-,-,-,-,100.0%,40.0%,60.0%,-,28.6%
Dylan Beavers LHB,—,N/A,4,7,3.20,0,0,-,-,-,-,-,-,42.9%,42.9%,17.1%,66.6,193.3,1,0,-,-,25.0%,25.0%,25.0%,71.2,-,7.7%,-,92.9%,25.0%,25.0%,0.0%,-,-,25.0%,50.0%,25.0%,40.0%
