Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-06-28,Rogers Centre,TEX @ TOR,1:37,+16%,-3%,-1%,+3%,+0.35,-0.11,-0.09,+0.27,+6%,-2%,-2%,-2%,+0.14,-0.07,-0.25,-0.14,+9%,-1%,+1%,+5%,+0.21,-0.04,+0.15,+0.41
2026-06-28,American Family Fld,CHC @ MIL,2:10,+9%,-6%,-11%,-3%,+0.20,-0.20,-1.16,-0.28,+9%,-11%,-8%,-3%,+0.21,-0.38,-0.90,-0.28,-1%,+5%,-2%,+0%,-0.01,+0.18,-0.26,+0.00
2026-06-28,Busch Stadium,MIA @ STL,2:15,+8%,+2%,-1%,-1%,+0.18,+0.06,-0.15,-0.04,-10%,-6%,+4%,-7%,-0.22,-0.20,+0.41,-0.59,+18%,+7%,-5%,+6%,+0.41,+0.26,-0.56,+0.54
2026-06-28,Oriole Park,WAS @ BAL,1:35,+6%,+7%,+3%,+6%,+0.12,+0.24,+0.30,+0.49,-1%,+5%,+7%,+5%,-0.02,+0.18,+0.70,+0.45,+7%,+2%,-4%,+0%,+0.15,+0.06,-0.39,+0.04
2026-06-28,Citi Field,PHI @ NYM,1:40,+6%,-13%,-7%,-4%,+0.14,-0.45,-0.77,-0.38,-2%,-19%,-5%,-8%,-0.04,-0.67,-0.50,-0.73,+8%,+6%,-3%,+4%,+0.18,+0.22,-0.27,+0.36
2026-06-28,Angel Stadium,ATH @ LAA,3:15,+5%,-4%,+2%,+2%,+0.12,-0.14,+0.22,+0.17,+9%,-4%,+1%,+3%,+0.19,-0.13,+0.15,+0.25,-3%,0%,+1%,-1%,-0.08,-0.01,+0.08,-0.08
2026-06-28,Fenway Park,NYY @ BOS,7:20,+3%,+26%,+7%,+15%,+0.06,+0.92,+0.72,+1.36,-6%,+23%,+6%,+10%,-0.14,+0.80,+0.68,+0.87,+9%,+3%,+0%,+6%,+0.20,+0.12,+0.04,+0.49
2026-06-28,Rate Field,KC  @ CHW,2:10,+3%,-7%,-1%,-2%,+0.06,-0.24,-0.14,-0.17,+3%,-8%,+3%,+1%,+0.06,-0.26,+0.28,+0.07,0%,+1%,-4%,-3%,-0.01,+0.03,-0.42,-0.24
2026-06-28,Target Field,COL @ MIN,2:10,+2%,+6%,+6%,+9%,+0.05,+0.20,+0.61,+0.75,-6%,+1%,+2%,+0%,-0.14,+0.05,+0.20,+0.02,+9%,+4%,+4%,+8%,+0.20,+0.16,+0.41,+0.73
2026-06-28,Progressive Field,SEA @ CLE,1:40,+1%,+7%,-3%,+3%,+0.02,+0.25,-0.34,+0.25,-2%,+1%,-3%,0%,-0.05,+0.04,-0.27,-0.04,+3%,+6%,-1%,+3%,+0.07,+0.21,-0.07,+0.29
2026-06-28,Petco Park,LAD @ SD,4:10,-1%,-18%,-3%,-8%,-0.03,-0.64,-0.32,-0.69,-5%,-11%,-4%,-7%,-0.11,-0.40,-0.47,-0.65,+3%,-7%,+1%,0%,+0.08,-0.24,+0.14,-0.04
2026-06-28,Tropicana Field,ARI @ TB,1:40,-3%,-6%,-8%,-6%,-0.07,-0.22,-0.82,-0.51,-4%,-6%,-8%,-6%,-0.09,-0.21,-0.82,-0.52,+1%,0%,0%,+0%,+0.02,-0.01,0.00,+0.01
2026-06-28,Comerica Park,HOU @ DET,1:40,-4%,+11%,+5%,+5%,-0.10,+0.38,+0.53,+0.45,-10%,+2%,+6%,-1%,-0.23,+0.06,+0.62,-0.10,+6%,+9%,-1%,+6%,+0.13,+0.32,-0.09,+0.55
2026-06-28,Oracle Park,ATL @ SF,4:05,-6%,+24%,+7%,+10%,-0.12,+0.84,+0.80,+0.90,-14%,+12%,+6%,+1%,-0.32,+0.41,+0.62,+0.05,+9%,+12%,+2%,+10%,+0.20,+0.43,+0.18,+0.85
2026-06-28,PNC Park,CIN @ PIT,1:35,-13%,+17%,-2%,+1%,-0.29,+0.58,-0.25,+0.06,-15%,+11%,+0%,-1%,-0.34,+0.40,+0.01,-0.06,+2%,+5%,-2%,+1%,+0.05,+0.18,-0.25,+0.12
