Matchup,DET @ NYY
Pitcher,Cam Schlittler
Pitcher Team,NYY
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.1,237,0.217,0.268,0.336,0.120,1.03,5,0.76,5.9%,26.3%,28.7%,23.7%,13.5%,10.31,62.2%,6.6%,5.9%,37.5%,26.3%,7.5%,11.2%
vsLHB,35.1,142,0.205,0.261,0.315,0.110,1.05,2,0.51,7.7%,25.8%,31.0%,22.2%,13.2%,11.21,59.4%,6.3%,4.7%,38.4%,27.9%,8.3%,9.3%
vsRHB,24.0,95,0.233,0.278,0.367,0.133,1.00,3,1.12,3.2%,27.2%,25.3%,27.0%,14.1%,9.00,66.3%,7.2%,7.6%,36.4%,24.2%,6.2%,13.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dillon Dingler RHB,,+489,24,18,3.80,3,4,0.278,0.278,0.778,0.500,0.449,-,10.6%,11.1%,5.6%,92.2,307.9,6,3,18.8%,6.2%,31.2%,50.0%,50.0%,72.1,14.0%,20.9%,11.6%,91.5%,56.2%,50.0%,25.0%,6.2%,31.2%,31.2%,37.5%,31.2%,28.6%
Kerry Carpenter LHB,,+360,30,19,3.80,2,3,0.333,0.368,0.722,0.389,0.463,5.3%,17.2%,15.8%,9.3%,91.4,291.5,6,3,6.7%,6.7%,6.7%,66.7%,33.3%,72.0,3.7%,40.7%,11.1%,93.1%,86.7%,66.7%,20.0%,20.0%,13.3%,20.0%,40.0%,40.0%,25.0%
Jake Rogers RHB,—,N/A,18,19,3.00,1,1,0.188,0.316,0.375,0.188,0.307,15.8%,28.6%,36.8%,11.4%,78.7,271.0,1,1,11.1%,11.1%,11.1%,44.4%,33.3%,70.0,-,19.2%,3.8%,96.3%,33.3%,22.2%,50.0%,11.1%,44.4%,33.3%,44.4%,22.2%,41.7%
Colt Keith LHB,,+680,31,18,3.40,1,2,0.118,0.167,0.294,0.176,0.206,-,15.2%,5.6%,7.7%,93.0,316.5,7,1,-,-,12.5%,56.2%,43.8%,72.5,14.3%,46.4%,25.0%,87.5%,62.5%,37.5%,16.7%,25.0%,37.5%,37.5%,37.5%,25.0%,14.3%
Spencer Torkelson RHB,,+470,28,18,3.80,1,1,0.286,0.444,0.571,0.286,0.434,16.7%,20.0%,16.7%,9.3%,90.6,292.3,4,3,18.2%,-,-,36.4%,45.5%,73.5,20.8%,33.3%,12.5%,96.0%,54.6%,36.4%,25.0%,18.2%,36.4%,9.1%,54.5%,36.4%,27.3%
Hao-Yu Lee RHB,,+830,11,14,4.20,1,1,0.308,0.357,0.538,0.231,0.387,7.1%,30.0%,28.6%,16.1%,84.0,231.8,1,1,-,-,-,33.3%,22.2%,69.6,16.7%,20.8%,4.2%,85.7%,66.6%,33.3%,33.3%,33.3%,22.2%,11.1%,22.2%,66.7%,38.9%
Zach McKinstry LHB,,+1000,13,13,4.20,1,1,0.417,0.462,1.000,0.583,0.600,7.7%,7.1%,7.7%,4.0%,88.5,272.8,4,1,-,-,36.4%,27.3%,90.9%,68.9,4.5%,27.3%,9.1%,84.6%,100.0%,36.4%,25.0%,63.6%,-,36.4%,9.1%,54.5%,58.8%
James Outman LHB,,+660,19,12,3.40,1,2,0.091,0.167,0.364,0.273,0.229,8.3%,26.9%,33.3%,14.6%,93.4,368.8,4,2,28.6%,14.3%,28.6%,42.9%,42.9%,73.9,39.1%,26.1%,13.0%,88.5%,57.2%,28.6%,50.0%,28.6%,42.9%,71.4%,28.6%,-,46.2%
Riley Greene LHB,,+360,20,22,4.40,0,0,0.286,0.318,0.333,0.048,0.290,4.5%,10.0%,18.2%,5.9%,91.6,262.1,4,0,5.9%,5.9%,23.5%,47.1%,41.2%,75.5,56.8%,27.0%,16.2%,92.5%,58.8%,23.5%,0.0%,35.3%,35.3%,58.8%,23.5%,17.6%,52.9%
Kevin McGonigle LHB,,+575,23,19,4.60,0,1,0.417,0.632,0.500,0.083,0.497,31.6%,4.8%,5.3%,1.6%,88.7,221.0,2,1,-,-,18.2%,36.4%,45.5%,71.3,30.0%,30.0%,15.0%,95.2%,63.7%,27.3%,0.0%,36.4%,27.3%,36.4%,27.3%,36.4%,23.5%
Matt Vierling RHB,,+650,20,17,3.60,0,2,0.125,0.176,0.125,-,0.143,5.9%,14.7%,17.6%,7.8%,85.0,302.0,6,2,7.7%,-,-,61.5%,38.5%,70.3,10.3%,31.0%,6.9%,90.6%,69.3%,38.5%,0.0%,30.8%,23.1%,15.4%,30.8%,53.8%,38.9%
