Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-15 00:00:00,Sutter Health Park,TEX @ ATH,9:40,+31%,+20%,0%,+21%,+0.70,+0.69,-0.02,+1.86,+31%,+14%,+1%,+20%,+0.71,+0.49,+0.14,+1.75,0%,+6%,-2%,+1%,-0.01,+0.20,-0.16,+0.11
2026-08-15 00:00:00,Great American BP,MIA @ CIN,6:40,+18%,+3%,-7%,+7%,+0.42,+0.09,-0.70,+0.62,+15%,+3%,-1%,+10%,+0.34,+0.10,-0.09,+0.89,+3%,0%,-6%,-3%,+0.08,-0.01,-0.61,-0.27
2026-08-15 00:00:00,Dodger Stadium,MIL @ LAD,7:15,+20%,-2%,0%,+6%,+0.46,-0.07,-0.04,+0.49,+19%,-3%,-5%,+1%,+0.42,-0.12,-0.56,+0.07,+2%,+1%,+5%,+5%,+0.04,+0.04,+0.53,+0.42
2026-08-15 00:00:00,Target Field,PHI @ MIN,7:10,+3%,-2%,+4%,+4%,+0.07,-0.07,+0.42,+0.37,-7%,+3%,+1%,+0%,-0.16,+0.11,+0.14,+0.02,+10%,-5%,+3%,+4%,+0.23,-0.18,+0.28,+0.35
2026-08-15 00:00:00,Progressive Field,SD  @ CLE,7:10,+3%,+9%,-4%,+4%,+0.08,+0.32,-0.40,+0.37,-3%,+2%,-3%,-1%,-0.07,+0.07,-0.30,-0.05,+6%,+7%,-1%,+5%,+0.14,+0.25,-0.10,+0.42
2026-08-15 00:00:00,Truist Park,ARI @ ATL,7:15,+5%,+0%,+0%,+2%,+0.11,+0.01,+0.03,+0.17,-3%,-6%,+1%,-4%,-0.07,-0.22,+0.14,-0.31,+8%,+7%,-1%,+5%,+0.17,+0.24,-0.11,+0.48
2026-08-15 00:00:00,Rogers Centre,NYY @ TOR,3:07,+6%,+3%,-2%,+1%,+0.14,+0.11,-0.16,+0.11,+7%,-2%,-2%,-1%,+0.16,-0.08,-0.22,-0.12,-1%,+5%,+1%,+3%,-0.02,+0.19,+0.06,+0.23
2026-08-15 00:00:00,PNC Park,BOS @ PIT,7:15,-12%,+15%,-1%,+1%,-0.28,+0.53,-0.11,+0.11,-16%,+10%,+0%,-1%,-0.35,+0.36,+0.02,-0.12,+3%,+5%,-1%,+3%,+0.08,+0.17,-0.13,+0.23
2026-08-15 00:00:00,Comerica Park,CHW @ DET,1:10,-9%,+2%,+6%,0%,-0.20,+0.07,+0.63,-0.04,-10%,+2%,+6%,-1%,-0.22,+0.05,+0.66,-0.07,+1%,+0%,0%,+0%,+0.02,+0.02,-0.03,+0.03
2026-08-15 00:00:00,Angel Stadium,KC  @ LAA,9:38,-4%,-3%,+1%,-2%,-0.08,-0.12,+0.08,-0.17,-9%,-4%,+1%,-4%,-0.21,-0.12,+0.13,-0.33,+6%,+0%,0%,+2%,+0.13,+0.00,-0.05,+0.16
2026-08-15 00:00:00,Wrigley Field,STL @ CHC,2:20,+18%,-19%,-4%,-2%,+0.41,-0.67,-0.38,-0.22,+1%,-11%,-3%,-6%,+0.01,-0.39,-0.36,-0.52,+18%,-8%,0%,+4%,+0.39,-0.28,-0.02,+0.31
2026-08-15 00:00:00,Daikin Park,SEA @ HOU,7:10,+5%,-11%,-4%,-5%,+0.11,-0.40,-0.40,-0.41,+5%,-12%,-4%,-5%,+0.11,-0.41,-0.45,-0.45,0%,+0%,+0%,+0%,-0.01,+0.01,+0.05,+0.04
2026-08-15 00:00:00,Tropicana Field,BAL @ TB,6:10,-4%,-7%,-8%,-6%,-0.08,-0.23,-0.83,-0.53,-4%,-6%,-8%,-6%,-0.09,-0.22,-0.82,-0.52,+0%,0%,0%,0%,+0.01,-0.01,-0.01,0.00
2026-08-15 00:00:00,Oracle Park,COL @ SF,4:05,-23%,+0%,+5%,-8%,-0.53,+0.01,+0.53,-0.72,-18%,+13%,+6%,0%,-0.40,+0.47,+0.62,0.00,-6%,-13%,-1%,-8%,-0.13,-0.46,-0.09,-0.71
2026-08-15 00:00:00,Citi Field,WAS @ NYM,4:10,-6%,-17%,-6%,-10%,-0.13,-0.59,-0.67,-0.88,-1%,-20%,-5%,-8%,-0.02,-0.69,-0.49,-0.72,-5%,+3%,-2%,-2%,-0.12,+0.11,-0.18,-0.16
