Matchup,PIT @ PHI
Pitcher,Cristopher Sanchez
Pitcher Team,PHI
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.1,269,0.205,0.232,0.297,0.093,0.88,5,0.65,3.0%,32.3%,28.6%,28.3%,16.7%,10.00,65.1%,6.9%,7.1%,42.3%,18.7%,14.7%,15.9%
vsLHB,20.0,68,0.132,0.127,0.162,0.029,0.45,0,-,-,33.9%,39.7%,38.6%,18.2%,12.15,67.6%,10.2%,2.4%,24.4%,14.6%,-,12.2%
vsRHB,49.1,201,0.230,0.268,0.346,0.115,1.05,5,0.91,4.0%,31.8%,24.9%,24.8%,16.2%,9.12,64.2%,5.8%,8.5%,47.5%,19.9%,17.9%,17.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Bryan Reynolds SHB,,+830,16,11,4.80,1,2,0.300,0.364,0.700,0.400,0.446,9.1%,16.7%,18.2%,9.1%,86.4,304.2,2,2,12.5%,-,12.5%,37.5%,37.5%,75.7,60.9%,21.7%,13.0%,95.8%,75.0%,50.0%,25.0%,25.0%,25.0%,12.5%,50.0%,37.5%,36.4%
Brandon Lowe LHB,,+600,26,11,4.80,1,2,0.200,0.182,0.600,0.400,0.306,-,22.2%,27.3%,12.1%,95.8,328.8,6,3,50.0%,37.5%,50.0%,50.0%,50.0%,73.3,38.9%,38.9%,22.2%,100.0%,75.0%,37.5%,33.3%,37.5%,12.5%,62.5%,37.5%,-,45.5%
Henry Davis RHB,,+790,12,9,3.20,1,1,0.125,0.111,0.500,0.375,0.233,-,31.6%,11.1%,20.0%,95.6,282.5,4,2,37.5%,12.5%,37.5%,50.0%,50.0%,75.2,55.6%,33.3%,16.7%,94.7%,75.0%,37.5%,0.0%,37.5%,12.5%,50.0%,50.0%,-,57.1%
Esmerlyn Valdez RHB,,+560,21,5,3.60,1,1,0.200,0.200,0.800,0.600,0.420,-,50.0%,60.0%,20.0%,104.8,402.7,2,2,100.0%,-,-,100.0%,100.0%,75.4,54.5%,18.2%,18.2%,91.7%,100.0%,50.0%,100.0%,50.0%,-,-,100.0%,-,20.0%
Konnor Griffin RHB,,+870,12,18,4.80,0,0,0.222,0.222,0.278,0.056,0.219,-,23.1%,22.2%,12.2%,91.4,246.3,2,0,-,-,21.4%,35.7%,21.4%,77.5,73.1%,19.2%,19.2%,100.0%,35.7%,14.3%,0.0%,21.4%,64.3%,50.0%,42.9%,7.1%,38.5%
Marcell Ozuna RHB,,+610,29,15,4.20,0,0,0.154,0.267,0.231,0.077,0.231,13.3%,56.2%,53.3%,25.7%,83.4,287.5,2,0,-,-,40.0%,20.0%,40.0%,74.6,51.6%,3.2%,3.2%,96.9%,80.0%,40.0%,0.0%,40.0%,20.0%,60.0%,20.0%,20.0%,21.4%
Ryan O'Hearn LHB,,+1100,25,8,4.60,0,0,-,-,-,-,-,-,27.8%,37.5%,16.1%,76.6,282.1,1,1,-,-,20.0%,20.0%,20.0%,69.0,6.2%,12.5%,-,88.9%,60.0%,60.0%,0.0%,-,40.0%,40.0%,60.0%,-,33.3%
Endy Rodriguez SHB,—,N/A,-,7,4.00,0,0,-,0.286,-,-,0.185,28.6%,28.6%,28.6%,7.7%,85.5,249.5,1,1,33.3%,-,-,33.3%,33.3%,75.1,60.0%,20.0%,20.0%,71.4%,33.3%,33.3%,0.0%,-,33.3%,-,66.7%,33.3%,33.3%
Nick Gonzales RHB,,+1100,7,7,3.60,0,0,0.333,0.429,0.333,-,0.347,14.3%,35.7%,14.3%,15.6%,80.0,155.5,0,0,-,-,-,20.0%,40.0%,68.1,15.4%,23.1%,7.7%,92.9%,20.0%,-,-,20.0%,80.0%,60.0%,40.0%,-,37.5%
Jake Mangum SHB,,+1800,12,6,4.40,0,0,0.167,0.167,0.167,-,0.148,-,28.6%,16.7%,19.0%,71.5,-,0,0,-,-,-,-,-,66.8,-,25.0%,-,92.3%,-,-,-,-,80.0%,20.0%,40.0%,40.0%,63.6%
Jared Triolo RHB,,+1050,11,5,3.40,0,0,0.600,0.600,0.800,0.200,0.610,-,0.0%,-,-,90.2,252.4,0,0,-,-,-,40.0%,40.0%,69.1,9.1%,36.4%,18.2%,91.7%,60.0%,20.0%,0.0%,40.0%,40.0%,40.0%,60.0%,-,16.7%
Billy Cook RHB,—,N/A,6,4,1.20,0,0,-,-,-,-,-,-,0.0%,-,-,76.9,339.7,1,0,-,-,-,-,-,73.1,25.0%,50.0%,-,80.0%,25.0%,25.0%,0.0%,-,75.0%,50.0%,25.0%,25.0%,66.7%
Tyler Callihan LHB,—,N/A,-,3,3.60,0,0,0.667,0.667,1.000,0.333,0.720,-,20.0%,-,11.1%,82.3,338.8,2,1,-,-,-,33.3%,100.0%,67.7,-,-,-,75.0%,66.6%,33.3%,0.0%,33.3%,33.3%,-,66.7%,33.3%,50.0%
