Matchup,TOR @ SF
Pitcher,Trevor McDonald
Pitcher Team,SF
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,50.1,223,0.253,0.315,0.361,0.108,1.35,3,0.54,8.5%,22.5%,18.8%,17.7%,9.8%,7.51,54.2%,7.6%,3.9%,39.0%,16.2%,12.0%,11.7%
vsLHB,28.0,129,0.286,0.359,0.455,0.170,1.50,3,0.96,7.8%,21.2%,17.1%,18.8%,9.2%,7.07,52.3%,7.3%,5.4%,38.0%,17.4%,18.8%,14.1%
vsRHB,22.1,94,0.207,0.256,0.232,0.024,1.16,0,-,9.6%,24.1%,21.3%,16.7%,10.5%,8.06,56.8%,7.9%,1.6%,40.3%,14.5%,-,8.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,,+600,21,17,3.80,2,2,0.308,0.471,0.846,0.538,0.531,17.6%,25.0%,5.9%,8.6%,87.6,285.4,2,2,16.7%,16.7%,33.3%,50.0%,25.0%,74.7,47.4%,31.6%,21.1%,95.0%,41.7%,25.0%,66.7%,16.7%,50.0%,75.0%,8.3%,16.7%,15.4%
Brandon Valenzuela SHB,—,N/A,21,11,2.60,2,2,0.200,0.273,0.800,0.600,0.441,9.1%,27.3%,63.6%,12.8%,91.7,276.5,2,2,66.7%,33.3%,33.3%,66.7%,66.7%,71.5,5.3%,5.3%,5.3%,90.5%,66.7%,66.7%,100.0%,-,-,33.3%,33.3%,33.3%,62.5%
Nathan Lukes LHB,,+1140,24,16,4.40,1,1,0.250,0.250,0.438,0.188,0.298,-,19.2%,12.5%,11.1%,84.1,257.1,2,1,7.1%,7.1%,28.6%,7.1%,21.4%,66.9,-,30.4%,4.3%,92.0%,57.2%,28.6%,25.0%,28.6%,42.9%,50.0%,28.6%,21.4%,18.2%
Alejandro Kirk RHB,,+920,15,14,4.00,1,1,0.143,0.143,0.357,0.214,0.214,-,10.3%,7.1%,4.6%,86.6,308.4,3,1,7.7%,7.7%,7.7%,46.2%,15.4%,70.4,3.8%,34.6%,15.4%,89.7%,30.8%,23.1%,33.3%,7.7%,61.5%,23.1%,46.2%,30.8%,21.4%
Daulton Varsho LHB,,+670,16,10,3.20,1,1,0.300,0.300,0.700,0.400,0.426,-,37.5%,40.0%,22.5%,84.5,261.5,1,1,16.7%,16.7%,33.3%,33.3%,33.3%,72.1,19.0%,4.8%,4.8%,95.5%,33.4%,16.7%,100.0%,16.7%,50.0%,50.0%,16.7%,33.3%,33.3%
Luis Urias RHB,—,N/A,4,3,2.40,1,1,0.667,0.667,1.667,1.000,0.997,-,0.0%,-,-,74.9,238.9,1,1,33.3%,33.3%,66.7%,33.3%,66.7%,72.3,40.0%,20.0%,20.0%,100.0%,100.0%,66.7%,50.0%,33.3%,-,66.7%,33.3%,-,40.0%
Vladimir Guerrero Jr. RHB,,+800,12,18,4.00,0,0,0.188,0.278,0.250,0.062,0.242,11.1%,25.0%,22.2%,10.2%,88.7,271.2,2,1,8.3%,8.3%,16.7%,41.7%,16.7%,75.6,50.0%,27.8%,22.2%,81.8%,33.3%,8.3%,0.0%,25.0%,66.7%,41.7%,25.0%,33.3%,17.4%
George Springer RHB,,+840,22,15,4.20,0,0,0.143,0.200,0.143,-,0.162,6.7%,31.8%,40.0%,13.0%,92.0,290.1,1,0,-,-,12.5%,50.0%,25.0%,73.3,38.1%,23.8%,14.3%,95.5%,37.5%,25.0%,0.0%,12.5%,62.5%,50.0%,37.5%,12.5%,28.6%
Andres Gimenez LHB,,+1180,16,15,3.20,0,1,0.250,0.400,0.333,0.083,0.338,13.3%,24.1%,13.3%,11.9%,88.6,208.0,1,0,-,-,20.0%,20.0%,40.0%,68.2,3.4%,27.6%,3.4%,100.0%,60.0%,30.0%,0.0%,30.0%,30.0%,30.0%,40.0%,30.0%,28.6%
Yohendrick Pinango LHB,,+1150,30,14,2.80,0,0,0.071,0.071,0.071,-,0.064,-,14.8%,14.3%,8.7%,87.1,194.0,1,0,-,-,8.3%,41.7%,16.7%,76.7,68.0%,20.0%,16.0%,92.6%,25.0%,16.7%,0.0%,8.3%,58.3%,25.0%,41.7%,33.3%,36.4%
Myles Straw RHB,—,N/A,8,13,2.00,0,0,0.154,0.154,0.154,-,0.137,-,9.5%,7.7%,4.4%,90.6,249.1,1,0,-,-,8.3%,25.0%,33.3%,69.4,5.6%,50.0%,11.1%,85.7%,33.4%,16.7%,0.0%,16.7%,58.3%,33.3%,50.0%,16.7%,30.8%
Ernie Clement RHB,,+1660,16,11,3.60,0,0,0.200,0.273,0.200,-,0.221,9.1%,8.7%,-,4.5%,84.2,301.4,1,0,-,-,-,10.0%,20.0%,67.7,-,26.1%,-,100.0%,20.0%,10.0%,0.0%,10.0%,80.0%,20.0%,70.0%,10.0%,43.8%
Sean Keys LHB,—,N/A,14,8,3.40,0,0,0.125,0.125,0.125,-,0.111,-,40.7%,37.5%,24.4%,88.9,200.0,1,0,-,-,20.0%,40.0%,20.0%,75.2,48.0%,8.0%,4.0%,92.6%,20.0%,-,-,20.0%,40.0%,40.0%,40.0%,20.0%,28.6%
