HR Split,Overall
Dates,="7/6/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:40 PM,Brandon Pfaadt,@,1.33,1.65,-0.48,1.98,13.7%,32.8%,41.2%,20.6%,6.6%,1002
2,9:45 PM,Kevin Gausman,@,0.95,0.08,1.61,1.95,9.9%,23.3%,44.1%,27.1%,6.0%,1423
3,10:10 PM,Eric Lauer,vs,0.67,0.91,0.21,1.79,9.8%,15.8%,33.7%,37.5%,7.2%,877
4,6:40 PM,Griffin Jax,vs,0.50,0.85,-0.08,1.42,10.8%,26.2%,43.8%,22.2%,7.2%,631
5,9:40 PM,Walker Buehler,vs,0.49,-0.80,1.66,1.52,9.4%,24.4%,42.3%,22.3%,8.6%,1021
6,10:10 PM,Kyle Freeland,@,0.43,-0.62,0.55,1.36,11.2%,14.3%,44.9%,28.9%,8.1%,1189
7,6:40 PM,Cam Schlittler,@,0.25,0.37,0.20,1.34,10.9%,16.3%,39.8%,29.3%,6.9%,890
8,6:45 PM,Mike Burrows,@,0.22,0.37,-0.15,1.68,7.3%,16.3%,37.6%,27.9%,6.8%,898
9,6:45 PM,Miles Mikolas,vs,0.18,-0.10,0.54,1.59,7.2%,18.7%,39.0%,27.1%,6.8%,1138
10,2:10 PM,Noah Cameron,vs,-0.36,0.14,-0.37,1.26,6.9%,14.4%,35.8%,24.5%,7.9%,1044
11,7:15 PM,Freddy Peralta,@,-0.39,0.38,-1.37,1.36,4.5%,18.9%,36.4%,24.9%,6.8%,1321
12,2:10 PM,Cristopher Sanchez,@,-0.50,-1.21,-0.13,0.98,7.8%,21.7%,41.0%,17.8%,6.7%,1457
13,7:45 PM,Dustin May,vs,-0.60,-0.22,-0.21,0.87,7.8%,12.7%,43.3%,24.7%,6.8%,1030
14,7:45 PM,Shane Drohan,@,-0.70,-0.82,-0.24,0.92,8.2%,9.6%,34.4%,26.6%,7.4%,352
15,9:45 PM,Landen Roupp,vs,-1.20,-0.59,-0.94,0.87,5.4%,13.5%,29.6%,24.9%,4.7%,967
16,7:15 PM,Reynaldo Lopez,vs,-1.28,-0.38,-0.79,0.62,5.7%,5.6%,34.0%,27.6%,8.0%,295
