Matchup,SF @ ARI
Pitcher,Brandon Pfaadt
Pitcher Team,ARI
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,21.1,98,0.280,0.378,0.500,0.220,1.59,4,1.69,11.2%,26.7%,20.4%,21.5%,12.7%,8.44,62.2%,6.3%,12.3%,44.6%,15.4%,40.0%,16.9%
vsLHB,11.0,49,0.275,0.382,0.525,0.250,1.45,3,2.45,10.2%,29.2%,24.5%,23.1%,15.0%,9.82,57.1%,3.2%,16.1%,35.5%,19.4%,50.0%,22.6%
vsRHB,10.1,49,0.286,0.374,0.476,0.190,1.74,1,0.87,12.2%,23.7%,16.3%,19.5%,10.2%,6.97,67.3%,9.7%,8.8%,52.9%,11.8%,25.0%,11.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Eric Haase RHB,—,N/A,25,21,2.80,2,2,0.150,0.190,0.450,0.300,0.273,4.8%,35.7%,28.6%,16.0%,85.4,294.5,4,3,21.4%,-,7.1%,50.0%,21.4%,72.0,27.0%,21.6%,13.5%,90.2%,35.7%,21.4%,66.7%,14.3%,35.7%,14.3%,71.4%,14.3%,16.0%
Rafael Devers LHB,,+400,18,18,3.80,2,3,0.357,0.500,1.000,0.643,0.589,22.2%,24.4%,16.7%,11.4%,95.5,307.5,5,4,27.3%,-,9.1%,63.6%,45.5%,72.5,30.3%,24.2%,12.1%,84.6%,81.8%,54.5%,33.3%,27.3%,18.2%,9.1%,72.7%,18.2%,45.0%
Luis Arraez LHB,,+1540,5,27,3.80,1,3,0.333,0.370,0.625,0.292,0.413,7.4%,1.9%,-,0.8%,89.1,285.2,9,5,-,-,20.0%,24.0%,40.0%,63.5,-,42.6%,2.1%,90.4%,80.0%,48.0%,8.3%,32.0%,20.0%,24.0%,36.0%,40.0%,14.8%
Casey Schmitt RHB,,+500,29,26,4.00,1,3,0.440,0.423,0.640,0.200,0.452,-,15.9%,7.7%,8.9%,92.9,269.9,7,5,20.8%,-,8.3%,58.3%,41.7%,73.0,31.6%,42.1%,31.6%,86.4%,62.5%,37.5%,11.1%,25.0%,29.2%,16.7%,62.5%,20.8%,31.8%
Heliot Ramos RHB,,+650,40,25,3.80,1,1,0.286,0.400,0.524,0.238,0.396,16.0%,22.9%,8.0%,11.8%,91.8,296.6,4,3,15.8%,5.3%,10.5%,47.4%,42.1%,70.5,9.1%,25.0%,18.2%,93.6%,52.7%,21.1%,25.0%,31.6%,47.4%,21.1%,57.9%,21.1%,32.0%
Bryce Eldridge LHB,,+600,28,21,3.80,1,3,0.263,0.333,0.526,0.263,0.368,9.5%,25.0%,23.8%,10.1%,97.0,319.0,6,3,21.4%,-,7.1%,71.4%,28.6%,73.5,22.2%,33.3%,33.3%,90.0%,57.2%,28.6%,25.0%,28.6%,42.9%,35.7%,42.9%,21.4%,15.0%
Willy Adames RHB,,+522,20,21,3.80,1,1,0.250,0.286,0.450,0.200,0.319,4.8%,17.1%,14.3%,8.5%,84.9,259.2,5,2,5.9%,-,17.6%,23.5%,41.2%,72.8,22.2%,22.2%,5.6%,87.8%,58.9%,47.1%,12.5%,11.8%,29.4%,41.2%,35.3%,23.5%,36.4%
Jung Hoo Lee LHB,,+1220,12,12,3.40,1,2,0.273,0.333,0.636,0.364,0.409,8.3%,18.2%,16.7%,7.3%,93.6,300.7,3,2,11.1%,-,11.1%,44.4%,33.3%,68.8,5.0%,35.0%,20.0%,90.9%,55.5%,33.3%,33.3%,22.2%,44.4%,44.4%,33.3%,22.2%,18.2%
Victor Bericoto RHB,—,N/A,2,7,3.60,1,1,0.286,0.286,0.714,0.429,0.427,-,25.0%,14.3%,15.0%,81.1,326.3,1,1,16.7%,-,-,33.3%,16.7%,75.8,70.0%,20.0%,20.0%,83.3%,33.3%,33.3%,50.0%,-,66.7%,66.7%,16.7%,16.7%,50.0%
Matt Chapman RHB,,+670,18,19,4.00,0,1,0.067,0.263,0.067,-,0.187,15.8%,35.9%,47.4%,16.5%,87.2,273.0,2,2,16.7%,16.7%,16.7%,16.7%,50.0%,76.2,57.1%,2.9%,2.9%,92.1%,50.0%,-,-,50.0%,33.3%,33.3%,50.0%,16.7%,35.3%
