Matchup,PHI @ BAL
Pitcher,Shane Baz
Pitcher Team,BAL
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,122.0,526,0.267,0.324,0.415,0.147,1.39,9,0.66,8.4%,22.1%,20.3%,18.2%,10.7%,7.89,61.0%,7.3%,7.0%,41.1%,25.5%,8.4%,15.9%
vsLHB,68.2,304,0.284,0.345,0.444,0.160,1.51,5,0.66,9.2%,21.9%,22.4%,19.9%,10.4%,8.91,59.5%,7.5%,7.2%,41.1%,27.5%,8.8%,15.5%
vsRHB,53.1,222,0.245,0.296,0.375,0.130,1.22,4,0.68,7.2%,22.3%,17.6%,15.9%,11.0%,6.58,62.9%,7.0%,6.7%,41.2%,23.0%,7.9%,16.4%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Derek Hill RHB,—,N/A,42,2.40,10,2,2,93.5,256.8,3,2,20.0%,10.0%,20.0%,40.0%,40.0%,72.0,25.0%,50.0%,25.0%,100.0%,50.0%,30.0%,66.7%,20.0%,40.0%,40.0%,40.0%,20.0%,37.5%
Trea Turner RHB,,+495,14,4.60,10,2,2,90.7,326.5,4,4,20.0%,10.0%,30.0%,60.0%,40.0%,74.3,36.4%,54.5%,45.5%,100.0%,60.0%,20.0%,100.0%,40.0%,40.0%,50.0%,40.0%,10.0%,14.3%
Bryce Harper LHB,,+332,26,4.40,10,1,1,97.1,261.6,2,1,20.0%,10.0%,30.0%,60.0%,40.0%,76.0,68.8%,43.8%,37.5%,100.0%,70.0%,40.0%,25.0%,30.0%,30.0%,50.0%,20.0%,30.0%,83.3%
Brandon Marsh LHB,,+557,15,4.40,10,1,1,92.4,333.3,4,2,10.0%,-,10.0%,60.0%,30.0%,72.8,22.2%,38.9%,16.7%,100.0%,60.0%,60.0%,16.7%,-,40.0%,40.0%,40.0%,20.0%,50.0%
Bryson Stott LHB,,+640,25,4.00,10,1,2,97.1,310.6,4,3,20.0%,10.0%,20.0%,60.0%,60.0%,71.2,9.1%,90.9%,36.4%,100.0%,70.0%,20.0%,0.0%,50.0%,30.0%,20.0%,70.0%,10.0%,20.0%
Justin Crawford LHB,,+1060,6,3.80,10,0,0,77.1,183.5,0,0,-,-,-,20.0%,10.0%,70.2,-,40.0%,20.0%,83.3%,20.0%,10.0%,0.0%,10.0%,60.0%,-,40.0%,60.0%,57.1%
Edmundo Sosa RHB,—,N/A,27,3.40,10,0,0,81.2,234.3,2,0,-,-,-,40.0%,10.0%,72.6,18.8%,31.2%,12.5%,94.1%,30.0%,20.0%,0.0%,10.0%,50.0%,30.0%,60.0%,10.0%,44.4%
Gabriel Rincones Jr. LHB,,+468,20,2.20,10,0,1,95.4,337.0,4,3,30.0%,-,10.0%,50.0%,40.0%,74.6,50.0%,33.3%,22.2%,94.7%,60.0%,30.0%,0.0%,30.0%,40.0%,30.0%,60.0%,10.0%,33.3%
J.T. Realmuto RHB,,+800,10,4.00,10,0,0,97.8,248.5,1,1,-,-,10.0%,90.0%,40.0%,75.4,53.8%,53.8%,46.2%,92.9%,30.0%,10.0%,0.0%,20.0%,70.0%,40.0%,40.0%,20.0%,50.0%
Kyle Schwarber LHB,,+196,25,4.40,10,0,1,101.2,261.1,3,1,-,-,30.0%,90.0%,30.0%,78.1,75.0%,66.7%,33.3%,100.0%,80.0%,50.0%,0.0%,30.0%,10.0%,40.0%,40.0%,20.0%,33.3%
Alec Bohm RHB,,+680,14,4.20,10,0,0,94.4,300.9,2,0,-,-,-,40.0%,20.0%,70.2,-,64.3%,14.3%,93.3%,40.0%,30.0%,0.0%,10.0%,60.0%,10.0%,30.0%,60.0%,50.0%
Garrett Stubbs LHB,—,N/A,3,2.80,10,0,0,77.8,270.3,4,0,-,-,10.0%,30.0%,30.0%,66.1,-,46.2%,-,92.9%,50.0%,30.0%,0.0%,20.0%,30.0%,10.0%,50.0%,40.0%,0.0%
Bryan De La Cruz RHB,—,N/A,-,2.60,3,0,0,90.7,78.7,0,0,-,-,-,33.3%,-,68.4,20.0%,40.0%,20.0%,100.0%,-,-,-,-,66.7%,33.3%,-,66.7%,0.0%
