Matchup,CLE @ NYY
Pitcher,Gerrit Cole
Pitcher Team,NYY
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,12.2,45,0.143,0.179,0.190,0.048,0.71,0,-,6.7%,27.0%,26.7%,31.6%,13.2%,8.53,75.6%,3.3%,-,20.0%,26.7%,-,23.3%
vsLHB,6.1,24,0.136,0.182,0.182,0.045,0.79,0,-,8.3%,30.8%,29.2%,31.8%,14.6%,9.95,70.8%,3.7%,-,13.3%,13.3%,-,33.3%
vsRHB,6.0,21,0.150,0.176,0.200,0.050,0.67,0,-,4.8%,22.9%,23.8%,31.2%,11.6%,7.50,81.0%,2.9%,-,26.7%,40.0%,-,13.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Travis Bazzana LHB,+890,16,4.40,1,1,0.400,0.375,0.867,0.467,0.504,-,23.1%,18.8%,12.5%,93.0,7.7%,7.7%,30.8%,53.8%,46.2%,72.5,13.6%,36.4%,9.1%,91.7%,30.8%,25.0%,23.1%,30.8%,46.2%,46.2%,7.7%,35.7%
Patrick Bailey SHB,+1000,15,3.00,1,3,0.200,0.200,0.467,0.267,0.284,-,25.0%,33.3%,13.6%,91.3,20.0%,10.0%,10.0%,40.0%,30.0%,73.9,50.0%,21.4%,14.3%,87.5%,50.0%,20.0%,10.0%,30.0%,40.0%,30.0%,30.0%,57.1%
Rhys Hoskins RHB,N/A,21,3.00,0,0,0.167,0.286,0.278,0.111,0.256,14.3%,22.9%,23.8%,11.8%,81.7,15.4%,7.7%,23.1%,23.1%,15.4%,73.1,30.0%,23.3%,10.0%,85.7%,23.1%,0.0%,15.4%,30.8%,46.2%,38.5%,15.4%,40.0%
Austin Hedges RHB,N/A,20,3.60,0,0,0.200,0.400,0.200,-,0.296,25.0%,15.4%,10.0%,4.9%,87.9,-,-,15.4%,23.1%,30.8%,69.4,17.4%,34.8%,8.7%,92.0%,-,-,30.8%,53.8%,53.8%,38.5%,7.7%,21.1%
Kyle Manzardo LHB,+500,19,4.00,0,0,0.222,0.263,0.222,-,0.222,5.3%,46.9%,52.6%,22.4%,84.0,-,-,12.5%,50.0%,25.0%,69.8,-,14.8%,7.4%,84.4%,25.0%,0.0%,12.5%,62.5%,50.0%,50.0%,-,35.7%
Daniel Schneemann LHB,+760,16,3.60,0,0,0.067,0.125,0.067,-,0.096,6.2%,21.1%,31.2%,13.8%,85.3,-,-,10.0%,40.0%,50.0%,71.0,6.1%,18.2%,3.0%,86.8%,10.0%,0.0%,30.0%,50.0%,30.0%,50.0%,20.0%,46.2%
Steven Kwan LHB,+1540,16,4.00,0,0,0.308,0.375,0.308,-,0.304,12.5%,0.0%,-,-,83.0,-,-,28.6%,7.1%,50.0%,62.7,-,57.9%,-,86.4%,50.0%,0.0%,21.4%,14.3%,42.9%,28.6%,28.6%,22.7%
Chase DeLauter LHB,+557,15,4.40,0,0,0.143,0.200,0.143,-,0.162,6.7%,9.5%,6.7%,4.1%,88.6,-,-,15.4%,23.1%,30.8%,71.3,10.0%,40.0%,15.0%,95.2%,15.4%,0.0%,38.5%,38.5%,23.1%,46.2%,30.8%,31.2%
Brayan Rocchio SHB,+1060,14,3.80,0,1,0.417,0.500,0.500,0.083,0.443,7.1%,26.3%,28.6%,10.2%,93.2,-,-,25.0%,50.0%,37.5%,71.5,5.9%,29.4%,17.6%,94.4%,12.5%,0.0%,37.5%,37.5%,50.0%,25.0%,25.0%,27.3%
Jose Ramirez SHB,+491,13,4.40,0,0,0.091,0.154,0.182,0.091,0.148,7.7%,12.1%,7.7%,6.2%,88.6,-,-,18.2%,36.4%,45.5%,69.2,-,25.8%,3.2%,93.9%,45.5%,0.0%,27.3%,18.2%,27.3%,27.3%,45.5%,42.1%
Angel Martinez SHB,+559,13,3.80,0,0,-,-,-,-,-,-,25.0%,30.8%,17.1%,73.3,-,-,11.1%,11.1%,33.3%,70.6,8.7%,17.4%,4.3%,82.1%,33.3%,0.0%,22.2%,33.3%,22.2%,66.7%,11.1%,57.1%
David Fry RHB,N/A,11,2.40,0,0,0.400,0.455,0.500,0.100,0.417,9.1%,22.7%,9.1%,10.0%,88.5,-,-,22.2%,33.3%,22.2%,71.3,15.0%,25.0%,10.0%,90.9%,11.1%,0.0%,22.2%,55.6%,77.8%,11.1%,11.1%,14.3%
Stuart Fairchild RHB,N/A,1,2.50,0,0,-,-,-,-,-,-,100.0%,100.0%,100.0%,-,-,-,-,-,-,69.1,-,-,-,100.0%,-,-,-,-,-,-,-,-
