Matchup,KC @ BOS
Pitcher,Randy Dobnak
Pitcher Team,KC
Opposing Team,BOS

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,8.1,1.08,="6-29",.207,.414,0.207,2,0,0,2,21.2,3,.303,.717
Batting Second,8.2,1.15,="8-31",.258,.290,0.032,0,1,0,0,12.1,2,.303,.593
Batting Third,7.2,1.30,="7-28",.250,.250,0.000,0,0,0,1,12.5,3,.323,.573
Batting Fourth,7.0,1.14,="5-26",.192,.192,0.000,0,0,0,0,10.3,3,.276,.468
Batting Fifth,5.2,2.47,="11-26",.423,.500,0.077,0,2,0,2,16.7,3,.467,.967
Batting Sixth,6.1,1.58,="7-26",.269,.423,0.154,1,1,0,3,13.8,3,.345,.768
Batting Seventh,7.2,0.78,="4-26",.154,.423,0.269,2,1,0,5,31.0,2,.207,.630
Batting Eighth,6.1,1.42,="8-27",.296,.556,0.260,1,2,1,4,14.3,1,.321,.877
Batting Ninth,5.2,1.41,="5-22",.227,.318,0.091,0,2,0,0,12.0,3,.320,.638

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Jahmai Jones RHB,Batting First ​,="13-41",.317,.610,0.293,2,4,1,6,26.1,4,.391,1.001
Anthony Seigler SHB,Batting First ​,="16-85",.188,.318,0.130,2,5,0,6,20.0,7,.255,.573
Jarren Duran LHB,Batting First ​,="39-184",.212,.402,0.190,9,4,2,25,29.5,12,.265,.667
Nate Eaton RHB,Batting First ​,="3-17",.176,.294,0.118,0,2,0,3,25.0,2,.300,.594
Nick Sogard SHB,Batting First ​,="18-82",.220,.305,0.085,1,4,0,6,20.0,15,.337,.642
Roman Anthony LHB,Batting First ​,="31-137",.226,.358,0.132,3,5,2,7,28.9,21,.333,.691
Mickey Gasper SHB,Batting Second ​,="16-65",.246,.446,0.200,4,1,0,6,22.1,7,.342,.788
Adley Rutschman SHB,Batting Third ​,="48-204",.235,.466,0.231,11,12,1,44,17.9,25,.315,.781
Wilyer Abreu LHB,Batting Third ​,="94-392",.240,.446,0.206,18,21,3,54,20.6,47,.321,.767
Trevor Story RHB,Batting Fourth ​,="14-59",.237,.322,0.085,1,2,0,5,40.3,2,.274,.596
Caleb Durbin RHB,Batting Sixth ​,="53-218",.243,.372,0.129,6,8,1,30,14.8,27,.343,.715
Andruw Monasterio RHB,Batting Eighth ​,="25-92",.272,.359,0.087,1,5,0,12,19.4,8,.320,.679
Isiah Kiner-Falefa RHB,Batting Ninth ​,="12-54",.222,.296,0.074,1,1,0,9,13.8,4,.276,.572
Connor Wong RHB,Batting Ninth ​,="28-111",.252,.387,0.135,3,6,0,10,22.8,7,.314,.701
