HR Split,Overall
Dates,="7/29/2026"
Games,16

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:40 PM,Joe Ryan,vs,1.48,1.20,0.62,1.91,12.3%,23.5%,40.7%,30.6%,8.0%,1279
2,9:38 PM,Hayden Wesneski,@,1.22,0.06,1.63,1.99,10.5%,15.4%,42.1%,27.4%,10.0%,131
3,1:05 PM,Zack Littell,vs,1.14,0.82,0.64,1.79,10.6%,19.6%,41.6%,30.6%,7.7%,1312
4,10:10 PM,Eric Lauer,vs,1.05,-0.04,1.16,1.78,11.1%,17.2%,33.4%,34.6%,7.5%,931
5,1:10 PM,Sean Manaea,vs,1.00,-0.02,1.12,1.67,9.5%,20.0%,41.4%,30.7%,8.4%,761
6,9:38 PM,Grayson Rodriguez,vs,0.95,0.45,1.03,1.42,10.6%,15.8%,55.8%,29.0%,8.1%,286
7,6:40 PM,MacKenzie Gore,@,0.89,0.15,0.96,1.58,9.9%,22.2%,41.9%,24.5%,8.8%,1291
8,7:40 PM,Cam Schlittler,@,0.56,0.41,0.34,1.25,10.2%,17.6%,40.6%,29.0%,7.9%,994
9,7:10 PM,Brady Singer,vs,0.52,0.64,-0.42,1.42,8.4%,18.5%,41.9%,27.6%,6.4%,1295
10,1:05 PM,Trey Yesavage,@,0.42,0.10,0.47,1.37,9.0%,17.9%,37.8%,28.6%,5.5%,628
11,1:10 PM,AJ Smith-Shawver,@,0.34,0.41,0.10,0.82,12.5%,10.3%,50.8%,30.5%,7.3%,191
12,12:35 PM,Eduardo Rodriguez,@,0.26,0.43,0.08,1.18,11.1%,12.5%,35.8%,30.2%,5.3%,1315
13,7:10 PM,Christian Scott,vs,0.16,0.43,-0.76,1.10,8.3%,17.9%,36.3%,28.6%,6.6%,364
14,7:45 PM,Matthew Boyd,@,0.13,-0.18,0.25,1.06,9.4%,14.2%,37.5%,27.0%,7.8%,1134
15,6:40 PM,Casey Legumina,vs,0.06,0.47,-0.55,1.07,7.1%,12.8%,40.6%,29.0%,8.4%,437
16,10:10 PM,Emerson Hancock,@,0.03,0.34,-0.49,0.98,7.5%,13.0%,41.6%,29.2%,8.4%,918
17,12:35 PM,Jared Jones,vs,-0.22,0.02,-0.42,0.91,7.3%,16.9%,35.2%,22.7%,7.3%,278
18,12:10 PM,Ryan Gusto,vs,-0.26,0.32,-0.79,0.85,7.2%,9.3%,41.5%,27.0%,8.0%,656
19,7:40 PM,Randy Dobnak,@,-0.29,-0.61,0.87,1.04,5.0%,22.4%,41.9%,15.4%,4.8%,179
20,3:45 PM,Logan Webb,vs,-0.46,-0.36,-0.29,0.91,6.3%,15.9%,36.5%,20.4%,5.0%,1443
21,3:45 PM,Shane Drohan,@,-0.47,-0.51,-0.11,0.63,8.7%,5.5%,39.2%,29.5%,6.7%,466
22,9:40 PM,Jacob Lopez,vs,-0.54,-0.75,-0.19,0.84,5.1%,7.9%,31.3%,32.9%,7.1%,773
23,7:10 PM,Chris Sale,@,-0.59,-1.03,-0.06,0.68,5.9%,11.3%,35.4%,26.5%,7.4%,1070
24,1:10 PM,Tarik Skubal,vs,-0.61,0.16,-0.58,0.78,6.0%,16.0%,26.3%,22.2%,7.5%,1287
25,7:10 PM,Joey Cantillo,@,-0.65,-0.38,-0.41,0.75,4.7%,13.6%,37.6%,20.9%,7.2%,1002
26,1:10 PM,Trevor Rogers,@,-0.70,-1.09,-0.21,0.55,6.4%,8.6%,40.4%,22.3%,8.5%,980
27,12:10 PM,Jesus Luzardo,@,-0.75,-1.11,-0.28,0.71,4.5%,14.1%,33.4%,23.5%,5.8%,1414
28,7:45 PM,Dustin May,vs,-0.93,-0.49,-0.75,0.46,4.5%,6.3%,45.2%,22.8%,7.2%,1123
29,7:40 PM,Davis Martin,vs,-0.98,-0.62,-0.63,0.39,6.7%,5.2%,42.1%,19.9%,7.3%,1168
30,9:40 PM,Patrick Sandoval,@,-1.03,2.10,-1.59,0.64,2.1%,10.0%,31.9%,21.3%,9.3%,128
31,4:10 PM,Gabriel Hughes,@,-1.72,-1.31,-0.72,0.00,1.9%,0.0%,28.8%,30.8%,8.8%,154
32,4:10 PM,Griffin Canning,vs,0.58,0.95,-0.15,1.74,10.5%,20.0%,46.4%,24.9%,6.5%,278
