Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Denzer Guzman,RHB,LAA,Joey Cantillo,L,23.8,50.3,50.3,37.9,44.6
Derek Hill,RHB,PHI,Bryan Woo,R,22.3,38.1,35.8,50.9,39
Gary Sanchez,RHB,MIL,Robert Stock,R,47,37.5,32.5,44.7,38.8
Esmerlyn Valdez,RHB,PIT,Randy Vasquez,R,35.7,39.4,40.9,34.2,38.2
Jesus Sanchez,LHB,TOR,Randy Dobnak,R,30,49.6,3.8,64.3,37.6
Jake Burger,RHB,TEX,Sean Burke,R,57.2,26.1,38.5,43.6,37.3
Mickey Gasper,SHB,BOS,Ryan Gusto,R,40.9,27.8,30.6,54,36.5
Jonathan Aranda,LHB,TB,Troy Melton,R,30.7,41.7,16.3,53.7,36
Jac Caglianone,LHB,KC,Spencer Miles,R,50,28.9,31.2,45.9,35.9
Abimelec Ortiz,LHB,WSH,Tanner Gordon,R,13.4,24.6,39.4,56.3,35.8
Junior Caminero,RHB,TB,Troy Melton,R,26.2,30.3,34.2,47.9,35.5
Kyle Stowers,LHB,MIA,Sonny Gray,R,28,23.4,18.1,74.9,35.1
Gabriel Moreno,RHB,ARI,Matthew Boyd,L,15.8,34.5,34.5,42.9,34.7
Tyler Stephenson,RHB,CIN,Landen Roupp,R,31.8,34.7,31.9,36.5,34
CJ Abrams,LHB,WSH,Tanner Gordon,R,32,30.3,28.1,44.5,33.4
Francisco Lindor,SHB,NYM,Dustin May,R,21.6,41.9,18,43.2,33
Ben Rice,LHB,NYY,Peter Lambert,R,45.7,27.2,14.2,58.7,33
Daylen Lile,LHB,WSH,Tanner Gordon,R,25.5,26.7,18.3,61.2,32.7
Willi Castro,SHB,COL,Matt Waldron,R,31.6,40.1,24.7,31.8,32.6
Owen Caissie,LHB,MIA,Sonny Gray,R,41.8,37.4,8.3,48.8,32
Randy Arozarena,RHB,SEA,Jesus Luzardo,L,30.8,39,34,19.7,31.9
Liam Hicks,LHB,TB,Troy Melton,R,42.4,28.9,19,47.4,31.9
Kyle Schwarber,LHB,PHI,Bryan Woo,R,26.4,42.2,20.4,33.1,31.8
Carter Jensen,LHB,KC,Spencer Miles,R,34.2,32,41.5,18.6,31.7
Shohei Ohtani,LHB,LAD,AJ Smith-Shawver,R,28.9,33.2,31.7,29.1,31.3
A.J. Ewing,LHB,NYM,Dustin May,R,35.3,23.1,22.2,51.3,31.1
Brandon Lowe,LHB,PIT,Randy Vasquez,R,32.4,29.4,26.1,38.3,30.9
Josh Bell,SHB,MIN,J.T. Ginn,R,24.4,32.1,22.3,41.1,30.6
Nolan Gorman,LHB,STL,Kyle Bradish,R,21.7,38,17.9,39.2,30.6
Bobby Witt Jr.,RHB,KC,Spencer Miles,R,39.7,28.7,21.7,39.7,30.4
