Split,Season
Range,L10
Dates,="7/26/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
2:10 PM,Kyle Freeland,@,56.0,249,4.31,0.317,0.381,1.46,0.254,0.571,11,1.77,137,22.2%,19.3%,20.2%,11.5%,7.71,6,2.4%,67.9%,9.1%,194,45.9%,26,13.4%,33.5%,16.9%,17.0%
1:40 PM,Freddy Peralta,vs,48.2,229,4.93,0.306,0.387,1.68,0.233,0.539,9,1.66,111,25.8%,20.5%,16.5%,11.8%,8.69,19,8.3%,52.8%,5.5%,160,38.8%,9,5.6%,24.4%,20.5%,18.1%
2:10 PM,Jeffrey Springs,@,47.1,220,8.06,0.296,0.423,1.69,0.357,0.653,19,3.61,128,23.3%,17.7%,16.0%,11.0%,7.42,22,10.0%,51.6%,6.5%,159,37.1%,18,11.3%,34.0%,25.9%,20.1%
1:35 PM,Miles Mikolas,vs,51.1,214,5.20,0.294,0.342,1.29,0.196,0.490,10,1.75,100,12.2%,9.3%,9.5%,6.4%,3.51,6,2.8%,66.8%,7.3%,188,38.3%,11,5.9%,26.1%,20.4%,13.3%
7:20 PM,Will Warren,@,47.0,211,5.29,0.288,0.377,1.57,0.228,0.516,8,1.53,95,20.0%,16.6%,15.4%,9.0%,6.70,21,10.0%,66.2%,8.0%,153,39.9%,12,7.8%,24.2%,21.6%,22.9%
1:35 PM,Braxton Ashcraft,vs,55.0,235,3.92,0.276,0.336,1.31,0.184,0.461,10,1.64,100,26.3%,27.7%,22.5%,14.4%,10.64,12,5.1%,68.1%,6.6%,155,47.7%,12,7.7%,26.5%,24.4%,20.6%
2:10 PM,Connor Prielipp,vs,53.0,237,3.82,0.276,0.336,1.47,0.143,0.419,6,1.02,88,22.0%,23.6%,20.7%,10.2%,9.51,20,8.4%,62.8%,8.7%,157,38.2%,13,8.3%,24.2%,15.8%,14.0%
1:35 PM,Kevin Gausman,@,51.2,233,4.65,0.275,0.353,1.57,0.198,0.473,9,1.57,98,27.2%,24.0%,19.1%,13.0%,9.75,24,10.3%,60.7%,4.9%,152,45.4%,12,7.9%,26.3%,20.0%,17.8%
7:20 PM,Cristopher Sanchez,vs,59.2,254,3.49,0.273,0.315,1.26,0.153,0.426,9,1.36,103,31.5%,25.6%,23.0%,16.9%,9.80,9,3.5%,61.4%,6.6%,177,42.9%,15,8.5%,19.8%,25.7%,13.6%
1:40 PM,Janson Junk,vs,53.0,226,4.80,0.271,0.335,1.36,0.184,0.454,9,1.53,94,16.3%,17.3%,15.4%,7.9%,6.62,16,7.1%,63.7%,6.8%,170,41.2%,14,8.2%,23.5%,22.5%,18.8%
1:40 PM,Framber Valdez,vs,53.1,233,4.24,0.264,0.325,1.35,0.139,0.404,6,1.01,84,21.2%,18.5%,19.2%,10.0%,7.26,17,7.3%,59.2%,7.1%,167,38.3%,10,6.0%,19.8%,15.2%,15.6%
