Matchup,MIN @ HOU
Pitcher,Joe Ryan
Pitcher Team,MIN
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,224,0.219,0.262,0.333,0.114,1.02,6,0.98,4.5%,27.2%,30.8%,22.5%,13.5%,11.29,65.8%,7.8%,10.6%,47.2%,28.2%,15.0%,18.3%
vsLHB,35.2,142,0.189,0.241,0.295,0.106,0.90,4,1.01,4.9%,24.0%,31.7%,24.2%,11.9%,11.36,67.1%,7.4%,10.3%,52.9%,28.7%,16.0%,20.7%
vsRHB,19.1,82,0.269,0.299,0.397,0.128,1.24,2,0.93,3.7%,32.2%,29.3%,19.8%,16.2%,11.17,63.4%,8.4%,10.9%,38.2%,27.3%,13.3%,14.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Cam Smith RHB,,+700,27,27,3.20,3,3,0.240,0.259,0.600,0.360,0.356,3.7%,14.0%,14.8%,6.9%,90.6,322.9,7,5,14.3%,9.5%,19.0%,47.6%,33.3%,77.8,80.9%,21.3%,17.0%,95.9%,47.6%,28.6%,50.0%,19.0%,47.6%,38.1%,47.6%,14.3%,41.7%
Jeremy Pena RHB,—,N/A,20,27,4.60,2,2,0.417,0.481,0.708,0.292,0.505,11.1%,27.6%,25.9%,15.8%,91.3,237.2,3,2,-,-,29.4%,47.1%,52.9%,71.6,13.5%,23.1%,11.5%,89.7%,70.5%,17.6%,33.3%,52.9%,23.5%,41.2%,35.3%,23.5%,50.0%
Taylor Trammell LHB,,+600,15,12,2.60,2,3,0.182,0.250,0.727,0.545,0.404,8.3%,25.0%,25.0%,11.8%,97.7,344.8,5,4,37.5%,25.0%,37.5%,62.5%,37.5%,77.2,78.3%,21.7%,17.4%,95.8%,87.5%,75.0%,33.3%,12.5%,12.5%,37.5%,37.5%,25.0%,35.7%
Jose Altuve RHB,,+560,21,30,4.20,1,2,0.241,0.267,0.414,0.172,0.295,3.3%,24.1%,23.3%,12.9%,83.6,234.9,3,1,9.1%,4.5%,13.6%,22.7%,36.4%,67.4,2.0%,24.0%,6.0%,92.6%,45.5%,18.2%,25.0%,27.3%,50.0%,45.5%,40.9%,13.6%,44.8%
Isaac Paredes RHB,,+540,25,28,4.20,1,1,0.375,0.429,0.583,0.208,0.426,10.7%,17.6%,10.7%,7.8%,88.1,259.1,8,3,4.5%,4.5%,13.6%,27.3%,36.4%,67.9,4.4%,35.6%,6.7%,91.8%,59.1%,36.4%,12.5%,22.7%,27.3%,18.2%,68.2%,13.6%,25.9%
Jake Meyers RHB,—,N/A,20,22,2.80,1,1,0.158,0.273,0.316,0.158,0.265,13.6%,13.9%,18.2%,6.2%,87.9,291.6,5,1,6.7%,-,-,33.3%,20.0%,66.5,-,33.3%,12.1%,94.3%,53.3%,40.0%,16.7%,13.3%,40.0%,13.3%,60.0%,26.7%,40.0%
Christian Walker RHB,,+390,27,25,4.40,0,0,0.130,0.200,0.174,0.043,0.174,8.0%,24.5%,28.0%,11.7%,83.8,268.3,4,2,-,-,25.0%,31.2%,25.0%,73.4,28.6%,14.3%,8.2%,92.5%,62.5%,37.5%,0.0%,25.0%,31.2%,43.8%,6.2%,50.0%,20.8%
Nick Allen RHB,,+1520,8,23,2.40,0,0,0.143,0.217,0.143,-,0.173,8.7%,37.5%,30.4%,17.5%,67.3,208.3,1,1,-,-,14.3%,14.3%,14.3%,68.5,2.5%,5.0%,2.5%,85.1%,28.6%,28.6%,0.0%,-,21.4%,28.6%,42.9%,28.6%,29.2%
Yainer Diaz RHB,,+750,20,22,4.20,0,0,0.286,0.318,0.381,0.095,0.307,4.5%,13.2%,13.6%,7.0%,87.9,265.4,3,2,5.6%,-,27.8%,33.3%,44.4%,73.3,31.4%,28.6%,11.4%,92.1%,50.0%,16.7%,0.0%,33.3%,44.4%,55.6%,38.9%,5.6%,31.8%
Christian Vazquez RHB,—,N/A,13,21,2.80,0,0,0.158,0.238,0.158,-,0.189,9.5%,10.8%,4.8%,5.1%,83.5,244.3,2,0,-,-,-,22.2%,27.8%,66.4,-,43.8%,3.1%,86.5%,44.5%,27.8%,0.0%,16.7%,44.4%,11.1%,27.8%,61.1%,22.2%
Yordan Alvarez LHB,,+240,39,21,4.20,0,2,0.111,0.238,0.167,0.056,0.196,14.3%,26.5%,33.3%,11.1%,92.9,292.7,5,3,18.2%,-,-,45.5%,27.3%,75.9,61.8%,23.5%,8.8%,100.0%,81.8%,72.7%,0.0%,9.1%,9.1%,9.1%,36.4%,54.5%,52.6%
Joey Loperfido LHB,,+930,14,15,2.80,0,2,0.333,0.467,0.667,0.333,0.466,20.0%,17.2%,13.3%,8.6%,89.4,292.2,3,2,20.0%,-,-,50.0%,60.0%,70.1,8.7%,21.7%,17.4%,82.1%,60.0%,30.0%,0.0%,30.0%,40.0%,30.0%,50.0%,20.0%,62.5%
Brice Matthews RHB,—,N/A,24,14,2.40,0,0,0.231,0.286,0.308,0.077,0.264,7.1%,40.0%,35.7%,15.9%,76.9,325.3,2,2,25.0%,-,12.5%,50.0%,62.5%,72.6,26.3%,26.3%,21.1%,82.6%,37.5%,-,-,37.5%,50.0%,37.5%,37.5%,25.0%,31.2%
