Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Justin Foscue,RHB,TEX,Jake Bennett,L,32.6,44.8,24.3,61.9,41.7
Oneil Cruz,LHB,PIT,Logan Henderson,R,32.2,49.4,30.9,46.3,41.4
Yordan Alvarez,LHB,HOU,Daniel Lynch IV,L,52.4,29.2,47.4,39.5,39.6
Jackson Merrill,LHB,SD,Mason Adams,R,24.3,37.3,32.3,47.7,37.1
Willson Contreras,RHB,BOS,MacKenzie Gore,L,51.8,39,23.5,41.3,36.2
Tim Tawa,RHB,ARI,Ryan Gusto,R,63.2,32.5,21.7,47,36
Angel Martinez,SHB,CLE,Anthony Kay,L,20.5,31.4,40.7,41,35.5
Luis Lara,SHB,MIL,Jared Jones,R,18.4,34.3,25.1,54.1,34.9
Francisco Lindor,SHB,NYM,Chris Bassitt,R,27.6,43.7,28.5,32.9,34.8
Pete Alonso,RHB,BAL,Robert Stock,R,46.5,21.2,31.2,47.5,33.3
Jeremy Pena,RHB,HOU,Daniel Lynch IV,L,34.3,28.8,24,49.4,33.1
Spencer Torkelson,RHB,DET,Max Scherzer,R,35.1,31.6,23.7,41.7,32.1
Sean Keys,LHB,TOR,Keider Montero,R,53.5,28.9,29.7,30.5,32
Christian Walker,RHB,HOU,Daniel Lynch IV,L,28.7,32.4,15,52.6,31.9
Michael Conforto,LHB,CHC,JR Ritchie,R,38.4,26.8,20.8,48.8,31.7
Lars Nootbaar,LHB,ARI,Ryan Gusto,R,36,20.4,19.3,60.8,31.7
Bo Naylor,LHB,MIL,Jared Jones,R,30.7,42.6,8.1,44.8,31.6
Kody Clemens,LHB,MIN,Carlos Rodon,L,23.7,33.3,26.2,38,31.4
Jesus Sanchez,LHB,ARI,Ryan Gusto,R,29.7,46,9.2,35.7,30.8
Hunter Goodman,RHB,COL,Robbie Ray,L,23.8,32.9,36.4,22.6,30.5
Brandon Lowe,LHB,PIT,Logan Henderson,R,41.7,32.9,19.8,34.6,30.3
Kyle Schwarber,LHB,PHI,Jared Simpson,L,32.9,20,27,46.9,30.1
Christian Yelich,LHB,MIL,Jared Jones,R,26.7,18.6,18.6,61.1,30
Bryce Eldridge,LHB,SF,Matthew Liberatore,L,43.7,23.3,19.3,46.8,30
Nelson Velazquez,RHB,HOU,Daniel Lynch IV,L,41,23.9,19,47.5,30
Jose Fernandez,RHB,ARI,Ryan Gusto,R,60.9,17.9,24.2,40.8,29.8
Junior Caminero,RHB,TB,Brady Basso,L,20.4,40.6,11.3,40.1,29.7
Juan Soto,LHB,NYM,Chris Bassitt,R,25.9,33.2,14.4,44,29.5
Julio Rodriguez,RHB,SEA,Yusei Kikuchi,L,35.4,17.5,17.5,58.3,29.5
Josh Smith,LHB,TOR,Keider Montero,R,39.7,29.4,10.9,47.5,29.4
Cam Smith,RHB,HOU,Daniel Lynch IV,L,11.3,31.9,32.5,29.4,29.4
Coby Mayo,RHB,BAL,Robert Stock,R,49.6,21.2,21.2,42.3,29.3
Dylan Beavers,LHB,BAL,Robert Stock,R,25.9,29.8,11.2,51.1,29.2
Max Muncy,LHB,LAD,Andrew Abbott,L,44.5,27.9,11.4,45.1,28.9
Lawrence Butler,LHB,ATH,Nick Martinez,R,29.3,27.9,26,32.7,28.7
Kazuma Okamoto,RHB,TOR,Keider Montero,R,32.2,29.7,22.3,33.1,28.6
Weston Wilson,RHB,SEA,Yusei Kikuchi,L,39.7,19.3,22.2,44,28.4
Vaughn Grissom,RHB,LAA,George Kirby,R,33.7,28,29.1,26.1,28.4
Shea Langeliers,RHB,ATH,Nick Martinez,R,58,21,16.2,38.6,27.7
Zack Gelof,RHB,ATH,Nick Martinez,R,33.9,29.4,24.8,26.2,27.7
Joshua Baez,RHB,STL,Anthony Molina,R,32.8,27.5,22.9,31.3,27.6
Aaron Judge,RHB,NYY,Zebby Matthews,R,45.9,33.3,20.6,20.6,27.6
Jared Triolo,RHB,PIT,Logan Henderson,R,50.2,16.9,14.3,49.6,27.6
Dillon Dingler,RHB,DET,Max Scherzer,R,38.1,25,16.9,39.3,27.5
Nolan Arenado,RHB,ARI,Ryan Gusto,R,28,23.8,18.8,41.9,27.2
Corbin Carroll,LHB,ARI,Ryan Gusto,R,21.9,18,21.8,48.7,27.2
Cal Raleigh,SHB,SEA,Yusei Kikuchi,L,26.5,30,15.7,37.1,27.1
Randy Arozarena,RHB,SEA,Yusei Kikuchi,L,29.5,22.1,28.1,31.7,27
Henry Davis,RHB,PIT,Logan Henderson,R,35.7,34.9,15.1,26.6,27
Brice Turang,LHB,MIL,Jared Jones,R,21.8,17.1,18.4,52.9,26.9
Ryan Jeffers,RHB,MIN,Carlos Rodon,L,24.4,36.1,9.9,35.6,26.9
Pete Crow-Armstrong,LHB,CHC,JR Ritchie,R,23.3,23.2,25.5,35.1,26.9
Isaac Paredes,RHB,HOU,Daniel Lynch IV,L,13.5,25.2,28.3,32.5,26.8
Edmundo Sosa,RHB,PHI,Jared Simpson,L,15.8,15.8,30.4,41.8,26.7
Zach Neto,RHB,LAA,George Kirby,R,43.4,20.3,26.1,29.5,26.6
Salvador Perez,RHB,KC,Cristian Javier,R,26.3,16.7,16.7,52.1,26.5
Jose Siri,RHB,LAA,George Kirby,R,37.6,24.8,20.6,31.4,26.5
Amed Rosario,RHB,NYY,Zebby Matthews,R,33.2,18.5,17.8,45.1,26.4
Francisco Alvarez,RHB,NYM,Chris Bassitt,R,41,22,11.1,44.9,26.4
Jordan Walker,RHB,STL,Anthony Molina,R,48.3,22.1,20.2,31.1,26.4
