HR Split,Overall
Dates,="7/25/2026"
Games,10

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:05 PM,Bryce Elder,@,1.49,0.56,2.02,2.51,9.3%,29.2%,41.6%,26.9%,7.0%,1249
2,7:10 PM,Ryan Feltner,@,1.29,1.41,0.52,2.12,10.5%,24.2%,37.4%,29.3%,8.0%,532
3,7:15 PM,Hunter Greene,@,0.86,0.15,1.21,1.63,8.5%,23.7%,43.7%,32.4%,8.9%,573
4,7:10 PM,Robert Gasser,vs,0.84,-0.40,0.86,1.96,8.6%,22.6%,33.1%,30.1%,9.0%,377
5,7:10 PM,Mike Paredes,vs,0.83,0.25,1.18,1.72,8.2%,18.7%,53.3%,28.3%,8.6%,244
6,6:40 PM,Shota Imanaga,@,0.52,0.98,0.15,1.73,9.5%,17.2%,34.9%,29.9%,5.6%,1176
7,7:15 PM,Nathan Eovaldi,vs,0.32,0.10,0.50,1.53,7.6%,21.2%,42.4%,25.6%,6.6%,1096
8,7:10 PM,Hunter Brown,@,-0.03,0.33,-0.27,1.45,6.4%,22.6%,38.5%,20.6%,6.8%,1019
9,7:10 PM,Sean Burke,vs,-0.10,-0.06,-0.17,1.05,8.2%,13.3%,35.1%,29.6%,8.4%,1172
10,6:10 PM,Tanner Bibee,@,-0.11,0.48,-0.91,1.38,7.1%,14.6%,33.9%,27.5%,7.6%,1384
11,6:05 PM,Ryan Weathers,@,-0.16,-0.08,-0.11,1.02,8.0%,15.9%,43.4%,21.0%,7.1%,703
12,6:10 PM,Nick Martinez,vs,-0.26,0.52,-0.99,1.11,7.7%,10.4%,33.7%,30.1%,7.6%,1254
13,7:15 PM,Bryan Woo,@,-0.34,-0.06,-0.43,0.99,6.8%,14.2%,40.4%,25.9%,7.5%,1322
14,7:05 PM,Brandon Young,vs,-0.37,0.22,-0.81,1.07,5.5%,13.0%,43.0%,28.6%,8.3%,769
15,7:10 PM,Brady Basso,@,-0.54,-1.06,-0.31,0.46,9.0%,5.3%,47.5%,21.5%,8.3%,130
16,6:05 PM,Tim Mayza,vs,-0.57,-1.14,0.24,0.61,8.0%,9.6%,50.2%,19.0%,6.3%,284
17,6:40 PM,Paul Skenes,vs,-0.72,-0.54,-0.39,0.74,6.3%,11.5%,39.5%,25.6%,6.8%,1312
18,7:15 PM,Yoshinobu Yamamoto,@,-0.74,-0.39,-0.67,0.86,6.1%,13.1%,33.2%,25.3%,7.0%,1415
19,7:15 PM,Nolan McLean,vs,-0.75,-0.74,-0.39,0.70,7.4%,12.1%,35.6%,20.4%,6.7%,782
20,7:15 PM,Andre Pallante,vs,-1.24,-0.60,-1.29,0.66,5.6%,9.0%,33.9%,15.7%,7.1%,1282
21,6:05 PM,Brian Keller,vs,-0.57,-1.14,0.24,0.61,8.0%,9.6%,50.2%,19.0%,6.3%,284
22,7:10 PM,Connor Prielipp,vs,0.83,0.25,1.18,1.72,8.2%,18.7%,53.3%,28.3%,8.6%,244
23,7:10 PM,Mason Barnett,@,1.05,1.35,0.85,2.11,10.5%,20.0%,43.9%,35.1%,5.7%,90
