Matchup,LAD @ ARI
Pitcher,Eduardo Rodriguez
Pitcher Team,ARI
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.1,272,0.223,0.283,0.348,0.126,1.21,5,0.68,9.2%,19.2%,18.0%,18.3%,8.8%,6.65,60.4%,5.8%,7.6%,35.9%,26.3%,7.7%,17.2%
vsLHB,17.2,69,0.231,0.268,0.338,0.108,1.08,1,0.51,5.8%,17.2%,18.8%,18.3%,7.4%,6.62,57.1%,6.7%,9.6%,40.4%,28.8%,6.7%,15.4%
vsRHB,48.2,203,0.220,0.288,0.352,0.132,1.25,4,0.74,10.3%,19.8%,17.7%,18.3%,9.4%,6.66,61.6%,5.4%,6.8%,34.2%,25.3%,8.1%,17.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mookie Betts RHB,+690,12,4.20,2,2,0.364,0.417,1.000,0.636,0.584,8.3%,11.1%,8.3%,5.3%,93.3,20.0%,10.0%,30.0%,40.0%,60.0%,68.2,4.3%,30.4%,8.7%,95.8%,60.0%,33.3%,30.0%,10.0%,40.0%,30.0%,30.0%,21.4%
Andy Pages RHB,+547,16,4.60,1,1,0.267,0.312,0.600,0.333,0.386,6.2%,26.9%,25.0%,12.3%,86.5,18.2%,9.1%,18.2%,45.5%,54.5%,73.6,40.9%,22.7%,18.2%,88.0%,27.3%,33.3%,36.4%,27.3%,27.3%,63.6%,9.1%,29.4%
Santiago Espinal RHB,+1100,13,2.60,1,1,0.182,0.231,0.455,0.273,0.280,7.7%,20.0%,15.4%,7.5%,80.9,10.0%,10.0%,20.0%,30.0%,50.0%,68.8,6.2%,37.5%,12.5%,84.2%,60.0%,16.7%,10.0%,10.0%,20.0%,40.0%,40.0%,9.1%
Freddie Freeman LHB,+650,15,4.40,0,1,0.455,0.600,0.636,0.182,0.520,26.7%,36.0%,26.7%,15.8%,83.7,14.3%,14.3%,14.3%,28.6%,28.6%,69.7,-,14.3%,9.5%,84.0%,14.3%,0.0%,28.6%,57.1%,28.6%,28.6%,42.9%,42.9%
Kyle Tucker LHB,+770,15,4.00,0,0,0.333,0.467,0.667,0.333,0.466,20.0%,21.9%,6.7%,11.9%,87.6,-,-,27.3%,36.4%,27.3%,71.1,25.8%,19.4%,12.9%,96.9%,18.2%,0.0%,18.2%,63.6%,54.5%,18.2%,27.3%,46.2%
Will Smith RHB,+640,15,3.80,0,0,0.077,0.200,0.077,-,0.146,13.3%,26.1%,26.7%,11.1%,95.3,-,-,22.2%,55.6%,33.3%,71.2,18.2%,40.9%,13.6%,95.7%,55.6%,0.0%,33.3%,11.1%,22.2%,66.7%,11.1%,9.1%
Max Muncy LHB,+410,11,3.20,0,0,-,0.182,-,-,0.124,9.1%,31.8%,9.1%,15.9%,87.9,12.5%,-,25.0%,37.5%,25.0%,70.7,5.3%,15.8%,15.8%,90.5%,25.0%,0.0%,12.5%,62.5%,62.5%,25.0%,12.5%,50.0%
Alex Call RHB,+1360,11,2.80,0,0,0.600,0.545,0.800,0.200,0.555,-,9.1%,-,5.7%,85.7,-,-,9.1%,18.2%,18.2%,67.6,-,36.8%,-,90.5%,18.2%,0.0%,18.2%,45.5%,27.3%,45.5%,27.3%,37.5%
Shohei Ohtani LHB,+346,8,4.20,0,0,0.167,0.250,0.167,-,0.201,-,46.2%,50.0%,17.6%,96.4,-,-,-,66.7%,-,74.4,41.7%,8.3%,8.3%,100.0%,33.3%,0.0%,-,66.7%,33.3%,33.3%,33.3%,41.7%
Miguel Rojas RHB,+1180,8,2.80,0,0,0.250,0.250,0.250,-,0.222,-,5.0%,-,2.6%,81.2,-,-,12.5%,25.0%,62.5%,67.3,5.0%,25.0%,10.0%,100.0%,25.0%,0.0%,37.5%,37.5%,25.0%,62.5%,12.5%,30.0%
Dalton Rushing LHB,N/A,8,3.00,0,0,-,0.125,-,-,0.081,12.5%,41.7%,50.0%,17.9%,73.2,-,-,-,33.3%,33.3%,70.8,12.5%,12.5%,12.5%,66.7%,-,-,33.3%,33.3%,33.3%,33.3%,33.3%,25.0%
Alex Freeland SHB,+474,3,3.20,0,0,-,-,-,-,-,-,36.4%,33.3%,11.1%,84.7,-,-,-,-,50.0%,68.5,-,11.1%,-,81.8%,-,-,-,100.0%,-,100.0%,-,37.5%
