Matchup,TOR @ ATL
Pitcher,Grant Holmes
Pitcher Team,ATL
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.0,244,0.234,0.321,0.431,0.197,1.33,11,1.74,10.2%,28.7%,21.7%,22.2%,14.0%,8.37,55.5%,6.8%,9.6%,44.6%,25.9%,25.6%,21.7%
vsLHB,32.2,140,0.228,0.326,0.439,0.211,1.35,7,1.93,11.4%,28.6%,24.3%,25.4%,13.7%,9.37,54.6%,6.6%,13.3%,51.1%,30.0%,25.9%,24.4%
vsRHB,24.0,104,0.242,0.315,0.421,0.179,1.33,4,1.50,8.7%,28.9%,18.3%,18.1%,14.4%,7.12,56.7%,7.2%,5.3%,36.8%,21.1%,25.0%,18.4%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ernie Clement RHB,+1140,18,4.00,2,2,0.556,0.556,0.944,0.389,0.650,-,9.7%,5.6%,6.2%,85.9,5.9%,5.9%,17.6%,23.5%,29.4%,67.6,-,43.3%,6.7%,96.8%,17.6%,66.7%,23.5%,52.9%,58.8%,29.4%,11.8%,68.4%
George Springer RHB,+540,23,4.20,1,1,0.174,0.174,0.391,0.217,0.240,-,31.4%,26.1%,15.1%,92.2,5.9%,5.9%,5.9%,52.9%,35.3%,71.5,18.6%,27.9%,16.3%,86.0%,23.5%,25.0%,23.5%,52.9%,35.3%,41.2%,23.5%,32.0%
Andres Gimenez LHB,+1120,20,3.80,1,1,0.056,0.150,0.222,0.167,0.170,10.0%,34.2%,30.0%,17.1%,83.4,8.3%,8.3%,8.3%,8.3%,8.3%,68.6,-,24.2%,3.0%,89.2%,16.7%,50.0%,-,50.0%,50.0%,25.0%,25.0%,21.1%
Jesus Sanchez LHB,+650,20,2.00,1,2,0.400,0.400,0.750,0.350,0.492,-,30.8%,30.0%,18.8%,95.2,35.7%,14.3%,14.3%,64.3%,64.3%,73.8,47.1%,32.4%,23.5%,91.9%,42.9%,16.7%,28.6%,28.6%,35.7%,35.7%,28.6%,46.7%
Kazuma Okamoto RHB,+540,18,4.00,1,3,0.286,0.444,0.571,0.286,0.434,16.7%,33.3%,27.8%,14.5%,86.0,22.2%,-,22.2%,44.4%,22.2%,72.2,31.2%,9.4%,6.2%,88.9%,33.3%,33.3%,11.1%,44.4%,33.3%,33.3%,33.3%,16.7%
Tyler Heineman SHB,N/A,10,3.00,1,1,0.125,0.300,0.500,0.375,0.347,10.0%,11.5%,10.0%,6.1%,84.7,16.7%,16.7%,33.3%,16.7%,16.7%,66.1,-,12.5%,4.2%,92.3%,50.0%,33.3%,-,33.3%,66.7%,-,33.3%,14.3%
Vladimir Guerrero Jr. RHB,+525,25,4.40,0,0,0.273,0.360,0.364,0.091,0.325,8.0%,13.9%,4.0%,7.1%,91.6,4.8%,4.8%,14.3%,52.4%,23.8%,75.4,57.6%,36.4%,21.2%,91.7%,4.8%,0.0%,23.8%,57.1%,38.1%,23.8%,38.1%,37.5%
Nathan Lukes LHB,+1040,23,4.00,0,0,0.450,0.522,0.550,0.100,0.469,8.7%,16.7%,21.7%,7.1%,85.4,-,-,40.0%,46.7%,53.3%,67.2,7.1%,32.1%,10.7%,87.5%,20.0%,0.0%,46.7%,20.0%,40.0%,26.7%,33.3%,26.1%
Brandon Valenzuela SHB,+1020,19,3.80,0,0,0.118,0.211,0.118,-,0.162,10.5%,20.6%,15.8%,10.3%,83.2,-,-,14.3%,28.6%,35.7%,72.9,20.7%,24.1%,10.3%,85.3%,28.6%,0.0%,28.6%,28.6%,28.6%,42.9%,28.6%,47.6%
Daulton Varsho LHB,+640,19,4.00,0,1,0.118,0.211,0.176,0.059,0.182,10.5%,22.9%,31.6%,11.0%,87.5,-,-,27.3%,27.3%,27.3%,73.7,38.7%,16.1%,9.7%,91.2%,36.4%,0.0%,18.2%,36.4%,54.5%,18.2%,27.3%,23.1%
Yohendrick Pinango LHB,+920,12,2.80,0,0,0.545,0.583,0.636,0.091,0.531,8.3%,23.3%,25.0%,13.2%,93.0,12.5%,12.5%,25.0%,37.5%,50.0%,75.5,64.3%,17.9%,10.7%,93.3%,12.5%,0.0%,37.5%,37.5%,37.5%,50.0%,12.5%,25.0%
Myles Straw RHB,N/A,8,1.20,0,0,0.167,0.375,0.167,-,0.274,25.0%,7.1%,-,3.4%,77.1,-,-,-,-,16.7%,68.9,-,18.2%,-,84.6%,33.3%,0.0%,-,50.0%,16.7%,50.0%,33.3%,28.6%
Charles McAdoo RHB,N/A,2,4.00,0,0,-,-,-,-,-,-,0.0%,-,-,88.2,-,-,-,50.0%,-,69.2,-,50.0%,-,100.0%,-,-,-,100.0%,-,100.0%,-,0.0%
