Matchup,ATH @ SF
Pitcher,Jeffrey Springs
Pitcher Team,ATH
Opposing Team,SF

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jung Hoo Lee LHB,,+1100,16,18,4.00,1,2,0.471,0.500,0.765,0.294,0.541,5.6%,3.2%,5.6%,1.4%,88.9,285.8,5,3,6.2%,6.2%,50.0%,37.5%,50.0%,67.4,3.6%,39.3%,14.3%,90.3%,12.5%,50.0%,43.8%,43.8%,68.8%,25.0%,6.2%,16.7%
Rafael Devers LHB,,+480,19,17,4.00,1,3,0.176,0.176,0.353,0.176,0.228,-,20.5%,17.6%,10.4%,91.7,281.8,7,2,7.1%,-,28.6%,50.0%,42.9%,70.5,14.3%,42.9%,19.0%,84.0%,50.0%,14.3%,21.4%,14.3%,28.6%,28.6%,42.9%,11.8%
Bryce Eldridge LHB,,+498,14,17,4.20,1,2,0.188,0.235,0.438,0.250,0.289,5.9%,22.7%,29.4%,9.1%,83.3,317.4,2,1,9.1%,-,9.1%,36.4%,18.2%,73.1,38.9%,27.8%,16.7%,90.0%,27.3%,33.3%,-,72.7%,45.5%,27.3%,27.3%,23.5%
Victor Bericoto RHB,,+820,7,16,2.00,1,1,0.250,0.250,0.438,0.188,0.298,-,31.8%,43.8%,17.9%,93.3,293.4,2,1,11.1%,-,-,66.7%,22.2%,74.9,52.5%,17.5%,10.0%,90.9%,11.1%,100.0%,11.1%,66.7%,55.6%,11.1%,33.3%,25.0%
Matt Chapman RHB,,+470,23,15,4.00,1,2,0.231,0.333,0.462,0.231,0.345,13.3%,17.6%,20.0%,8.3%,97.1,260.7,3,2,10.0%,-,40.0%,60.0%,40.0%,77.1,69.6%,30.4%,17.4%,100.0%,30.0%,33.3%,40.0%,30.0%,60.0%,30.0%,10.0%,13.3%
Willy Adames RHB,,+487,12,15,4.00,1,1,0.071,0.133,0.286,0.214,0.183,6.7%,44.4%,40.0%,22.2%,84.4,252.5,2,1,-,-,25.0%,12.5%,12.5%,73.3,36.8%,15.8%,5.3%,100.0%,37.5%,33.3%,-,37.5%,62.5%,25.0%,12.5%,33.3%
Luis Arraez LHB,—,N/A,1,18,4.20,0,0,0.294,0.333,0.412,0.118,0.324,5.6%,15.2%,5.6%,8.1%,78.7,221.2,1,0,-,-,-,12.5%,25.0%,63.9,-,33.3%,3.7%,84.4%,6.2%,0.0%,18.8%,56.2%,31.2%,37.5%,31.2%,27.8%
Casey Schmitt RHB,,+434,24,18,4.00,0,0,0.353,0.333,0.353,-,0.297,-,12.5%,16.7%,7.8%,91.2,231.9,4,1,-,-,20.0%,53.3%,80.0%,73.0,31.6%,23.7%,13.2%,100.0%,6.7%,0.0%,73.3%,13.3%,20.0%,66.7%,13.3%,50.0%
Eric Haase RHB,—,N/A,2,17,3.40,0,1,0.200,0.294,0.333,0.133,0.278,11.8%,28.6%,35.3%,13.6%,82.0,251.4,1,1,11.1%,-,-,11.1%,44.4%,72.0,20.0%,12.0%,4.0%,89.3%,-,-,22.2%,66.7%,44.4%,33.3%,22.2%,29.4%
Daniel Susac RHB,,+960,5,16,3.80,0,0,0.267,0.312,0.267,-,0.263,6.2%,18.2%,12.5%,9.5%,88.9,276.6,4,1,-,-,23.1%,38.5%,46.2%,69.2,6.1%,27.3%,12.1%,100.0%,15.4%,0.0%,38.5%,46.2%,53.8%,38.5%,7.7%,25.0%
Jonah Cox RHB,,+850,5,13,2.40,0,0,0.308,0.308,0.462,0.154,0.330,-,53.8%,61.5%,29.8%,74.9,247.9,1,0,-,-,-,40.0%,40.0%,68.2,-,13.0%,4.3%,88.5%,40.0%,0.0%,20.0%,20.0%,20.0%,20.0%,60.0%,30.8%
Drew Gilbert LHB,—,N/A,6,13,3.20,0,0,-,0.077,-,-,0.050,7.7%,36.4%,38.5%,15.4%,76.3,183.2,0,0,-,-,-,14.3%,-,69.1,7.1%,28.6%,-,66.7%,14.3%,0.0%,-,57.1%,28.6%,57.1%,14.3%,42.9%
Buddy Kennedy RHB,—,N/A,4,6,1.40,0,0,-,0.167,-,-,0.108,16.7%,22.2%,33.3%,11.1%,90.3,219.9,1,0,-,-,-,33.3%,33.3%,71.5,6.2%,12.5%,-,88.9%,-,-,33.3%,-,-,66.7%,33.3%,16.7%
