Matchup,MIL @ HOU
Pitcher,Peter Lambert
Pitcher Team,HOU
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,40.1,168,0.200,0.271,0.283,0.083,1.17,2,0.45,10.7%,27.2%,23.2%,18.8%,13.1%,8.70,60.7%,6.5%,5.7%,40.6%,27.4%,6.9%,11.3%
vsLHB,25.2,106,0.138,0.226,0.161,0.023,1.09,0,-,15.1%,32.6%,25.5%,21.3%,14.7%,9.47,55.7%,6.3%,3.3%,35.0%,28.3%,-,11.7%
vsRHB,14.2,62,0.293,0.346,0.466,0.172,1.30,2,1.23,3.2%,19.2%,19.4%,14.8%,10.2%,7.36,69.4%,6.9%,8.7%,47.8%,26.1%,16.7%,10.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Garrett Mitchell LHB,N/A,18,3.20,2,4,0.500,0.556,1.062,0.562,0.665,11.1%,31.2%,22.2%,14.3%,98.9,33.3%,8.3%,8.3%,66.7%,33.3%,78.2,88.9%,29.6%,22.2%,87.1%,33.3%,25.0%,25.0%,41.7%,41.7%,33.3%,25.0%,23.5%
Jake Bauers LHB,N/A,20,3.60,1,1,0.222,0.300,0.444,0.222,0.326,5.0%,29.6%,40.0%,10.8%,88.5,30.0%,20.0%,30.0%,50.0%,40.0%,77.8,88.0%,24.0%,16.0%,96.2%,30.0%,33.3%,30.0%,40.0%,50.0%,30.0%,20.0%,25.0%
Brice Turang LHB,N/A,17,4.00,1,1,0.214,0.353,0.429,0.214,0.343,17.6%,34.4%,29.4%,13.1%,88.9,-,-,11.1%,44.4%,22.2%,69.1,4.0%,28.0%,4.0%,80.6%,22.2%,50.0%,22.2%,55.6%,33.3%,33.3%,33.3%,36.8%
Christian Yelich LHB,N/A,15,4.20,1,1,0.333,0.333,0.733,0.400,0.453,-,36.7%,33.3%,15.9%,90.5,10.0%,10.0%,10.0%,40.0%,40.0%,72.8,33.3%,18.5%,7.4%,93.1%,40.0%,25.0%,20.0%,40.0%,50.0%,20.0%,30.0%,9.5%
William Contreras RHB,N/A,23,3.80,0,1,0.409,0.435,0.455,0.045,0.393,4.3%,18.8%,13.0%,9.5%,94.6,15.8%,5.3%,5.3%,57.9%,31.6%,74.6,44.8%,51.7%,31.0%,90.6%,21.1%,0.0%,26.3%,52.6%,21.1%,57.9%,21.1%,28.6%
David Hamilton LHB,N/A,23,3.40,0,1,0.200,0.304,0.200,-,0.239,13.0%,12.5%,17.4%,4.8%,69.6,-,-,6.2%,18.8%,18.8%,69.7,7.4%,18.5%,7.4%,96.4%,25.0%,0.0%,6.2%,31.2%,31.2%,50.0%,18.8%,16.0%
Blake Perkins SHB,N/A,22,1.80,0,1,-,0.091,-,-,0.062,4.5%,38.9%,31.8%,16.9%,81.3,-,-,7.7%,30.8%,-,69.9,3.4%,24.1%,3.4%,87.9%,38.5%,0.0%,-,46.2%,30.8%,38.5%,30.8%,8.7%
Jackson Chourio RHB,N/A,22,4.20,0,2,0.286,0.318,0.429,0.143,0.324,4.5%,24.4%,27.3%,11.2%,96.2,26.7%,6.7%,13.3%,53.3%,46.7%,75.1,55.3%,31.6%,18.4%,92.7%,40.0%,0.0%,26.7%,26.7%,33.3%,33.3%,33.3%,21.7%
Luis Rengifo SHB,N/A,19,3.20,0,0,0.278,0.316,0.278,-,0.268,5.3%,23.1%,-,12.2%,83.3,5.6%,5.6%,16.7%,44.4%,22.2%,69.7,10.8%,32.4%,2.7%,97.4%,11.1%,0.0%,22.2%,61.1%,27.8%,33.3%,38.9%,42.1%
Gary Sanchez RHB,N/A,15,3.60,0,0,0.182,0.400,0.273,0.091,0.322,20.0%,26.3%,13.3%,8.9%,85.1,-,-,-,33.3%,11.1%,70.8,17.6%,35.3%,11.8%,89.5%,66.7%,0.0%,11.1%,22.2%,-,88.9%,11.1%,26.7%
Joey Ortiz RHB,N/A,15,3.60,0,0,0.222,0.467,0.333,0.111,0.360,33.3%,28.6%,6.7%,9.5%,88.3,-,-,-,44.4%,11.1%,73.1,28.6%,19.0%,19.0%,100.0%,33.3%,0.0%,11.1%,55.6%,33.3%,22.2%,44.4%,37.5%
Sal Frelick LHB,N/A,14,3.00,0,0,0.231,0.286,0.308,0.077,0.264,7.1%,9.5%,7.1%,3.7%,88.8,-,-,16.7%,33.3%,33.3%,68.2,-,50.0%,5.0%,95.2%,16.7%,0.0%,33.3%,50.0%,50.0%,41.7%,8.3%,16.7%
Andrew Vaughn RHB,N/A,12,3.40,0,0,0.364,0.417,0.455,0.091,0.382,8.3%,22.2%,8.3%,12.2%,91.4,-,-,10.0%,40.0%,40.0%,66.5,3.8%,38.5%,3.8%,96.3%,10.0%,0.0%,40.0%,50.0%,20.0%,30.0%,50.0%,38.9%
