Matchup,SD @ WSH
Pitcher,Lucas Giolito
Pitcher Team,SD
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,10.0,41,0.156,0.259,0.156,-,1.30,0,-,19.5%,18.8%,12.2%,11.6%,7.3%,4.50,58.5%,6.1%,-,33.3%,14.8%,-,25.9%
vsLHB,5.1,23,0.235,0.334,0.235,-,1.69,0,-,21.7%,11.4%,4.3%,4.0%,4.2%,1.69,56.5%,7.4%,-,37.5%,6.2%,-,31.2%
vsRHB,4.2,18,0.067,0.164,0.067,-,0.86,0,-,16.7%,27.6%,22.2%,22.2%,11.4%,7.71,61.1%,4.3%,-,27.3%,27.3%,-,18.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jacob Young RHB,+980,9,3.60,3,3,0.375,0.444,1.500,1.125,0.780,-,18.8%,11.1%,7.1%,97.4,28.6%,28.6%,42.9%,71.4%,42.9%,69.3,-,40.0%,26.7%,93.8%,57.1%,75.0%,-,28.6%,57.1%,28.6%,14.3%,25.0%
Drew Millas SHB,N/A,19,4.40,1,1,0.222,0.263,0.444,0.222,0.305,5.3%,30.3%,26.3%,13.9%,85.4,7.7%,-,7.7%,30.8%,15.4%,68.3,6.5%,16.1%,9.7%,96.9%,15.4%,50.0%,23.1%,38.5%,15.4%,30.8%,38.5%,30.0%
Luis Garcia Jr. LHB,+590,18,3.40,1,2,0.294,0.333,0.647,0.353,0.414,5.6%,25.0%,11.1%,14.9%,94.2,20.0%,13.3%,26.7%,60.0%,46.7%,72.6,27.0%,35.1%,13.5%,92.5%,13.3%,0.0%,40.0%,26.7%,46.7%,33.3%,20.0%,47.6%
Jorbit Vivas LHB,N/A,16,2.80,1,1,0.267,0.312,0.533,0.267,0.362,6.2%,12.5%,18.8%,6.7%,88.5,8.3%,-,25.0%,33.3%,25.0%,69.1,-,36.4%,13.6%,95.7%,33.3%,25.0%,25.0%,25.0%,25.0%,50.0%,25.0%,50.0%
CJ Abrams LHB,+540,13,4.00,1,1,0.600,0.692,1.100,0.500,0.712,23.1%,29.0%,7.7%,13.8%,93.1,11.1%,11.1%,33.3%,55.6%,33.3%,74.3,28.6%,21.4%,10.7%,90.3%,22.2%,50.0%,22.2%,44.4%,66.7%,22.2%,11.1%,31.2%
Dylan Crews RHB,+610,11,4.40,1,1,0.182,0.182,0.455,0.273,0.272,-,32.1%,36.4%,21.4%,93.4,14.3%,14.3%,14.3%,57.1%,28.6%,72.4,21.7%,17.4%,4.3%,85.2%,14.3%,100.0%,28.6%,42.9%,57.1%,14.3%,28.6%,50.0%
Keibert Ruiz SHB,+650,10,3.60,1,1,0.200,0.200,0.600,0.400,0.337,-,5.9%,-,3.1%,93.4,-,-,50.0%,50.0%,40.0%,68.7,-,56.2%,18.8%,94.1%,40.0%,25.0%,30.0%,30.0%,60.0%,30.0%,10.0%,50.0%
Daylen Lile LHB,+650,21,4.20,0,1,0.211,0.238,0.421,0.211,0.271,4.8%,26.5%,14.3%,18.6%,88.1,5.9%,5.9%,23.5%,41.2%,35.3%,71.0,10.4%,22.9%,6.2%,98.0%,29.4%,0.0%,23.5%,35.3%,52.9%,17.6%,29.4%,63.2%
Jose Tena LHB,N/A,14,2.20,0,0,-,0.214,-,-,0.139,21.4%,39.4%,28.6%,18.8%,86.4,-,-,-,42.9%,14.3%,73.5,33.3%,9.1%,9.1%,100.0%,14.3%,0.0%,14.3%,71.4%,28.6%,28.6%,42.9%,36.8%
Nasim Nuñez SHB,+1300,14,4.20,0,0,0.071,0.071,0.071,-,0.064,-,21.1%,14.3%,12.7%,74.5,-,-,8.3%,16.7%,33.3%,67.5,2.9%,11.4%,2.9%,94.6%,41.7%,0.0%,8.3%,33.3%,41.7%,41.7%,16.7%,57.9%
James Wood LHB,+350,12,4.40,0,1,0.667,0.750,0.667,-,0.607,25.0%,8.7%,8.3%,3.3%,96.0,-,-,12.5%,50.0%,50.0%,77.3,65.0%,25.0%,10.0%,87.0%,12.5%,0.0%,50.0%,25.0%,37.5%,37.5%,12.5%,25.0%
Curtis Mead RHB,+541,11,4.60,0,1,0.273,0.273,0.364,0.091,0.277,-,17.4%,9.1%,7.7%,89.8,10.0%,-,10.0%,40.0%,30.0%,72.1,14.3%,38.1%,14.3%,91.3%,50.0%,0.0%,20.0%,30.0%,20.0%,50.0%,30.0%,8.3%
