Matchup,DET @ PIT
Pitcher,Keider Montero
Pitcher Team,DET
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,128.2,515,0.207,0.258,0.338,0.132,0.99,13,0.91,5.6%,18.6%,16.7%,17.0%,9.0%,6.02,62.5%,8.4%,7.3%,37.7%,25.1%,13.1%,17.7%
vsLHB,70.0,286,0.209,0.264,0.342,0.133,1.09,8,1.03,7.3%,16.2%,14.3%,14.2%,7.7%,5.27,61.1%,7.8%,8.5%,38.6%,32.3%,11.1%,17.0%
vsRHB,58.2,229,0.204,0.252,0.333,0.130,0.89,5,0.77,3.5%,21.6%,19.7%,20.6%,10.7%,6.90,64.2%,9.2%,5.8%,36.6%,15.7%,18.5%,18.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Oneil Cruz LHB,,+375,41,4.40,10,2,2,92.8,293.5,4,2,20.0%,-,30.0%,40.0%,70.0%,77.1,69.2%,46.2%,23.1%,100.0%,100.0%,60.0%,33.3%,40.0%,-,30.0%,60.0%,10.0%,37.5%
Jared Triolo RHB,—,N/A,24,4.00,10,1,1,96.7,277.7,1,1,10.0%,-,-,70.0%,30.0%,69.6,-,50.0%,22.2%,94.7%,40.0%,20.0%,50.0%,20.0%,60.0%,30.0%,30.0%,40.0%,44.4%
Brandon Lowe LHB,,+334,34,4.40,10,1,1,91.8,287.8,3,2,20.0%,-,10.0%,50.0%,50.0%,72.7,35.7%,42.9%,21.4%,100.0%,70.0%,40.0%,25.0%,30.0%,30.0%,20.0%,50.0%,30.0%,28.6%
Esmerlyn Valdez RHB,,+470,34,4.60,10,0,0,85.2,234.4,0,0,-,-,20.0%,20.0%,40.0%,76.2,64.3%,7.1%,-,93.3%,40.0%,-,-,40.0%,60.0%,60.0%,30.0%,10.0%,33.3%
Jacob Gonzalez LHB,,+720,18,2.80,10,0,0,87.5,211.0,0,0,-,-,30.0%,10.0%,10.0%,71.4,16.7%,27.8%,5.6%,85.7%,50.0%,30.0%,0.0%,20.0%,50.0%,70.0%,10.0%,20.0%,50.0%
Bryan Reynolds SHB,,+600,23,4.40,10,0,1,90.9,298.0,2,1,10.0%,-,10.0%,50.0%,60.0%,71.6,14.3%,57.1%,14.3%,100.0%,60.0%,30.0%,0.0%,30.0%,40.0%,40.0%,30.0%,30.0%,42.9%
Jake Mangum SHB,,+1800,15,4.00,10,0,0,72.4,255.3,2,0,-,-,10.0%,20.0%,40.0%,69.8,-,41.7%,8.3%,85.7%,40.0%,20.0%,0.0%,20.0%,50.0%,20.0%,50.0%,30.0%,50.0%
Henry Davis RHB,,+675,27,3.40,10,0,1,91.1,204.6,1,1,10.0%,10.0%,30.0%,40.0%,30.0%,73.5,25.0%,37.5%,12.5%,94.1%,40.0%,10.0%,0.0%,30.0%,30.0%,50.0%,40.0%,10.0%,25.0%
Spencer Horwitz LHB,,+680,25,4.60,10,0,1,89.6,279.5,3,0,-,-,10.0%,10.0%,10.0%,69.4,-,50.0%,12.5%,100.0%,50.0%,50.0%,0.0%,-,50.0%,60.0%,-,40.0%,33.3%
Nick Gonzales RHB,,+1140,22,3.80,10,0,0,88.4,245.0,1,0,-,-,20.0%,40.0%,30.0%,73.2,18.8%,43.8%,25.0%,100.0%,50.0%,20.0%,0.0%,30.0%,50.0%,30.0%,40.0%,30.0%,37.5%
Nick Yorke RHB,—,N/A,12,3.20,10,0,0,89.4,194.9,1,0,-,-,-,50.0%,20.0%,72.0,-,77.8%,33.3%,90.0%,30.0%,10.0%,0.0%,20.0%,60.0%,20.0%,60.0%,20.0%,50.0%
Billy Cook RHB,—,N/A,2,2.00,6,0,0,83.9,266.1,1,1,-,-,-,16.7%,50.0%,72.8,42.9%,42.9%,28.6%,100.0%,50.0%,33.3%,0.0%,16.7%,50.0%,-,83.3%,16.7%,66.7%
Rafael Flores RHB,,+710,19,4.00,5,0,0,85.6,285.5,1,0,-,-,-,40.0%,20.0%,72.3,28.6%,28.6%,14.3%,87.5%,40.0%,40.0%,0.0%,-,60.0%,20.0%,40.0%,40.0%,50.0%
