Matchup,ATH @ CHC
Pitcher,Shota Imanaga
Pitcher Team,CHC
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,70.0,284,0.218,0.299,0.424,0.206,1.07,13,1.67,6.3%,30.0%,24.3%,22.1%,15.1%,8.87,56.7%,6.2%,10.8%,40.7%,33.5%,20.0%,21.1%
vsLHB,19.1,82,0.227,0.318,0.453,0.227,1.24,4,1.86,8.5%,33.6%,29.3%,28.6%,15.9%,11.17,58.5%,7.0%,13.7%,43.1%,33.3%,23.5%,21.6%
vsRHB,50.1,202,0.214,0.292,0.412,0.198,1.01,9,1.61,5.4%,28.7%,22.3%,19.7%,14.7%,8.05,55.9%,5.8%,9.8%,39.9%,33.6%,18.8%,21.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brent Rooker RHB,+277,13,4.20,2,2,0.154,0.154,0.615,0.462,0.323,-,42.9%,46.2%,25.7%,91.0,28.6%,28.6%,42.9%,57.1%,57.1%,74.0,36.8%,21.1%,21.1%,90.5%,42.9%,33.3%,28.6%,14.3%,42.9%,42.9%,14.3%,50.0%
Nick Kurtz LHB,+296,10,4.40,2,2,0.222,0.300,0.889,0.667,0.485,10.0%,33.3%,30.0%,16.0%,90.9,33.3%,-,-,50.0%,16.7%,78.8,90.9%,36.4%,27.3%,91.7%,66.7%,50.0%,-,33.3%,16.7%,66.7%,16.7%,40.0%
Shea Langeliers RHB,+248,11,4.20,1,1,0.100,0.182,0.400,0.300,0.250,9.1%,28.6%,18.2%,17.1%,100.2,25.0%,12.5%,25.0%,62.5%,37.5%,75.8,64.7%,35.3%,17.6%,85.0%,50.0%,0.0%,37.5%,12.5%,25.0%,50.0%,25.0%,63.6%
Tyler Soderstrom LHB,+410,8,4.00,1,1,0.286,0.375,0.857,0.571,0.502,12.5%,14.3%,25.0%,5.0%,88.0,20.0%,-,-,40.0%,20.0%,73.6,30.8%,23.1%,7.7%,92.9%,20.0%,100.0%,-,40.0%,-,40.0%,60.0%,26.7%
Colby Thomas RHB,+340,7,2.00,1,2,0.571,0.571,1.286,0.714,0.790,-,6.2%,-,3.1%,97.1,42.9%,14.3%,14.3%,71.4%,42.9%,75.6,50.0%,37.5%,25.0%,100.0%,71.4%,20.0%,14.3%,-,14.3%,57.1%,28.6%,25.0%
Zack Gelof RHB,+525,13,4.00,0,0,0.167,0.231,0.333,0.167,0.243,7.7%,27.6%,30.8%,14.8%,87.9,-,-,-,37.5%,-,74.3,37.9%,10.3%,6.9%,100.0%,25.0%,0.0%,-,37.5%,12.5%,50.0%,37.5%,36.4%
Darell Hernaiz RHB,+820,11,3.60,0,0,0.333,0.455,0.333,-,0.361,18.2%,11.8%,18.2%,5.1%,81.0,-,-,-,14.3%,28.6%,67.7,-,23.5%,-,100.0%,42.9%,0.0%,28.6%,28.6%,-,57.1%,42.9%,40.0%
Jonah Heim SHB,N/A,9,4.00,0,1,0.222,0.222,0.333,0.111,0.240,-,10.0%,11.1%,5.9%,75.4,12.5%,-,-,12.5%,37.5%,70.1,17.6%,11.8%,-,89.5%,25.0%,0.0%,25.0%,37.5%,12.5%,50.0%,37.5%,45.5%
Jeff McNeil LHB,+820,7,4.20,0,0,0.167,0.286,0.167,-,0.220,14.3%,33.3%,28.6%,17.9%,86.5,-,-,-,25.0%,-,67.3,-,21.4%,-,93.3%,-,-,-,75.0%,25.0%,50.0%,25.0%,11.1%
Lawrence Butler LHB,N/A,7,3.00,0,0,0.167,0.286,0.333,0.167,0.274,14.3%,33.3%,42.9%,15.6%,79.9,-,-,33.3%,-,33.3%,72.5,23.1%,15.4%,-,86.7%,-,-,33.3%,66.7%,66.7%,33.3%,-,14.3%
Carlos Cortes LHB,N/A,6,3.20,0,0,0.500,0.500,0.667,0.167,0.508,-,44.4%,33.3%,26.7%,85.6,-,-,-,25.0%,50.0%,68.9,-,12.5%,-,88.9%,-,-,50.0%,25.0%,25.0%,-,75.0%,0.0%
Henry Bolte RHB,+536,3,3.60,0,0,0.500,0.667,0.500,-,0.513,33.3%,55.6%,33.3%,33.3%,101.4,-,-,-,100.0%,100.0%,78.8,87.5%,12.5%,12.5%,88.9%,-,-,100.0%,-,-,-,100.0%,60.0%
Alika Williams RHB,N/A,1,2.60,0,0,-,-,-,-,-,-,0.0%,-,-,92.9,-,-,-,-,-,62.0,-,100.0%,-,100.0%,-,-,-,-,-,100.0%,-,100.0%
