Matchup,CHC @ COL
Pitcher,Tomoyuki Sugano
Pitcher Team,COL
Opposing Team,CHC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,63.1,265,0.257,0.338,0.481,0.224,1.26,11,1.56,6.8%,16.1%,13.6%,12.8%,7.2%,5.12,60.9%,8.6%,16.3%,46.4%,31.6%,13.6%,18.2%
vsLHB,28.2,127,0.276,0.386,0.586,0.310,1.50,8,2.51,8.7%,18.9%,13.4%,14.4%,8.6%,5.34,60.6%,8.8%,20.2%,47.5%,34.3%,20.6%,19.2%
vsRHB,34.0,138,0.240,0.293,0.384,0.144,1.09,3,0.79,5.1%,13.7%,13.8%,11.7%,6.1%,5.03,61.2%,8.4%,12.7%,45.5%,29.1%,6.2%,17.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Crow-Armstrong LHB,,+250,25,29,4.60,4,6,0.400,0.483,0.960,0.560,0.594,6.9%,28.6%,24.1%,15.4%,94.8,294.0,7,6,33.3%,33.3%,50.0%,55.6%,38.9%,76.1,62.5%,27.1%,16.7%,92.3%,50.0%,44.4%,16.7%,22.2%,61.1%,27.8%,11.1%,48.1%
Ian Happ SHB,,+310,42,27,3.60,2,3,0.320,0.370,0.680,0.360,0.444,7.4%,26.0%,25.9%,12.4%,92.7,286.6,7,4,22.2%,16.7%,38.9%,55.6%,38.9%,71.6,20.9%,25.6%,18.6%,86.0%,33.3%,33.3%,22.2%,38.9%,50.0%,50.0%,-,38.7%
Alex Bregman RHB,,+490,20,29,4.60,1,1,0.185,0.241,0.333,0.148,0.253,6.9%,17.3%,13.8%,9.2%,85.3,264.6,5,1,4.3%,4.3%,26.1%,21.7%,30.4%,69.5,2.0%,24.0%,4.0%,98.0%,34.8%,12.5%,21.7%,34.8%,47.8%,34.8%,17.4%,27.6%
Seiya Suzuki RHB,,+370,37,26,3.40,1,2,0.360,0.385,0.520,0.160,0.394,3.8%,29.4%,23.1%,13.8%,91.8,245.0,2,2,10.5%,5.3%,10.5%,42.1%,36.8%,73.4,32.6%,32.6%,15.2%,90.2%,15.8%,33.3%,36.8%,47.4%,42.1%,42.1%,15.8%,22.2%
Miguel Amaya RHB,—,N/A,18,25,2.80,1,2,0.150,0.320,0.350,0.200,0.306,12.0%,23.8%,20.0%,10.0%,84.5,245.7,3,2,13.3%,13.3%,26.7%,26.7%,33.3%,70.7,20.5%,20.5%,7.7%,97.5%,40.0%,16.7%,6.7%,40.0%,46.7%,40.0%,13.3%,20.8%
Michael Conforto LHB,,+380,31,17,2.20,1,3,0.200,0.294,0.467,0.267,0.327,11.8%,28.1%,29.4%,13.2%,92.9,320.8,5,3,30.0%,10.0%,10.0%,60.0%,40.0%,71.4,17.9%,21.4%,14.3%,93.3%,50.0%,20.0%,20.0%,30.0%,40.0%,30.0%,30.0%,38.1%
Nico Hoerner RHB,,+1040,17,35,4.00,0,0,0.188,0.257,0.188,-,0.208,8.6%,8.0%,2.9%,3.2%,87.8,236.9,6,2,-,-,3.2%,32.3%,41.9%,68.2,-,43.8%,8.3%,96.0%,12.9%,0.0%,35.5%,45.2%,25.8%,54.8%,19.4%,17.1%
Carson Kelly RHB,,+590,15,32,3.80,0,0,0.233,0.281,0.233,-,0.240,-,17.0%,12.5%,9.1%,83.1,230.9,3,1,-,-,23.1%,26.9%,34.6%,71.0,6.2%,29.2%,6.2%,90.6%,11.5%,0.0%,26.9%,46.2%,42.3%,46.2%,11.5%,43.8%
Dansby Swanson RHB,,+503,26,23,3.40,0,0,0.222,0.391,0.278,0.056,0.312,21.7%,33.3%,17.4%,13.3%,87.4,241.1,2,0,-,-,21.4%,21.4%,28.6%,70.8,9.8%,24.4%,4.9%,93.2%,35.7%,0.0%,21.4%,35.7%,42.9%,21.4%,35.7%,31.0%
Michael Busch LHB,,+310,21,22,4.40,0,1,0.235,0.409,0.235,-,0.309,22.7%,18.2%,18.2%,7.5%,87.8,259.0,3,1,-,-,7.7%,30.8%,30.8%,66.7,-,30.8%,11.5%,78.8%,30.8%,0.0%,30.8%,30.8%,15.4%,38.5%,46.2%,36.0%
