Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-06-26,Fenway Park,NYY @ BOS,7:10,+8%,+25%,+6%,+17%,+0.19,+0.86,+0.62,+1.45,-8%,+24%,+6%,+9%,-0.18,+0.84,+0.64,+0.82,+16%,+0%,0%,+7%,+0.37,+0.02,-0.02,+0.63
2026-06-26,Oriole Park,WAS @ BAL,7:05,+5%,+12%,+9%,+13%,+0.12,+0.41,+0.96,+1.12,-7%,+9%,+6%,+4%,-0.15,+0.30,+0.68,+0.36,+12%,+3%,+3%,+9%,+0.27,+0.12,+0.27,+0.75
2026-06-26,Angel Stadium,ATH @ LAA,9:38,+9%,+3%,+2%,+6%,+0.21,+0.09,+0.21,+0.54,+9%,-4%,+2%,+3%,+0.21,-0.14,+0.16,+0.28,0%,+7%,+0%,+3%,0.00,+0.23,+0.05,+0.25
2026-06-26,Citi Field,PHI @ NYM,7:10,+15%,-13%,-3%,+2%,+0.34,-0.46,-0.28,+0.18,-1%,-19%,-5%,-8%,-0.03,-0.66,-0.49,-0.70,+16%,+6%,+2%,+10%,+0.37,+0.20,+0.21,+0.88
2026-06-26,PNC Park,CIN @ PIT,6:40,-6%,+10%,-3%,+0%,-0.12,+0.35,-0.30,+0.03,-15%,+11%,0%,-1%,-0.34,+0.40,0.00,-0.07,+10%,-1%,-3%,+1%,+0.21,-0.05,-0.30,+0.09
2026-06-26,Comerica Park,HOU @ DET,6:40,-12%,+8%,+4%,0%,-0.27,+0.27,+0.42,-0.03,-11%,+2%,+6%,-1%,-0.24,+0.07,+0.62,-0.09,-1%,+6%,-2%,+1%,-0.03,+0.19,-0.20,+0.07
2026-06-26,Target Field,COL @ MIN,8:10,-10%,+1%,+2%,-2%,-0.23,+0.02,+0.19,-0.14,-7%,+2%,+2%,+0%,-0.15,+0.06,+0.23,+0.04,-3%,-1%,0%,-2%,-0.08,-0.03,-0.05,-0.19
2026-06-26,Rogers Centre,TEX @ TOR,7:07,+5%,-3%,-2%,-2%,+0.11,-0.09,-0.20,-0.19,+6%,-2%,-3%,-2%,+0.14,-0.08,-0.27,-0.18,-1%,-1%,+1%,0%,-0.02,-0.02,+0.07,-0.01
2026-06-26,Oracle Park,ATL @ SF,10:15,-20%,+5%,+8%,-3%,-0.45,+0.17,+0.81,-0.27,-17%,+14%,+5%,0%,-0.39,+0.48,+0.58,-0.01,-3%,-9%,+2%,-3%,-0.06,-0.31,+0.23,-0.25
2026-06-26,Progressive Field,SEA @ CLE,7:10,-5%,+2%,-6%,-4%,-0.11,+0.07,-0.65,-0.34,-2%,+1%,-2%,0%,-0.04,+0.02,-0.22,-0.01,-3%,+1%,-4%,-4%,-0.06,+0.05,-0.44,-0.32
2026-06-26,Rate Field,KC  @ CHW,7:40,+0%,-11%,+0%,-4%,+0.00,-0.39,+0.00,-0.35,+3%,-8%,+3%,+1%,+0.06,-0.29,+0.30,+0.05,-3%,-3%,-3%,-5%,-0.06,-0.10,-0.29,-0.40
2026-06-26,Tropicana Field,ARI @ TB,7:10,-3%,-6%,-8%,-6%,-0.06,-0.22,-0.82,-0.49,-4%,-6%,-8%,-6%,-0.08,-0.21,-0.82,-0.51,+1%,0%,0%,+0%,+0.02,-0.01,0.00,+0.02
2026-06-26,Busch Stadium,MIA @ STL,8:15,-8%,-18%,+9%,-7%,-0.19,-0.64,+1.00,-0.61,-10%,-6%,+4%,-7%,-0.22,-0.19,+0.41,-0.58,+2%,-13%,+6%,0%,+0.03,-0.44,+0.59,-0.03
2026-06-26,Petco Park,LAD @ SD,9:45,-7%,-14%,-5%,-9%,-0.15,-0.47,-0.49,-0.79,-5%,-11%,-4%,-7%,-0.11,-0.40,-0.47,-0.65,-2%,-2%,0%,-2%,-0.04,-0.08,-0.02,-0.15
2026-06-26,American Family Fld,CHC @ MIL,7:45,+1%,-14%,-13%,-11%,+0.01,-0.49,-1.37,-1.00,+10%,-11%,-9%,-3%,+0.22,-0.40,-0.91,-0.29,-9%,-3%,-4%,-8%,-0.21,-0.09,-0.46,-0.71
