Matchup,PHI @ TOR
Pitcher,Max Scherzer
Pitcher Team,TOR
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,18.2,84,0.297,0.412,0.608,0.311,1.61,7,3.38,9.5%,13.8%,10.7%,8.0%,7.0%,4.34,61.9%,7.0%,13.8%,38.5%,29.2%,31.6%,36.9%
vsLHB,12.1,59,0.314,0.436,0.647,0.333,1.78,5,3.65,10.2%,12.7%,8.5%,6.7%,6.3%,3.65,62.7%,6.3%,14.9%,36.2%,29.8%,28.6%,40.4%
vsRHB,6.1,25,0.261,0.356,0.522,0.261,1.26,2,2.84,8.0%,16.1%,16.0%,10.5%,8.5%,5.68,60.0%,8.5%,11.1%,44.4%,27.8%,40.0%,27.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brandon Marsh LHB,,+590,24,17,4.20,2,2,0.500,0.529,0.938,0.438,0.622,5.9%,33.3%,35.3%,19.7%,97.1,284.7,3,3,20.0%,10.0%,40.0%,70.0%,80.0%,71.8,17.9%,23.1%,12.8%,95.1%,20.0%,100.0%,60.0%,20.0%,50.0%,40.0%,10.0%,33.3%
Rafael Marchan SHB,—,N/A,11,21,2.80,1,1,0.100,0.143,0.250,0.150,0.173,4.8%,20.0%,9.5%,9.9%,82.8,193.4,1,1,5.6%,5.6%,27.8%,11.1%,27.8%,65.7,-,31.7%,2.4%,91.1%,11.1%,50.0%,16.7%,38.9%,50.0%,22.2%,27.8%,24.0%
Bryson Stott LHB,,+587,19,20,3.40,1,2,0.222,0.300,0.444,0.222,0.322,10.0%,18.4%,20.0%,9.5%,87.7,262.7,4,2,7.1%,-,-,42.9%,50.0%,69.7,4.7%,20.9%,4.7%,89.6%,42.9%,16.7%,28.6%,14.3%,7.1%,35.7%,57.1%,26.1%
Kyle Schwarber LHB,,+191,19,18,4.80,1,1,0.188,0.278,0.375,0.188,0.288,11.1%,42.3%,44.4%,23.2%,99.1,296.0,4,1,12.5%,12.5%,37.5%,75.0%,37.5%,77.4,81.8%,15.9%,13.6%,86.3%,62.5%,20.0%,25.0%,12.5%,50.0%,25.0%,25.0%,57.1%
J.T. Realmuto RHB,,+690,23,18,4.00,1,1,0.133,0.278,0.333,0.200,0.278,11.1%,41.9%,38.9%,20.0%,86.6,292.1,2,2,25.0%,12.5%,12.5%,37.5%,50.0%,71.1,12.5%,20.8%,4.2%,80.0%,25.0%,50.0%,25.0%,37.5%,25.0%,37.5%,37.5%,43.8%
Alec Bohm RHB,,+800,20,14,4.00,1,1,0.333,0.429,0.667,0.333,0.461,14.3%,32.1%,21.4%,16.4%,90.4,287.8,2,1,11.1%,-,-,44.4%,44.4%,69.6,4.8%,28.6%,14.3%,77.8%,22.2%,50.0%,33.3%,44.4%,11.1%,44.4%,44.4%,28.6%
Justin Crawford LHB,,+1160,19,18,2.60,0,0,0.167,0.167,0.278,0.111,0.191,-,18.9%,27.8%,12.3%,88.2,261.8,2,0,-,-,7.7%,15.4%,30.8%,69.3,-,24.2%,6.1%,89.2%,38.5%,0.0%,23.1%,38.5%,15.4%,53.8%,30.8%,35.3%
Bryce Harper LHB,,+402,31,18,4.20,0,1,0.077,0.333,0.077,-,0.230,27.8%,37.0%,5.6%,14.9%,87.7,240.7,1,1,8.3%,-,33.3%,50.0%,25.0%,74.9,53.8%,23.1%,15.4%,96.3%,25.0%,0.0%,25.0%,41.7%,58.3%,41.7%,-,40.0%
Garrett Stubbs LHB,—,N/A,9,16,2.60,0,0,0.154,0.312,0.154,-,0.242,6.2%,17.2%,12.5%,9.4%,78.6,240.3,3,0,-,-,9.1%,36.4%,36.4%,68.2,-,31.8%,4.5%,88.0%,18.2%,0.0%,36.4%,18.2%,18.2%,63.6%,18.2%,30.8%
Adolis Garcia RHB,,+473,29,16,3.80,0,0,0.062,0.062,0.062,-,0.056,-,69.4%,87.5%,33.3%,83.0,31.3,0,0,-,-,-,-,-,70.2,12.5%,3.1%,-,88.9%,-,-,-,50.0%,-,-,100.0%,22.2%
Trea Turner RHB,,+740,27,14,4.60,0,0,0.231,0.286,0.308,0.077,0.264,7.1%,25.0%,14.3%,14.0%,81.1,260.3,3,1,-,-,9.1%,36.4%,36.4%,70.6,12.5%,12.5%,-,88.9%,36.4%,0.0%,18.2%,36.4%,18.2%,45.5%,36.4%,29.4%
Edmundo Sosa RHB,—,N/A,23,11,2.20,0,1,0.091,0.091,0.182,0.091,0.115,-,44.8%,36.4%,31.7%,95.4,305.7,4,2,28.6%,14.3%,28.6%,71.4%,42.9%,72.2,26.9%,23.1%,11.5%,89.7%,42.9%,0.0%,28.6%,14.3%,42.9%,28.6%,28.6%,30.0%
Steward Berroa SHB,—,N/A,-,2,2.33,0,0,0.500,0.500,0.500,-,0.445,-,0.0%,-,-,91.5,284.7,1,0,-,-,-,-,50.0%,69.6,-,100.0%,-,100.0%,50.0%,0.0%,50.0%,-,-,100.0%,-,50.0%
