Matchup,BAL @ STL
Pitcher,Michael McGreevy
Pitcher Team,STL
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,137.1,558,0.251,0.308,0.415,0.164,1.21,18,1.18,6.5%,19.4%,17.0%,14.6%,8.7%,6.23,57.7%,6.6%,9.8%,42.4%,27.4%,13.7%,14.3%
vsLHB,84.2,351,0.258,0.319,0.431,0.172,1.29,12,1.28,7.1%,19.3%,15.4%,13.7%,8.4%,5.74,54.1%,6.5%,10.7%,44.1%,28.3%,15.6%,15.8%
vsRHB,52.0,207,0.238,0.288,0.389,0.150,1.10,6,1.04,5.3%,19.6%,19.8%,16.1%,9.1%,7.10,63.8%,6.6%,8.4%,39.4%,25.8%,10.0%,11.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dylan Beavers LHB,,+810,22,3.00,10,2,3,91.8,305.2,6,3,30.0%,20.0%,50.0%,60.0%,40.0%,74.7,50.0%,57.1%,35.7%,93.3%,80.0%,60.0%,33.3%,20.0%,20.0%,60.0%,40.0%,-,28.6%
Pete Alonso RHB,,+413,20,4.00,10,2,2,96.1,304.1,2,2,20.0%,10.0%,10.0%,50.0%,40.0%,76.2,75.0%,37.5%,25.0%,100.0%,40.0%,20.0%,100.0%,20.0%,50.0%,30.0%,30.0%,40.0%,62.5%
Samuel Basallo LHB,,+547,20,3.20,10,1,1,91.6,357.2,2,2,20.0%,-,10.0%,50.0%,20.0%,74.8,53.3%,40.0%,33.3%,88.2%,30.0%,10.0%,0.0%,20.0%,70.0%,40.0%,50.0%,10.0%,66.7%
Yohel Pozo RHB,—,N/A,3,2.00,10,1,1,87.3,211.0,1,1,10.0%,10.0%,30.0%,30.0%,60.0%,68.6,6.7%,40.0%,13.3%,78.9%,60.0%,10.0%,100.0%,50.0%,30.0%,40.0%,40.0%,20.0%,62.5%
Colton Cowser LHB,,+840,28,2.80,10,1,2,89.9,252.4,4,1,10.0%,10.0%,20.0%,30.0%,40.0%,74.8,42.9%,35.7%,21.4%,100.0%,60.0%,30.0%,33.3%,30.0%,30.0%,30.0%,40.0%,30.0%,33.3%
Christian Encarnacion-Strand RHB,,+550,21,3.40,10,1,1,93.0,244.8,2,2,-,-,30.0%,40.0%,30.0%,74.3,42.1%,31.6%,15.8%,86.4%,50.0%,20.0%,50.0%,30.0%,50.0%,50.0%,30.0%,20.0%,62.5%
Leody Taveras SHB,,+1000,20,3.60,10,0,0,80.7,256.0,2,1,-,-,10.0%,30.0%,40.0%,75.3,45.5%,27.3%,18.2%,84.6%,60.0%,30.0%,0.0%,30.0%,10.0%,20.0%,30.0%,50.0%,62.5%
Tyler O'Neill RHB,—,N/A,15,3.40,10,0,0,88.2,232.0,1,0,-,-,30.0%,40.0%,40.0%,72.1,18.8%,31.2%,12.5%,94.1%,60.0%,20.0%,0.0%,40.0%,30.0%,30.0%,60.0%,10.0%,62.5%
Carlos Narvaez RHB,—,N/A,9,2.20,10,0,0,92.2,205.7,1,1,10.0%,-,20.0%,80.0%,40.0%,73.2,14.3%,57.1%,21.4%,93.3%,50.0%,20.0%,0.0%,30.0%,40.0%,20.0%,50.0%,30.0%,37.5%
Gunnar Henderson LHB,,+569,17,4.40,10,0,0,86.2,285.0,1,0,-,-,-,30.0%,30.0%,74.9,50.0%,31.2%,18.8%,88.9%,30.0%,10.0%,0.0%,20.0%,70.0%,50.0%,40.0%,10.0%,40.0%
Coby Mayo RHB,,+466,19,3.60,10,0,1,94.0,265.2,2,1,10.0%,-,20.0%,60.0%,20.0%,75.5,58.8%,41.2%,23.5%,100.0%,60.0%,50.0%,0.0%,10.0%,20.0%,40.0%,30.0%,30.0%,50.0%
Jackson Holliday LHB,,+880,19,4.40,10,0,1,87.6,265.0,3,1,-,-,10.0%,40.0%,60.0%,70.7,6.2%,43.8%,18.8%,94.1%,70.0%,30.0%,0.0%,40.0%,10.0%,10.0%,70.0%,20.0%,42.9%
Christian Franklin RHB,—,N/A,7,3.00,3,0,0,87.5,243.7,1,1,33.3%,-,-,66.7%,-,74.9,66.7%,66.7%,66.7%,100.0%,33.3%,33.3%,0.0%,-,33.3%,-,33.3%,66.7%,0.0%
