Matchup,SEA @ MIA
Pitcher,Janson Junk
Pitcher Team,MIA
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,235,0.273,0.327,0.450,0.177,1.29,8,1.29,5.1%,17.1%,16.2%,14.6%,8.4%,6.11,65.4%,7.1%,7.0%,40.0%,23.2%,18.6%,18.9%
vsLHB,32.2,151,0.329,0.384,0.536,0.207,1.65,5,1.38,5.3%,18.2%,16.6%,13.6%,8.9%,6.89,64.2%,6.7%,6.0%,45.3%,18.8%,22.7%,21.4%
vsRHB,23.1,84,0.175,0.224,0.300,0.125,0.77,3,1.16,4.8%,14.9%,15.5%,17.1%,7.5%,5.01,67.4%,7.8%,8.8%,30.9%,30.9%,14.3%,14.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Randy Arozarena RHB,,+540,18,20,4.40,2,3,0.263,0.300,0.632,0.368,0.395,5.0%,31.6%,25.0%,14.6%,91.3,309.4,6,2,14.3%,7.1%,28.6%,35.7%,50.0%,70.2,25.0%,33.3%,8.3%,94.7%,64.3%,28.6%,50.0%,35.7%,35.7%,42.9%,21.4%,35.7%,25.0%
Cal Raleigh SHB,,+306,29,21,4.20,1,1,0.111,0.190,0.333,0.222,0.222,9.5%,32.6%,42.9%,15.5%,94.9,224.7,2,1,10.0%,10.0%,40.0%,40.0%,10.0%,74.7,50.0%,18.2%,9.1%,95.7%,50.0%,40.0%,25.0%,10.0%,30.0%,70.0%,-,30.0%,47.6%
Cole Young LHB,,+875,16,20,3.60,1,1,0.300,0.300,0.500,0.200,0.346,-,11.4%,20.0%,6.2%,91.9,244.5,2,1,-,-,31.2%,37.5%,43.8%,71.3,23.3%,33.3%,16.7%,90.9%,62.5%,25.0%,25.0%,37.5%,37.5%,56.2%,37.5%,6.2%,28.6%
Mitch Garver RHB,—,N/A,17,17,2.80,1,1,0.062,0.118,0.250,0.188,0.162,5.9%,45.5%,47.1%,19.7%,90.8,221.4,2,1,12.5%,12.5%,62.5%,37.5%,75.0%,71.3,3.4%,17.2%,10.3%,87.9%,75.0%,25.0%,50.0%,50.0%,12.5%,75.0%,12.5%,12.5%,44.4%
Josh Naylor LHB,,+577,27,24,4.20,0,0,0.261,0.292,0.304,0.043,0.265,4.2%,13.5%,4.2%,7.6%,87.6,231.4,3,1,-,-,22.7%,36.4%,31.8%,70.1,5.9%,41.2%,5.9%,91.9%,50.0%,27.3%,0.0%,22.7%,36.4%,27.3%,31.8%,40.9%,38.1%
Dominic Canzone LHB,,+446,32,23,4.40,0,1,0.095,0.174,0.095,-,0.134,8.7%,30.0%,30.4%,14.0%,89.8,317.0,4,3,14.3%,-,21.4%,28.6%,21.4%,76.0,66.7%,24.2%,12.1%,82.5%,50.0%,35.7%,0.0%,14.3%,50.0%,57.1%,35.7%,7.1%,31.8%
Colt Emerson LHB,,+800,25,22,3.40,0,0,0.105,0.227,0.105,-,0.169,13.6%,43.2%,45.5%,22.4%,85.7,292.4,2,0,-,-,11.1%,11.1%,33.3%,71.7,18.4%,13.2%,-,86.4%,33.3%,11.1%,0.0%,22.2%,66.7%,44.4%,33.3%,22.2%,40.0%
JP Crawford LHB,,+830,24,20,4.20,0,0,0.250,0.400,0.375,0.125,0.346,20.0%,26.8%,35.0%,11.3%,93.0,255.1,2,0,-,-,22.2%,55.6%,44.4%,69.9,12.5%,21.9%,12.5%,82.1%,44.4%,-,-,44.4%,44.4%,44.4%,44.4%,11.1%,18.2%
Luke Raley LHB,,+450,36,20,3.80,0,1,0.111,0.200,0.167,0.056,0.173,10.0%,35.7%,40.0%,20.0%,85.1,275.0,3,1,10.0%,-,10.0%,30.0%,30.0%,74.9,57.1%,14.3%,2.9%,83.3%,50.0%,30.0%,0.0%,20.0%,40.0%,30.0%,30.0%,40.0%,23.5%
Victor Robles RHB,,+1200,14,18,3.40,0,2,0.200,0.333,0.200,-,0.260,11.1%,37.1%,16.7%,18.6%,89.8,275.9,7,1,-,-,33.3%,25.0%,58.3%,66.7,-,37.9%,3.4%,82.9%,83.3%,50.0%,0.0%,33.3%,8.3%,33.3%,33.3%,33.3%,27.8%
