Matchup,NYM @ TOR
Pitcher,Freddy Peralta
Pitcher Team,NYM
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.1,236,0.282,0.355,0.484,0.202,1.51,8,1.38,8.1%,23.6%,19.5%,16.5%,11.0%,7.91,55.9%,6.7%,5.3%,36.7%,23.1%,20.5%,17.2%
vsLHB,34.1,159,0.303,0.381,0.538,0.234,1.66,7,1.83,8.2%,26.5%,21.4%,19.5%,12.1%,8.91,54.1%,6.2%,7.1%,39.3%,25.0%,25.0%,16.1%
vsRHB,18.0,77,0.235,0.302,0.368,0.132,1.22,1,0.50,7.8%,18.0%,15.6%,11.5%,8.7%,6.00,59.7%,7.7%,1.8%,31.6%,19.3%,9.1%,19.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Daulton Varsho LHB,,+505,15,22,4.00,2,2,0.200,0.273,0.500,0.300,0.331,9.1%,32.6%,40.9%,17.5%,82.5,276.0,4,3,27.3%,18.2%,27.3%,36.4%,45.5%,72.9,31.4%,14.3%,11.4%,89.7%,45.5%,45.5%,40.0%,-,36.4%,36.4%,54.5%,9.1%,18.2%
Kazuma Okamoto RHB,,+356,21,18,4.00,1,1,0.250,0.333,0.500,0.250,0.358,11.1%,30.3%,27.8%,14.9%,90.3,252.4,3,2,18.2%,9.1%,27.3%,45.5%,27.3%,73.5,33.3%,18.2%,12.1%,100.0%,45.5%,27.3%,33.3%,18.2%,36.4%,45.5%,27.3%,27.3%,50.0%
Brandon Valenzuela SHB,—,N/A,22,18,3.80,1,2,0.412,0.444,0.706,0.294,0.492,5.6%,25.6%,33.3%,11.2%,91.6,223.3,2,2,9.1%,9.1%,45.5%,45.5%,54.5%,73.0,18.4%,18.4%,7.9%,97.4%,72.8%,36.4%,25.0%,36.4%,18.2%,54.5%,27.3%,18.2%,42.9%
Nathan Lukes LHB,,+870,13,14,3.80,1,1,0.308,0.357,0.538,0.231,0.387,7.1%,25.9%,14.3%,11.9%,82.2,277.3,3,2,-,-,27.3%,36.4%,36.4%,68.1,4.2%,29.2%,8.3%,88.9%,63.7%,27.3%,33.3%,36.4%,18.2%,36.4%,18.2%,45.5%,25.0%
Alejandro Kirk RHB,,+540,16,9,3.40,1,1,0.222,0.222,0.556,0.333,0.332,-,18.2%,11.1%,7.0%,88.0,379.4,2,2,12.5%,12.5%,12.5%,50.0%,12.5%,70.4,4.8%,23.8%,19.0%,95.5%,25.0%,25.0%,50.0%,-,75.0%,37.5%,37.5%,25.0%,23.1%
Luis Urias RHB,—,N/A,1,5,2.60,1,1,0.750,0.800,1.500,0.750,0.906,20.0%,7.1%,-,4.5%,84.6,260.1,1,1,25.0%,25.0%,25.0%,50.0%,75.0%,69.3,7.7%,15.4%,7.7%,92.9%,75.0%,50.0%,50.0%,25.0%,25.0%,25.0%,50.0%,25.0%,60.0%
Vladimir Guerrero Jr. RHB,,+600,11,20,4.20,0,0,0.250,0.250,0.250,-,0.222,-,22.6%,15.0%,11.1%,89.4,244.6,3,0,5.9%,-,11.8%,47.1%,29.4%,75.7,59.3%,33.3%,18.5%,93.1%,52.9%,17.6%,0.0%,35.3%,41.2%,35.3%,47.1%,17.6%,35.7%
George Springer RHB,,+426,23,16,4.20,0,0,0.200,0.250,0.200,-,0.207,6.2%,28.6%,37.5%,13.6%,92.5,231.9,1,0,-,-,22.2%,55.6%,55.6%,73.9,50.0%,23.1%,11.5%,92.9%,66.6%,22.2%,0.0%,44.4%,33.3%,44.4%,44.4%,11.1%,35.7%
Yohendrick Pinango LHB,,+740,26,14,3.20,0,0,0.154,0.214,0.231,0.077,0.201,7.1%,18.8%,28.6%,11.5%,85.2,200.6,1,0,-,-,-,55.6%,11.1%,74.6,53.3%,16.7%,6.7%,93.8%,22.2%,11.1%,0.0%,11.1%,55.6%,-,55.6%,44.4%,46.2%
Ernie Clement RHB,,+900,20,13,4.00,0,0,0.385,0.385,0.462,0.077,0.372,-,17.4%,7.7%,10.8%,78.7,227.9,1,1,-,-,8.3%,8.3%,25.0%,68.1,5.3%,31.6%,-,86.4%,41.7%,16.7%,0.0%,25.0%,41.7%,33.3%,33.3%,33.3%,50.0%
