Matchup,ATL @ STL
Pitcher,Matthew Liberatore
Pitcher Team,STL
Opposing Team,ATL

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,12.0,1.25,="10-44",.227,.386,0.159,2,1,0,4,11.8,5,.314,.700
Batting Second,11.1,1.41,="16-50",.320,.700,0.380,6,1,0,13,19.6,0,.314,1.014
Batting Third,11.1,1.50,="11-43",.256,.442,0.186,2,2,0,7,24.0,6,.340,.782
Batting Fourth,8.1,2.76,="11-35",.314,.543,0.229,2,2,0,5,27.7,12,.489,1.032
Batting Fifth,9.0,1.89,="15-40",.375,.475,0.100,0,4,0,3,13.6,2,.409,.884
Batting Sixth,9.1,1.39,="11-36",.306,.361,0.055,0,2,0,6,25.6,2,.333,.694
Batting Seventh,9.2,0.93,="6-32",.188,.250,0.062,0,2,0,1,21.6,3,.278,.528
Batting Eighth,6.2,2.25,="12-31",.387,.742,0.355,3,2,0,9,16.7,3,.444,1.186
Batting Ninth,8.2,1.04,="7-33",.212,.455,0.243,2,0,1,4,31.4,2,.257,.712

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Michael Harris II LHB,Batting First ​,="12-46",.261,.370,0.109,0,5,0,3,27.1,2,.292,.662
Ozzie Albies SHB,Batting Second ​,="17-94",.181,.340,0.159,3,6,0,9,21.8,6,.228,.568
Matt Olson LHB,Batting Third ​,="72-277",.260,.523,0.263,19,16,0,46,21.7,31,.335,.858
Drake Baldwin LHB,Batting Fourth ​,="5-22",.227,.227,0.000,0,0,0,2,16.0,2,.320,.547
Mauricio Dubon RHB,Batting Fifth ​,="25-91",.275,.440,0.165,3,4,1,20,15.0,7,.327,.767
Austin Riley RHB,Batting Sixth ​,="19-91",.209,.275,0.066,1,3,0,7,28.4,6,.275,.550
Eli White RHB,Batting Seventh ​,="5-24",.208,.375,0.167,1,1,0,6,19.2,1,.231,.606
Joey Bart RHB,Batting Eighth ​,="5-30",.167,.333,0.166,1,2,0,4,29.4,0,.265,.598
Jorge Mateo RHB,Batting Ninth ​,="17-70",.243,.271,0.028,0,2,0,2,35.6,3,.274,.545
