Matchup,CLE @ MIL
Pitcher,Robert Gasser
Pitcher Team,MIL
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,18.1,87,0.267,0.401,0.587,0.320,1.58,6,2.95,10.3%,26.4%,21.8%,18.3%,12.5%,9.33,64.4%,7.8%,8.9%,28.6%,33.9%,26.3%,21.4%
vsLHB,5.0,28,0.348,0.518,0.826,0.478,2.60,2,3.60,17.9%,40.0%,25.0%,28.0%,16.7%,12.60,57.1%,5.6%,6.2%,25.0%,37.5%,33.3%,31.2%
vsRHB,13.1,59,0.231,0.345,0.481,0.250,1.20,4,2.70,6.8%,21.2%,20.3%,15.2%,10.6%,8.10,67.8%,8.9%,10.0%,30.0%,32.5%,23.1%,17.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Rhys Hoskins RHB,,+420,25,16,4.00,1,1,0.214,0.312,0.500,0.286,0.347,12.5%,33.3%,31.2%,14.0%,92.6,237.0,3,1,11.1%,11.1%,66.7%,44.4%,44.4%,71.9,20.8%,25.0%,8.3%,100.0%,33.3%,33.3%,33.3%,11.1%,77.8%,-,22.2%,15.4%
Daniel Schneemann LHB,—,N/A,19,14,2.80,1,1,0.231,0.286,0.462,0.231,0.324,7.1%,26.1%,14.3%,11.1%,89.1,328.3,5,1,9.1%,9.1%,18.2%,45.5%,18.2%,70.6,5.3%,36.8%,15.8%,82.6%,36.4%,25.0%,18.2%,45.5%,54.5%,36.4%,9.1%,17.6%
David Fry RHB,,+470,18,21,2.20,0,0,0.222,0.333,0.278,0.056,0.280,14.3%,37.1%,42.9%,15.5%,87.0,199.9,0,0,-,-,33.3%,33.3%,55.6%,70.2,12.5%,18.8%,6.2%,91.4%,11.1%,0.0%,44.4%,44.4%,66.7%,33.3%,-,26.3%
Austin Hedges RHB,,+900,11,18,3.40,0,1,0.250,0.333,0.312,0.062,0.291,11.1%,25.0%,5.6%,13.2%,72.7,257.2,1,1,6.7%,-,6.7%,33.3%,20.0%,70.3,13.0%,34.8%,13.0%,85.2%,13.3%,0.0%,13.3%,53.3%,66.7%,33.3%,-,57.9%
Travis Bazzana LHB,,+650,2,15,4.40,0,0,0.167,0.333,0.167,-,0.248,20.0%,18.2%,20.0%,11.1%,83.9,194.1,0,0,-,-,-,22.2%,11.1%,68.9,7.1%,7.1%,-,87.5%,11.1%,0.0%,-,77.8%,33.3%,55.6%,11.1%,42.9%
Brayan Rocchio SHB,,+880,20,15,3.80,0,0,0.214,0.200,0.286,0.071,0.203,-,36.1%,26.7%,24.5%,88.9,263.1,2,0,-,-,9.1%,27.3%,36.4%,68.8,-,19.4%,5.6%,100.0%,18.2%,0.0%,27.3%,54.5%,54.5%,9.1%,36.4%,60.0%
Chase DeLauter LHB,—,N/A,11,14,3.80,0,0,0.357,0.357,0.357,-,0.318,-,26.1%,28.6%,14.0%,92.1,226.8,0,0,-,-,10.0%,40.0%,30.0%,70.4,15.0%,35.0%,20.0%,87.0%,10.0%,0.0%,30.0%,50.0%,10.0%,70.0%,20.0%,46.2%
Patrick Bailey SHB,—,N/A,11,13,4.20,0,1,0.100,0.231,0.100,-,0.168,15.4%,51.9%,46.2%,24.6%,94.2,339.7,2,1,-,-,20.0%,40.0%,20.0%,72.5,27.3%,22.7%,9.1%,81.5%,20.0%,0.0%,20.0%,60.0%,20.0%,20.0%,60.0%,53.3%
Angel Martinez SHB,,+500,38,13,4.00,0,0,0.154,0.154,0.154,-,0.137,-,18.5%,30.8%,11.9%,84.6,250.1,2,1,-,-,22.2%,44.4%,66.7%,73.1,19.2%,23.1%,3.8%,100.0%,33.3%,0.0%,33.3%,22.2%,33.3%,44.4%,22.2%,62.5%
Steven Kwan LHB,,+1260,8,13,3.60,0,0,0.091,0.231,0.091,-,0.168,15.4%,0.0%,7.7%,-,85.4,223.0,1,0,-,-,22.2%,11.1%,55.6%,63.7,-,40.0%,-,88.2%,22.2%,0.0%,44.4%,33.3%,22.2%,77.8%,-,21.4%
Stuart Fairchild RHB,,+820,-,8,2.60,0,0,0.333,0.750,0.333,-,0.526,50.0%,50.0%,12.5%,14.7%,91.9,369.1,1,1,-,-,-,50.0%,-,72.2,12.5%,12.5%,12.5%,88.9%,50.0%,0.0%,-,50.0%,50.0%,50.0%,-,25.0%
Kyle Manzardo LHB,—,N/A,8,8,3.20,0,1,0.667,0.750,0.833,0.167,0.655,25.0%,13.6%,-,8.6%,88.3,278.2,2,1,16.7%,-,33.3%,50.0%,50.0%,69.5,6.2%,18.8%,18.8%,72.7%,50.0%,0.0%,33.3%,16.7%,50.0%,50.0%,-,45.5%
Gabriel Arias RHB,,+760,-,3,3.00,0,0,-,-,-,-,-,-,28.6%,33.3%,15.4%,91.7,-,0,0,-,-,-,-,-,76.0,50.0%,-,-,85.7%,-,-,-,100.0%,100.0%,-,-,20.0%
