Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-12,Sutter Health Park,TB  @ ATH,3:05,+25%,+13%,+4%,+19%,+0.57,+0.46,+0.41,+1.67,+26%,+15%,+1%,+18%,+0.60,+0.51,+0.12,+1.58,-1%,-1%,+3%,+1%,-0.03,-0.05,+0.29,+0.09
2026-08-12,Comerica Park,CLE @ DET,6:40,0%,+2%,+12%,+8%,-0.01,+0.06,+1.28,+0.68,-8%,+2%,+6%,0%,-0.18,+0.08,+0.61,-0.01,+8%,0%,+6%,+8%,+0.18,-0.02,+0.67,+0.69
2026-08-12,Rate Field,CIN @ CHW,7:40,+5%,-8%,+5%,+3%,+0.11,-0.28,+0.56,+0.30,-7%,-8%,+3%,-3%,-0.15,-0.28,+0.31,-0.28,+11%,+0%,+2%,+7%,+0.26,+0.01,+0.25,+0.58
2026-08-12,Nationals Park,CHC @ WAS,6:45,+9%,-1%,+1%,+2%,+0.20,-0.03,+0.06,+0.14,+5%,+4%,+2%,+3%,+0.11,+0.14,+0.25,+0.30,+4%,-5%,-2%,-2%,+0.08,-0.16,-0.19,-0.17
2026-08-12,Truist Park,NYM @ ATL,7:15,+7%,0%,-2%,+0%,+0.15,-0.01,-0.26,+0.04,-3%,-6%,+1%,-3%,-0.06,-0.22,+0.16,-0.29,+10%,+6%,-4%,+4%,+0.22,+0.21,-0.41,+0.33
2026-08-12,Target Field,BAL @ MIN,1:40,-7%,+4%,+1%,+0%,-0.16,+0.12,+0.09,+0.02,-7%,+2%,+2%,+1%,-0.16,+0.08,+0.24,+0.06,+0%,+1%,-1%,0%,+0.01,+0.04,-0.15,-0.04
2026-08-12,Chase Field,COL @ ARI,3:40,-8%,+11%,0%,+0%,-0.19,+0.38,0.00,+0.01,-8%,+13%,+0%,+1%,-0.18,+0.45,+0.02,+0.10,0%,-2%,0%,-1%,0.00,-0.07,-0.02,-0.09
2026-08-12,Busch Stadium,PHI @ STL,2:15,+3%,-5%,+6%,0%,+0.06,-0.18,+0.62,-0.02,-12%,-5%,+4%,-7%,-0.27,-0.19,+0.41,-0.65,+14%,+0%,+2%,+7%,+0.32,+0.01,+0.21,+0.63
2026-08-12,Dodger Stadium,KC  @ LAD,10:10,+14%,-2%,-5%,-1%,+0.30,-0.06,-0.59,-0.06,+18%,-3%,-5%,+1%,+0.39,-0.09,-0.54,+0.06,-4%,+1%,0%,-1%,-0.09,+0.04,-0.04,-0.13
2026-08-12,Rogers Centre,BOS @ TOR,7:07,+13%,-5%,-3%,-1%,+0.29,-0.19,-0.31,-0.07,+7%,-2%,-2%,-1%,+0.15,-0.07,-0.23,-0.12,+6%,-3%,-1%,+1%,+0.14,-0.12,-0.07,+0.05
2026-08-12,Yankee Stadium,SEA @ NYY,7:05,+14%,-23%,-2%,-2%,+0.32,-0.79,-0.21,-0.19,+6%,-13%,-6%,-5%,+0.13,-0.44,-0.66,-0.41,+8%,-10%,+4%,+2%,+0.19,-0.35,+0.45,+0.22
2026-08-12,Oracle Park,HOU @ SF,3:45,-10%,+11%,+0%,-3%,-0.24,+0.38,+0.00,-0.23,-13%,+12%,+6%,+1%,-0.30,+0.42,+0.66,+0.13,+3%,-1%,-6%,-4%,+0.06,-0.04,-0.66,-0.36
2026-08-12,Petco Park,MIL @ SD,4:10,+5%,-13%,-2%,-3%,+0.11,-0.47,-0.23,-0.25,-5%,-11%,-5%,-7%,-0.11,-0.39,-0.48,-0.65,+10%,-2%,+2%,+5%,+0.22,-0.08,+0.25,+0.40
2026-08-12,Angel Stadium,TEX @ LAA,10:10,-3%,-7%,-1%,-4%,-0.06,-0.24,-0.09,-0.36,-8%,-4%,+2%,-3%,-0.19,-0.14,+0.16,-0.30,+6%,-3%,-2%,-1%,+0.12,-0.10,-0.25,-0.06
2026-08-12,LoanDepot Park,PIT @ MIA,6:40,-13%,+2%,-2%,-5%,-0.29,+0.05,-0.20,-0.46,-13%,+1%,-1%,-5%,-0.29,+0.03,-0.11,-0.43,0%,+1%,-1%,0%,0.00,+0.02,-0.09,-0.03
