HR Split,Overall
Dates,="5/31/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,3:10 PM,Robbie Ray,@,1.22,-1.09,1.54,2.29,11.1%,22.7%,39.8%,35.9%,6.5%,1120
2,1:40 PM,Nick Lodolo,vs,1.03,-0.55,1.25,2.07,14.0%,27.0%,40.0%,23.9%,4.5%,833
3,1:40 PM,Spencer Strider,@,0.90,1.12,-0.47,2.06,9.2%,24.6%,33.7%,39.6%,7.0%,745
4,1:40 PM,Tanner Bibee,vs,0.88,0.69,0.54,1.92,11.3%,19.9%,43.1%,31.8%,7.9%,1163
5,2:10 PM,Tatsuya Imai,vs,0.79,1.20,-0.38,1.67,10.9%,30.8%,51.4%,23.6%,4.8%,191
6,1:35 PM,Zack Littell,vs,0.61,0.77,0.06,1.59,10.5%,13.9%,46.0%,39.0%,8.1%,1105
7,1:35 PM,Griffin Canning,@,0.41,1.10,-1.10,1.53,11.0%,19.7%,50.7%,22.5%,5.4%,525
8,3:10 PM,Tanner Gordon,vs,0.40,1.28,-0.53,1.34,12.6%,13.3%,45.7%,35.5%,6.3%,568
9,2:10 PM,Keider Montero,@,0.31,0.53,-0.12,1.41,10.6%,17.1%,43.5%,29.0%,8.2%,746
10,1:40 PM,Nolan McLean,vs,0.28,0.14,0.35,1.53,7.8%,29.4%,42.1%,21.3%,6.9%,559
11,4:10 PM,Andrew Painter,@,0.23,-0.61,1.28,1.53,9.1%,17.9%,38.2%,29.8%,8.0%,328
12,4:10 PM,Merrill Kelly,@,0.13,0.31,-0.18,1.15,14.9%,7.7%,45.3%,29.0%,6.0%,1088
13,1:40 PM,Janson Junk,@,0.09,0.10,0.04,1.48,8.2%,18.6%,43.1%,25.1%,6.8%,823
14,1:35 PM,Zebby Matthews,@,0.09,0.31,-0.12,1.41,7.9%,17.2%,36.3%,31.9%,9.5%,500
15,12:15 PM,Kyle Bradish,vs,-0.03,-0.08,0.20,1.14,12.1%,21.2%,38.1%,22.8%,5.7%,497
16,4:10 PM,Yoshinobu Yamamoto,vs,-0.09,-0.21,0.18,1.39,7.3%,19.3%,43.5%,22.1%,6.2%,1201
17,4:05 PM,Will Warren,@,-0.13,-0.11,0.22,1.22,7.1%,14.8%,39.5%,32.6%,9.2%,1091
18,2:35 PM,Jack Leiter,vs,-0.23,-0.08,-0.18,1.11,9.5%,13.7%,38.8%,30.1%,6.4%,1036
19,1:40 PM,Jack Kochanowicz,@,-0.28,-0.57,0.20,1.15,7.2%,17.3%,45.3%,22.5%,6.9%,909
20,2:35 PM,Michael Wacha,@,-0.49,-0.60,0.23,1.02,7.2%,15.6%,36.8%,25.3%,8.3%,1119
21,4:10 PM,Bryce Miller,vs,-0.53,-1.10,0.72,1.19,5.1%,16.2%,31.1%,27.9%,8.3%,570
22,2:10 PM,Sean Burke,vs,-0.67,-0.50,-0.25,0.85,8.4%,6.9%,37.2%,29.6%,7.7%,959
23,1:35 PM,Braxton Ashcraft,vs,-1.05,-0.44,-0.91,0.72,4.3%,11.9%,38.3%,23.3%,8.1%,704
24,1:40 PM,Shane McClanahan,vs,-1.17,-1.46,-0.40,0.35,7.3%,5.3%,39.7%,27.6%,8.7%,304
25,1:40 PM,Ranger Suarez,@,-1.42,0.13,-1.15,0.55,4.9%,9.0%,29.5%,24.5%,6.0%,990
26,2:10 PM,Jacob Misiorowski,@,-1.71,-0.86,-1.33,0.38,2.1%,7.7%,30.6%,22.7%,8.7%,677
27,12:15 PM,Spencer Miles,@,-,-,-,-,-,-,-,-,-,0
