Matchup,NYY @ DET
Pitcher,Tarik Skubal
Pitcher Team,DET
Opposing Team,NYY

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,5.2,1.41,="5-24",.208,.208,0.000,0,0,0,0,29.6,3,.296,.504
Batting Second,5.2,1.94,="9-25",.360,.680,0.320,2,2,0,3,14.8,2,.407,1.087
Batting Third,7.2,0.91,="7-27",.259,.593,0.334,2,1,1,5,25.9,0,.259,.852
Batting Fourth,7.0,0.57,="4-25",.160,.240,0.080,0,2,0,4,53.8,0,.154,.394
Batting Fifth,7.0,0.71,="4-24",.167,.208,0.041,0,1,0,0,32.0,1,.200,.408
Batting Sixth,5.0,1.80,="8-22",.364,.636,0.272,1,3,0,4,25.0,1,.417,1.053
Batting Seventh,5.0,1.20,="5-18",.278,.333,0.055,0,1,0,0,10.0,1,.350,.683
Batting Eighth,5.1,0.38,="2-17",.118,.176,0.058,0,1,0,0,27.8,0,.118,.294
Batting Ninth,5.1,0.56,="3-18",.167,.167,0.000,0,0,0,1,16.7,0,.167,.334

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Paul Goldschmidt RHB,Batting First ​,="22-63",.349,.619,0.270,4,3,1,12,15.1,9,.438,1.057
Ben Rice LHB,Batting Second ​,="40-136",.294,.603,0.309,10,8,2,26,22.4,15,.362,.965
Cody Bellinger LHB,Batting Third ​,="37-137",.270,.467,0.197,5,6,3,22,12.9,23,.368,.835
Jazz Chisholm Jr. LHB,Batting Fifth ​,="26-122",.213,.402,0.189,6,5,0,14,23.4,17,.305,.707
Amed Rosario RHB,Batting Sixth ​,="8-28",.286,.571,0.285,2,2,0,4,24.1,1,.310,.881
Spencer Jones LHB,Batting Sixth ​,="9-32",.281,.438,0.157,1,2,0,3,40.5,5,.378,.816
Jasson Dominguez SHB,Batting Sixth ​,="5-18",.278,.556,0.278,1,2,0,3,15.8,0,.316,.872
Ryan McMahon LHB,Batting Eighth ​,="21-80",.263,.438,0.175,4,2,0,11,26.2,4,.298,.736
Jose Caballero RHB,Batting Eighth ​,="17-75",.227,.333,0.106,1,5,0,7,24.7,5,.284,.617
Max Schuemann RHB,Batting Eighth ​,="5-15",.333,.533,0.200,0,3,0,3,21.1,4,.474,1.007
Anthony Volpe RHB,Batting Eighth ​,="10-37",.270,.486,0.216,1,3,1,9,19.1,10,.426,.912
J.C. Escarra LHB,Batting Ninth ​,="6-42",.143,.238,0.095,0,2,1,5,19.6,3,.196,.434
Austin Wells LHB,Batting Ninth ​,="10-81",.123,.160,0.037,1,0,0,2,28.1,8,.202,.362
