Matchup,SD @ BAL
Pitcher,Trevor Rogers
Pitcher Team,BAL
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.0,266,0.284,0.349,0.473,0.189,1.48,9,1.35,7.5%,21.5%,16.5%,12.4%,11.1%,6.60,67.4%,7.7%,7.5%,39.8%,24.4%,16.3%,20.9%
vsLHB,15.0,63,0.214,0.290,0.375,0.161,1.20,1,0.60,9.5%,24.6%,22.2%,18.2%,12.4%,8.40,68.3%,10.0%,4.7%,34.9%,16.3%,-,16.3%
vsRHB,45.0,203,0.305,0.367,0.503,0.198,1.58,8,1.60,6.9%,20.5%,14.8%,10.8%,10.7%,6.00,67.2%,7.0%,8.2%,41.1%,26.6%,19.0%,22.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Fernando Tatis Jr. RHB,,+320,24,15,5.20,1,1,0.615,0.667,0.923,0.308,0.667,13.3%,12.5%,13.3%,5.2%,84.4,222.5,1,1,9.1%,9.1%,18.2%,18.2%,63.6%,76.0,59.1%,13.6%,9.1%,91.7%,9.1%,100.0%,63.6%,27.3%,27.3%,45.5%,27.3%,7.7%
Jackson Merrill LHB,,+520,20,14,4.80,1,1,0.286,0.286,0.571,0.286,0.368,-,33.3%,21.4%,16.3%,93.2,266.4,3,1,9.1%,9.1%,18.2%,54.5%,54.5%,74.6,40.0%,40.0%,15.0%,90.9%,27.3%,33.3%,45.5%,18.2%,27.3%,18.2%,54.5%,43.8%
Manny Machado RHB,,+320,27,13,4.40,1,2,0.231,0.231,0.538,0.308,0.328,-,26.9%,23.1%,16.7%,92.8,269.5,4,3,20.0%,10.0%,20.0%,50.0%,30.0%,74.3,39.1%,30.4%,17.4%,88.5%,40.0%,25.0%,20.0%,30.0%,40.0%,20.0%,40.0%,50.0%
Freddy Fermin RHB,,+880,19,11,4.00,1,1,0.200,0.273,0.500,0.300,0.331,9.1%,17.2%,18.2%,8.1%,87.5,289.6,1,1,12.5%,12.5%,12.5%,25.0%,12.5%,69.8,-,19.2%,3.8%,92.9%,25.0%,50.0%,12.5%,62.5%,37.5%,25.0%,37.5%,30.8%
Xander Bogaerts RHB,,+470,12,15,3.60,0,1,0.071,0.133,0.143,0.071,0.128,6.7%,26.5%,26.7%,13.0%,93.4,347.0,3,2,10.0%,10.0%,10.0%,60.0%,20.0%,73.5,41.7%,25.0%,20.8%,88.9%,30.0%,0.0%,10.0%,60.0%,40.0%,60.0%,-,25.0%
Gavin Sheets LHB,,+540,10,14,4.40,0,0,0.154,0.214,0.308,0.154,0.228,7.1%,26.5%,42.9%,13.8%,89.3,235.9,0,0,-,-,14.3%,42.9%,28.6%,74.4,48.3%,13.8%,3.4%,85.3%,-,-,28.6%,71.4%,57.1%,28.6%,14.3%,30.8%
Ty France RHB,,+410,21,14,3.00,0,0,0.357,0.357,0.429,0.071,0.345,-,32.3%,42.9%,18.2%,95.9,241.0,1,0,-,-,-,62.5%,12.5%,72.9,30.8%,23.1%,11.5%,86.7%,-,-,25.0%,75.0%,37.5%,37.5%,25.0%,0.0%
Rodolfo Durán RHB,,+372,4,9,2.80,0,0,-,0.444,-,-,0.296,33.3%,30.8%,33.3%,10.0%,98.6,335.0,1,1,50.0%,-,-,50.0%,50.0%,73.6,33.3%,8.3%,8.3%,92.3%,100.0%,0.0%,-,-,-,50.0%,50.0%,33.3%
Jase Bowen RHB,,+540,-,8,3.00,0,1,-,0.125,-,-,0.081,12.5%,10.0%,12.5%,3.8%,91.0,316.0,3,1,16.7%,-,33.3%,16.7%,16.7%,73.8,50.0%,50.0%,10.0%,100.0%,66.7%,0.0%,16.7%,16.7%,50.0%,33.3%,16.7%,20.0%
Samad Taylor RHB,,+880,-,5,4.40,0,0,0.400,0.400,0.400,-,0.356,-,16.7%,40.0%,4.8%,79.0,245.7,0,0,-,-,33.3%,33.3%,33.3%,67.1,-,20.0%,-,83.3%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,0.0%
Sung-Mun Song LHB,—,N/A,3,4,3.40,0,0,-,-,-,-,-,-,20.0%,-,7.1%,83.9,119.2,0,0,-,-,25.0%,25.0%,-,70.8,20.0%,40.0%,20.0%,100.0%,-,-,-,75.0%,25.0%,50.0%,25.0%,25.0%
Nick Solak RHB,—,N/A,-,1,3.00,0,0,-,-,-,-,-,-,0.0%,-,-,95.7,319.0,1,0,-,-,-,100.0%,-,74.9,-,100.0%,-,100.0%,100.0%,0.0%,-,-,-,-,100.0%,0.0%
