Matchup,NYM @ ATL
Pitcher,Bryce Elder
Pitcher Team,ATL
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,126.2,528,0.229,0.295,0.385,0.156,1.20,19,1.35,8.0%,21.8%,19.7%,22.1%,10.2%,7.39,61.7%,6.8%,6.1%,40.5%,26.3%,19.0%,17.6%
vsLHB,81.0,329,0.197,0.273,0.349,0.153,1.09,11,1.22,9.1%,22.0%,20.4%,23.3%,10.2%,7.44,59.5%,6.3%,4.8%,35.9%,29.4%,16.2%,18.2%
vsRHB,44.2,199,0.280,0.331,0.441,0.161,1.43,8,1.61,6.0%,21.6%,18.6%,20.1%,10.2%,7.46,65.2%,7.7%,8.1%,47.7%,21.5%,25.0%,16.8%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Francisco Alvarez RHB,,+451,18,4.40,10,2,2,89.6,252.5,3,3,30.0%,20.0%,20.0%,50.0%,50.0%,74.2,46.2%,38.5%,38.5%,100.0%,50.0%,10.0%,100.0%,40.0%,30.0%,40.0%,40.0%,20.0%,30.0%
Brett Baty LHB,,+650,18,3.60,10,2,3,95.5,314.3,6,3,20.0%,10.0%,20.0%,50.0%,60.0%,74.6,50.0%,31.8%,18.2%,100.0%,70.0%,60.0%,33.3%,10.0%,20.0%,30.0%,30.0%,40.0%,28.6%
Carson Benge LHB,,+575,22,4.40,10,1,1,89.1,261.2,1,1,-,-,10.0%,30.0%,50.0%,69.9,6.2%,37.5%,12.5%,94.1%,60.0%,20.0%,50.0%,40.0%,40.0%,20.0%,20.0%,60.0%,66.7%
Francisco Lindor SHB,,+390,22,4.80,10,1,1,92.9,246.7,2,1,-,-,40.0%,70.0%,30.0%,72.5,33.3%,53.3%,20.0%,83.3%,60.0%,30.0%,33.3%,30.0%,20.0%,60.0%,20.0%,20.0%,55.6%
Gabriel Arias RHB,—,N/A,25,3.80,10,1,1,91.6,256.3,2,1,10.0%,-,-,30.0%,30.0%,74.6,41.7%,58.3%,25.0%,92.3%,30.0%,20.0%,50.0%,10.0%,60.0%,30.0%,50.0%,20.0%,50.0%
A.J. Ewing LHB,,+680,23,4.60,10,0,0,83.0,203.9,0,0,-,-,-,50.0%,30.0%,69.6,28.6%,42.9%,21.4%,93.3%,50.0%,20.0%,0.0%,30.0%,30.0%,-,60.0%,40.0%,70.0%
Jorge Polanco SHB,,+660,11,3.80,10,0,0,86.1,290.8,4,1,10.0%,-,20.0%,30.0%,20.0%,69.0,5.9%,35.3%,5.9%,94.4%,60.0%,40.0%,0.0%,20.0%,30.0%,40.0%,30.0%,30.0%,55.6%
Marcus Semien RHB,,+640,15,4.40,10,0,0,93.1,282.2,2,0,-,-,-,50.0%,10.0%,68.6,9.1%,81.8%,18.2%,100.0%,50.0%,50.0%,0.0%,-,50.0%,30.0%,50.0%,20.0%,33.3%
Luis Torrens RHB,,+800,11,3.80,10,0,1,83.5,221.0,2,0,-,-,10.0%,40.0%,40.0%,67.0,-,60.0%,10.0%,76.9%,50.0%,30.0%,0.0%,20.0%,50.0%,10.0%,20.0%,70.0%,14.3%
Luis Robert RHB,,+560,16,4.00,10,0,1,87.3,215.1,1,0,-,-,30.0%,40.0%,30.0%,79.1,81.8%,45.5%,36.4%,100.0%,50.0%,20.0%,0.0%,30.0%,40.0%,70.0%,10.0%,20.0%,28.6%
Bo Bichette RHB,,+650,12,4.80,10,0,0,88.4,298.6,1,0,-,-,10.0%,30.0%,10.0%,71.7,13.3%,46.7%,20.0%,93.8%,20.0%,10.0%,0.0%,10.0%,80.0%,40.0%,40.0%,20.0%,50.0%
Jared Young LHB,,+562,23,4.00,10,0,0,91.2,255.6,2,1,10.0%,-,10.0%,60.0%,40.0%,73.5,35.3%,47.1%,23.5%,85.0%,50.0%,20.0%,0.0%,30.0%,40.0%,30.0%,50.0%,20.0%,50.0%
