Matchup,CWS @ NYY
Pitcher,Carlos Rodon
Pitcher Team,NYY
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,31.0,129,0.168,0.265,0.271,0.103,1.19,2,0.58,14.7%,27.8%,26.4%,20.7%,13.0%,9.87,59.2%,9.9%,5.3%,34.7%,30.7%,8.7%,17.3%
vsLHB,7.2,34,0.267,0.343,0.467,0.200,1.43,1,1.17,8.8%,21.0%,23.5%,20.0%,9.5%,9.39,61.8%,9.5%,13.0%,34.8%,21.7%,20.0%,8.7%
vsRHB,23.1,95,0.130,0.238,0.195,0.065,1.11,1,0.39,16.8%,30.1%,27.4%,21.0%,14.2%,10.03,58.3%,10.0%,1.9%,34.6%,34.6%,5.6%,21.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Randal Grichuk RHB,,+492,37,17,2.20,2,2,0.467,0.529,0.933,0.467,0.608,11.8%,15.2%,11.8%,7.7%,86.1,247.6,2,2,7.7%,7.7%,30.8%,38.5%,61.5%,74.0,36.4%,18.2%,12.1%,100.0%,15.4%,100.0%,46.2%,23.1%,46.2%,30.8%,23.1%,27.8%
Everson Pereira RHB,,+630,13,20,2.60,1,1,0.389,0.450,0.611,0.222,0.456,10.0%,38.2%,30.0%,22.0%,87.2,299.1,3,1,8.3%,-,16.7%,41.7%,41.7%,74.8,56.2%,21.9%,12.5%,94.1%,25.0%,33.3%,25.0%,50.0%,41.7%,33.3%,25.0%,44.4%
Chase Meidroth RHB,,+1260,14,19,3.80,1,1,0.353,0.421,0.588,0.235,0.433,10.5%,17.9%,15.8%,8.6%,90.2,311.2,4,1,7.1%,7.1%,7.1%,35.7%,14.3%,66.1,-,40.0%,12.0%,92.6%,28.6%,25.0%,7.1%,64.3%,35.7%,28.6%,35.7%,25.0%
Miguel Vargas RHB,,+445,25,15,3.80,1,1,0.455,0.600,0.727,0.273,0.550,26.7%,18.8%,-,8.2%,91.5,256.3,3,1,9.1%,9.1%,45.5%,45.5%,54.5%,73.9,40.0%,30.0%,13.3%,93.8%,45.5%,20.0%,45.5%,-,45.5%,45.5%,9.1%,35.3%
Colson Montgomery LHB,,+471,25,14,3.80,1,3,0.417,0.500,0.917,0.500,0.578,14.3%,17.2%,-,10.2%,90.1,340.4,6,3,25.0%,8.3%,25.0%,58.3%,41.7%,75.1,44.0%,28.0%,28.0%,86.2%,25.0%,33.3%,33.3%,41.7%,50.0%,41.7%,8.3%,80.0%
Luisangel Acuna RHB,,+1380,17,19,2.20,0,1,0.235,0.263,0.294,0.059,0.242,5.3%,11.5%,-,5.4%,88.0,279.5,4,2,5.6%,-,11.1%,38.9%,22.2%,72.1,21.7%,47.8%,21.7%,95.8%,22.2%,0.0%,16.7%,50.0%,38.9%,38.9%,22.2%,47.4%
Edgar Quero SHB,,+1150,22,19,2.80,0,0,0.125,0.211,0.125,-,0.162,10.5%,17.6%,21.1%,9.4%,88.2,252.9,3,0,-,-,30.8%,30.8%,30.8%,69.7,6.5%,35.5%,3.2%,91.2%,30.8%,0.0%,30.8%,38.5%,53.8%,30.8%,15.4%,44.4%
Sam Antonacci LHB,,+1200,11,13,4.20,0,1,0.167,0.231,0.167,-,0.192,-,21.7%,30.8%,8.8%,89.5,342.2,1,1,12.5%,-,12.5%,37.5%,12.5%,69.2,-,25.0%,12.5%,69.6%,25.0%,0.0%,-,75.0%,25.0%,75.0%,-,25.0%
Andrew Benintendi LHB,—,N/A,10,13,3.20,0,0,0.167,0.231,0.250,0.083,0.216,7.7%,39.4%,53.8%,25.0%,72.8,342.5,1,1,20.0%,-,20.0%,40.0%,40.0%,68.3,-,7.4%,3.7%,81.8%,20.0%,0.0%,20.0%,40.0%,80.0%,20.0%,-,68.8%
Drew Romo SHB,—,N/A,9,12,3.60,0,0,-,0.167,-,-,0.108,16.7%,31.8%,25.0%,15.6%,73.7,185.3,0,0,-,-,-,-,28.6%,68.9,5.6%,11.1%,-,85.7%,14.3%,0.0%,28.6%,28.6%,14.3%,71.4%,14.3%,54.5%
Tristan Peters LHB,,+1000,-,11,3.20,0,0,0.182,0.182,0.182,-,0.162,-,23.8%,-,12.5%,60.5,192.6,0,0,-,-,-,-,9.1%,68.9,-,8.3%,-,60.0%,-,-,9.1%,63.6%,54.5%,45.5%,-,50.0%
Jacob Gonzalez LHB,—,N/A,-,8,3.40,0,0,0.167,0.375,0.167,-,0.282,12.5%,35.7%,37.5%,12.5%,97.6,-,0,0,-,-,-,66.7%,-,71.8,11.1%,11.1%,-,69.2%,-,-,-,100.0%,100.0%,-,-,27.3%
Braden Montgomery SHB,,+660,-,6,3.80,0,0,0.333,0.333,0.500,0.167,0.360,-,50.0%,16.7%,29.4%,88.0,271.2,1,0,-,-,20.0%,60.0%,80.0%,72.3,40.0%,30.0%,20.0%,100.0%,40.0%,0.0%,40.0%,20.0%,40.0%,20.0%,40.0%,66.7%
