Matchup,ATL @ SD
Pitcher,Griffin Canning
Pitcher Team,SD
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,42.0,183,0.263,0.356,0.455,0.192,1.57,8,1.71,13.7%,24.8%,22.4%,23.4%,10.5%,8.79,55.7%,6.0%,10.3%,48.7%,23.9%,17.9%,12.8%
vsLHB,24.1,113,0.299,0.411,0.588,0.289,1.77,8,2.96,12.4%,24.6%,21.2%,22.2%,11.1%,8.88,56.6%,5.7%,14.7%,57.3%,25.3%,26.3%,17.3%
vsRHB,16.1,70,0.203,0.269,0.237,0.034,1.41,0,-,15.7%,25.0%,24.3%,25.4%,9.6%,9.37,54.3%,6.4%,2.4%,33.3%,21.4%,-,4.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dominic Smith LHB,,+700,16,19,2.80,1,4,0.312,0.368,0.562,0.250,0.386,10.5%,30.0%,15.8%,12.9%,81.8,277.9,5,4,14.3%,7.1%,28.6%,42.9%,50.0%,69.8,4.2%,37.5%,12.5%,82.8%,28.6%,25.0%,35.7%,35.7%,50.0%,28.6%,21.4%,7.7%
Joey Bart RHB,—,N/A,18,17,3.80,1,1,0.412,0.412,0.588,0.176,0.438,-,8.7%,17.6%,3.6%,91.1,245.1,3,2,14.3%,7.1%,21.4%,50.0%,42.9%,76.7,68.4%,36.8%,26.3%,90.5%,28.6%,0.0%,35.7%,28.6%,35.7%,35.7%,28.6%,22.2%
Matt Olson LHB,,+340,18,15,4.00,1,1,0.200,0.200,0.400,0.200,0.259,-,36.4%,40.0%,17.9%,96.5,318.1,4,1,11.1%,-,11.1%,55.6%,55.6%,75.5,61.3%,22.6%,9.7%,93.9%,22.2%,50.0%,44.4%,33.3%,44.4%,44.4%,11.1%,8.3%
Mauricio Dubon RHB,,+980,14,23,4.20,0,0,0.304,0.304,0.304,-,0.271,-,7.7%,13.0%,4.5%,81.9,206.0,2,1,5.0%,-,10.0%,25.0%,40.0%,67.9,4.4%,24.4%,4.4%,86.5%,15.0%,0.0%,35.0%,30.0%,15.0%,55.0%,30.0%,28.6%
Jorge Mateo RHB,,+800,19,21,2.20,0,0,0.150,0.190,0.200,0.050,0.176,4.8%,26.4%,33.3%,16.1%,89.2,276.0,5,2,-,-,15.4%,53.8%,53.8%,73.6,30.4%,15.2%,10.9%,86.8%,15.4%,0.0%,46.2%,30.8%,30.8%,38.5%,30.8%,27.8%
Michael Harris II LHB,,+475,19,21,3.20,0,0,0.300,0.333,0.350,0.050,0.303,4.8%,27.3%,23.8%,14.8%,89.3,237.6,3,2,6.7%,-,6.7%,46.7%,53.3%,75.0,48.6%,17.1%,17.1%,81.4%,-,-,60.0%,33.3%,20.0%,73.3%,6.7%,33.3%
Drake Baldwin LHB,,+400,31,19,4.20,0,0,0.118,0.211,0.118,-,0.162,10.5%,33.9%,52.6%,20.8%,83.5,252.3,0,0,-,-,42.9%,28.6%,42.9%,74.9,51.8%,7.1%,1.8%,91.8%,-,-,42.9%,42.9%,71.4%,-,28.6%,34.8%
Mike Yastrzemski LHB,,+650,18,17,3.60,0,0,0.125,0.176,0.125,-,0.143,5.9%,30.8%,23.5%,14.0%,92.9,302.6,4,3,-,-,-,75.0%,33.3%,71.7,9.1%,50.0%,18.2%,88.0%,33.3%,0.0%,25.0%,41.7%,8.3%,83.3%,8.3%,30.8%
Ha-Seong Kim RHB,—,N/A,8,17,3.00,0,1,0.133,0.235,0.133,-,0.181,11.8%,12.1%,11.8%,5.4%,82.3,258.7,1,1,7.7%,-,7.7%,15.4%,23.1%,71.8,20.0%,16.7%,3.3%,90.9%,23.1%,0.0%,15.4%,53.8%,53.8%,38.5%,7.7%,31.6%
Austin Riley RHB,,+498,20,16,3.80,0,0,0.286,0.375,0.286,-,0.308,6.2%,31.2%,25.0%,16.9%,89.2,255.3,1,1,-,-,10.0%,40.0%,40.0%,76.8,74.1%,11.1%,3.7%,87.1%,40.0%,0.0%,20.0%,30.0%,20.0%,60.0%,20.0%,26.7%
Ozzie Albies SHB,,+660,16,14,4.20,0,0,0.083,0.071,0.083,-,0.064,-,29.6%,28.6%,17.4%,91.4,313.4,6,2,-,-,10.0%,20.0%,40.0%,69.1,4.3%,30.4%,4.3%,88.5%,50.0%,0.0%,20.0%,30.0%,40.0%,50.0%,10.0%,40.0%
Eli White RHB,—,N/A,6,12,3.20,0,1,0.167,0.167,0.250,0.083,0.180,-,37.0%,41.7%,20.8%,84.9,309.3,2,1,-,-,14.3%,42.9%,42.9%,72.0,27.3%,18.2%,9.1%,81.5%,28.6%,0.0%,14.3%,57.1%,42.9%,28.6%,28.6%,30.8%
Rowdy Tellez LHB,—,N/A,-,2,1.00,0,0,-,-,-,-,-,-,0.0%,-,-,83.9,173.4,0,0,-,-,50.0%,-,50.0%,79.0,75.0%,-,-,80.0%,50.0%,0.0%,50.0%,-,50.0%,-,50.0%,0.0%
