Matchup,MIN @ NYY
Pitcher,Mike Paredes
Pitcher Team,MIN
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,25.2,109,0.237,0.319,0.423,0.186,1.25,4,1.40,8.3%,19.5%,11.9%,14.1%,9.4%,4.56,66.4%,8.6%,7.1%,51.8%,30.6%,15.4%,16.5%
vsLHB,16.2,68,0.217,0.298,0.383,0.167,1.08,2,1.08,7.4%,16.8%,5.9%,8.7%,8.4%,2.16,66.2%,8.0%,5.3%,49.1%,29.8%,11.8%,19.3%
vsRHB,9.0,41,0.270,0.354,0.486,0.216,1.56,2,2.00,9.8%,23.6%,22.0%,19.6%,10.8%,9.00,66.7%,9.6%,10.7%,57.1%,32.1%,22.2%,10.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ben Rice LHB,,+240,31,13,4.20,2,3,0.167,0.231,0.667,0.500,0.373,7.7%,26.1%,38.5%,11.5%,97.7,335.9,4,3,14.3%,-,14.3%,57.1%,14.3%,73.1,9.5%,28.6%,9.5%,91.3%,85.7%,85.7%,33.3%,-,14.3%,14.3%,42.9%,42.9%,35.3%
Paul Goldschmidt RHB,,+390,27,9,3.40,2,2,0.222,0.222,0.889,0.667,0.467,-,29.4%,44.4%,13.9%,89.9,369.5,2,1,40.0%,20.0%,20.0%,60.0%,20.0%,71.6,13.3%,26.7%,13.3%,88.2%,40.0%,40.0%,100.0%,-,60.0%,60.0%,20.0%,20.0%,16.7%
Jazz Chisholm Jr. LHB,,+340,34,17,2.60,1,2,0.267,0.353,0.533,0.267,0.379,11.8%,20.8%,23.5%,7.7%,93.1,242.5,3,3,9.1%,9.1%,18.2%,36.4%,27.3%,75.1,45.8%,25.0%,16.7%,100.0%,27.3%,27.3%,33.3%,-,54.5%,72.7%,9.1%,18.2%,6.2%
Amed Rosario RHB,—,N/A,21,14,3.60,1,1,0.231,0.286,0.462,0.231,0.324,7.1%,34.6%,28.6%,20.0%,85.7,268.6,1,1,11.1%,-,-,22.2%,22.2%,72.0,23.8%,14.3%,9.5%,80.8%,44.4%,33.3%,33.3%,11.1%,55.6%,22.2%,33.3%,44.4%,38.5%
Cody Bellinger LHB,,+350,27,19,4.20,0,1,0.062,0.211,0.062,-,0.149,15.8%,12.0%,15.8%,5.7%,86.6,245.5,2,0,-,-,23.1%,30.8%,38.5%,69.4,-,42.1%,15.8%,79.2%,46.2%,23.1%,0.0%,23.1%,38.5%,38.5%,30.8%,30.8%,25.0%
Spencer Jones LHB,,+395,26,18,2.80,0,0,0.125,0.222,0.188,0.062,0.192,11.1%,52.4%,50.0%,26.2%,88.0,239.6,1,0,-,-,42.9%,28.6%,28.6%,77.6,73.7%,7.9%,2.6%,90.5%,71.5%,42.9%,0.0%,28.6%,14.3%,57.1%,14.3%,28.6%,42.1%
Jasson Dominguez SHB,,+400,14,13,3.60,0,0,0.308,0.308,0.538,0.231,0.362,-,21.9%,23.1%,11.5%,92.7,272.9,3,0,-,-,50.0%,50.0%,60.0%,73.5,38.7%,22.6%,12.9%,96.9%,80.0%,20.0%,0.0%,60.0%,20.0%,60.0%,30.0%,10.0%,31.2%
Jose Caballero RHB,,+610,18,12,3.60,0,0,0.083,0.083,0.083,-,0.074,-,34.6%,25.0%,19.6%,84.9,209.0,2,0,-,-,33.3%,22.2%,33.3%,69.9,24.0%,20.0%,-,96.2%,44.4%,22.2%,0.0%,22.2%,33.3%,66.7%,11.1%,22.2%,36.4%
Max Schuemann RHB,—,N/A,5,10,2.00,0,0,0.143,0.400,0.286,0.143,0.329,20.0%,47.1%,30.0%,21.1%,99.5,264.2,1,0,-,-,25.0%,75.0%,25.0%,70.4,12.5%,18.8%,12.5%,100.0%,75.0%,50.0%,0.0%,25.0%,25.0%,25.0%,50.0%,25.0%,30.0%
Anthony Volpe RHB,,+540,16,10,3.20,0,0,0.400,0.400,0.500,0.100,0.394,-,16.7%,20.0%,7.1%,93.9,297.9,3,1,12.5%,-,12.5%,50.0%,37.5%,72.8,29.4%,35.3%,17.6%,100.0%,62.5%,25.0%,0.0%,37.5%,37.5%,12.5%,75.0%,12.5%,25.0%
Austin Wells LHB,,+400,26,9,2.40,0,0,0.111,0.111,0.111,-,0.099,-,27.3%,11.1%,15.0%,85.2,239.2,1,0,-,-,25.0%,50.0%,25.0%,74.0,23.8%,19.0%,9.5%,95.5%,50.0%,37.5%,0.0%,12.5%,37.5%,25.0%,37.5%,37.5%,55.6%
Ali Sanchez RHB,—,N/A,-,8,2.00,0,0,0.167,0.375,0.167,-,0.282,12.5%,33.3%,37.5%,14.3%,85.8,253.0,0,0,-,-,-,-,33.3%,71.3,11.1%,11.1%,-,90.0%,100.0%,66.7%,0.0%,33.3%,-,-,33.3%,66.7%,33.3%
Oswaldo Cabrera SHB,—,N/A,-,6,3.67,0,0,-,-,-,-,-,-,16.7%,16.7%,10.5%,71.6,308.6,1,0,-,-,-,40.0%,20.0%,69.8,-,33.3%,-,81.8%,20.0%,-,-,20.0%,40.0%,20.0%,20.0%,60.0%,57.1%
