Matchup,HOU @ TOR
Pitcher,Hunter Brown
Pitcher Team,HOU
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,16.1,64,0.145,0.212,0.164,0.018,1.04,0,-,14.1%,28.4%,37.5%,31.6%,11.4%,13.22,52.3%,7.0%,3.2%,32.3%,22.6%,-,16.1%
vsLHB,8.1,31,0.115,0.196,0.115,-,0.96,0,-,16.1%,32.7%,38.7%,37.5%,12.7%,12.96,56.2%,6.7%,7.1%,35.7%,42.9%,-,7.1%
vsRHB,8.0,33,0.172,0.228,0.207,0.034,1.12,0,-,12.1%,24.6%,36.4%,27.3%,10.1%,13.50,48.5%,7.2%,-,29.4%,5.9%,-,23.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,,+520,21,17,3.80,2,3,0.214,0.294,0.714,0.500,0.402,5.9%,40.6%,29.4%,21.0%,92.6,311.8,5,4,30.0%,10.0%,20.0%,70.0%,40.0%,72.6,33.3%,26.7%,13.3%,93.8%,60.0%,16.7%,10.0%,20.0%,40.0%,30.0%,30.0%,37.5%
Yohendrick Pinango LHB,—,N/A,30,14,3.40,1,1,0.385,0.429,0.692,0.308,0.478,7.1%,6.1%,7.1%,3.3%,92.3,251.8,2,1,8.3%,8.3%,8.3%,66.7%,16.7%,74.3,51.6%,29.0%,16.1%,93.9%,25.0%,33.3%,16.7%,50.0%,8.3%,50.0%,41.7%,28.6%
Brandon Valenzuela SHB,—,N/A,23,16,4.00,2,4,0.467,0.500,0.933,0.467,0.605,6.2%,11.1%,12.5%,4.9%,93.6,289.5,4,4,23.1%,15.4%,38.5%,53.8%,46.2%,73.7,29.6%,37.0%,18.5%,100.0%,46.2%,33.3%,23.1%,30.8%,53.8%,38.5%,7.7%,45.5%
Vladimir Guerrero Jr. RHB,,+650,25,18,3.80,1,1,0.353,0.389,0.588,0.235,0.421,5.6%,20.7%,11.1%,8.8%,87.9,265.9,4,2,20.0%,-,6.7%,46.7%,33.3%,76.4,75.0%,33.3%,25.0%,82.8%,40.0%,0.0%,26.7%,33.3%,26.7%,53.3%,20.0%,31.6%
Davis Schneider RHB,—,N/A,17,14,3.80,1,1,0.143,0.143,0.357,0.214,0.214,-,36.0%,35.7%,16.1%,82.8,204.7,3,1,11.1%,-,11.1%,44.4%,33.3%,70.8,4.3%,26.1%,13.0%,92.0%,44.4%,25.0%,11.1%,-,22.2%,33.3%,44.4%,27.8%
Alejandro Kirk RHB,,+680,10,18,3.60,0,0,0.250,0.333,0.312,0.062,0.291,11.1%,18.4%,11.1%,8.6%,85.5,257.2,2,0,-,-,7.1%,42.9%,35.7%,69.3,9.7%,29.0%,9.7%,83.8%,14.3%,0.0%,21.4%,64.3%,28.6%,57.1%,14.3%,20.8%
Daulton Varsho LHB,,+640,19,16,2.80,1,1,0.286,0.375,0.500,0.214,0.379,12.5%,19.4%,25.0%,11.3%,89.6,286.5,2,1,10.0%,10.0%,20.0%,40.0%,40.0%,73.3,25.0%,21.4%,14.3%,93.3%,20.0%,50.0%,30.0%,50.0%,60.0%,30.0%,10.0%,55.6%
Jesus Sanchez LHB,,+630,19,17,3.80,0,0,0.200,0.294,0.267,0.067,0.256,11.8%,25.8%,35.3%,11.6%,85.2,182.0,1,0,11.1%,-,11.1%,33.3%,11.1%,73.8,31.0%,10.3%,6.9%,93.5%,22.2%,0.0%,11.1%,44.4%,33.3%,55.6%,11.1%,14.3%
George Springer RHB,,+549,39,20,4.40,1,1,0.222,0.300,0.389,0.167,0.303,10.0%,18.2%,5.0%,8.7%,88.3,272.6,4,1,5.9%,5.9%,11.8%,29.4%,35.3%,72.5,33.3%,30.3%,6.1%,100.0%,35.3%,16.7%,17.6%,47.1%,23.5%,47.1%,29.4%,42.9%
Ernie Clement RHB,,+1220,16,17,3.80,0,0,0.235,0.235,0.294,0.059,0.232,-,17.9%,11.8%,11.9%,84.4,244.9,3,1,-,-,6.7%,26.7%,26.7%,68.1,-,45.8%,4.2%,85.7%,26.7%,0.0%,26.7%,33.3%,6.7%,60.0%,33.3%,45.0%
