Matchup,TEX @ STL
Pitcher,MacKenzie Gore
Pitcher Team,TEX
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.1,257,0.203,0.282,0.344,0.141,1.19,6,0.88,10.5%,24.6%,25.3%,19.6%,11.8%,9.54,57.6%,7.9%,9.2%,44.2%,27.0%,11.4%,19.0%
vsLHB,13.1,64,0.245,0.337,0.377,0.132,1.80,1,0.68,17.2%,23.6%,20.3%,16.9%,10.2%,8.78,65.6%,11.0%,12.5%,45.0%,27.5%,9.1%,12.5%
vsRHB,48.0,193,0.190,0.264,0.333,0.144,1.02,5,0.94,8.3%,24.8%,26.9%,20.4%,12.3%,9.75,54.9%,6.9%,8.1%,43.9%,26.8%,12.1%,21.1%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ivan Herrera RHB,+650,16,4.20,1,1,0.429,0.500,0.714,0.286,0.514,12.5%,14.3%,6.2%,6.6%,91.5,7.7%,7.7%,15.4%,53.8%,38.5%,73.7,38.5%,30.8%,15.4%,100.0%,23.1%,33.3%,23.1%,46.2%,53.8%,30.8%,15.4%,23.1%
Jordan Walker RHB,+490,13,4.20,1,1,0.273,0.385,0.545,0.273,0.398,15.4%,16.7%,15.4%,9.6%,93.7,11.1%,-,11.1%,44.4%,22.2%,79.2,90.0%,20.0%,10.0%,100.0%,22.2%,0.0%,22.2%,55.6%,55.6%,33.3%,11.1%,53.3%
Victor Scott II LHB,+1659,13,2.60,1,1,0.308,0.308,0.538,0.231,0.367,-,26.3%,15.4%,13.9%,72.9,-,-,9.1%,27.3%,36.4%,68.0,-,26.7%,13.3%,83.3%,18.2%,50.0%,18.2%,36.4%,45.5%,36.4%,9.1%,41.7%
Nolan Gorman LHB,N/A,12,2.60,1,2,0.364,0.417,0.636,0.273,0.452,8.3%,46.4%,25.0%,27.1%,87.0,25.0%,-,12.5%,50.0%,50.0%,70.9,4.8%,23.8%,19.0%,75.0%,37.5%,33.3%,12.5%,50.0%,37.5%,37.5%,25.0%,38.5%
Nelson Velazquez RHB,N/A,5,2.75,1,1,0.250,0.400,1.000,0.750,0.564,-,22.2%,40.0%,10.0%,100.8,50.0%,50.0%,50.0%,100.0%,50.0%,73.9,42.9%,28.6%,14.3%,87.5%,50.0%,100.0%,-,50.0%,50.0%,50.0%,-,60.0%
JJ Wetherholt LHB,+710,14,4.20,0,1,0.333,0.429,0.500,0.167,0.401,14.3%,12.5%,-,6.5%,95.6,25.0%,-,8.3%,75.0%,33.3%,72.7,33.3%,52.4%,19.0%,87.5%,41.7%,0.0%,8.3%,41.7%,16.7%,66.7%,16.7%,53.8%
Alec Burleson LHB,+700,14,4.20,0,0,0.250,0.286,0.250,-,0.237,7.1%,19.0%,7.1%,8.7%,87.1,-,-,16.7%,41.7%,58.3%,72.5,35.0%,35.0%,10.0%,95.2%,25.0%,0.0%,41.7%,16.7%,25.0%,50.0%,25.0%,25.0%
Jose Fermin RHB,+1120,13,2.60,0,0,-,0.077,-,-,0.050,7.7%,18.2%,15.4%,8.3%,81.7,-,-,30.0%,20.0%,20.0%,68.3,-,19.0%,9.5%,100.0%,10.0%,0.0%,20.0%,50.0%,50.0%,30.0%,20.0%,40.0%
Pedro Pages RHB,N/A,13,3.20,0,0,0.154,0.154,0.154,-,0.137,-,26.7%,15.4%,15.4%,90.4,-,-,9.1%,54.5%,18.2%,72.4,23.1%,26.9%,7.7%,89.7%,36.4%,0.0%,18.2%,36.4%,36.4%,18.2%,36.4%,30.8%
Thomas Saggese RHB,+930,12,2.00,0,0,0.182,0.250,0.182,-,0.202,8.3%,38.2%,33.3%,20.3%,85.3,-,-,42.9%,28.6%,57.1%,71.4,12.9%,12.9%,6.5%,91.2%,14.3%,0.0%,42.9%,28.6%,71.4%,14.3%,14.3%,15.4%
Masyn Winn RHB,+1040,11,4.00,0,0,-,-,-,-,-,-,36.0%,36.4%,15.3%,86.4,-,-,-,14.3%,57.1%,72.3,22.7%,22.7%,-,91.7%,14.3%,0.0%,42.9%,28.6%,14.3%,42.9%,42.9%,14.3%
Bryan Torres LHB,N/A,7,3.60,0,0,-,0.143,-,-,0.093,14.3%,13.3%,14.3%,6.7%,85.3,-,-,-,-,20.0%,63.7,-,18.2%,-,78.6%,-,-,20.0%,60.0%,-,20.0%,60.0%,0.0%
