Matchup,SEA @ MIA
Pitcher,Bryce Miller
Pitcher Team,SEA
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.1,187,0.165,0.207,0.308,0.143,0.67,7,1.20,2.7%,29.2%,33.2%,24.2%,16.9%,10.66,66.1%,7.8%,6.7%,27.5%,35.0%,16.7%,20.0%
vsLHB,27.1,96,0.152,0.188,0.261,0.109,0.66,2,0.66,4.2%,27.9%,31.2%,21.7%,16.5%,9.88,64.2%,7.1%,4.8%,25.8%,33.9%,9.5%,21.0%
vsRHB,25.0,91,0.178,0.228,0.356,0.178,0.68,5,1.80,1.1%,30.8%,35.2%,27.1%,17.3%,11.52,68.1%,8.7%,8.6%,29.3%,36.2%,23.8%,19.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joe Mack LHB,,+750,24,16,3.40,3,3,0.333,0.375,0.933,0.600,0.546,6.2%,22.2%,6.2%,11.3%,91.7,329.4,5,3,14.3%,7.1%,14.3%,50.0%,21.4%,73.7,40.9%,27.3%,18.2%,88.0%,64.2%,57.1%,37.5%,7.1%,35.7%,28.6%,35.7%,35.7%,36.8%
Kyle Stowers LHB,,+390,37,17,4.60,2,2,0.312,0.294,0.688,0.375,0.404,-,39.5%,29.4%,24.3%,102.2,297.7,4,4,33.3%,25.0%,41.7%,83.3%,50.0%,75.9,57.9%,28.9%,26.3%,88.4%,58.4%,16.7%,100.0%,41.7%,41.7%,75.0%,25.0%,-,52.9%
Owen Caissie LHB,,+550,35,14,3.00,2,3,0.455,0.500,1.091,0.636,0.611,14.3%,40.9%,28.6%,19.1%,95.8,323.1,5,4,37.5%,25.0%,37.5%,62.5%,62.5%,75.4,65.0%,35.0%,25.0%,90.9%,87.5%,62.5%,40.0%,25.0%,12.5%,37.5%,25.0%,37.5%,18.2%
Heriberto Hernandez RHB,,+573,24,13,3.60,2,3,0.333,0.385,0.917,0.583,0.539,7.7%,35.0%,23.1%,16.3%,95.5,344.1,5,4,33.3%,-,-,77.8%,33.3%,76.7,77.8%,38.9%,33.3%,90.0%,55.5%,44.4%,50.0%,11.1%,33.3%,-,77.8%,22.2%,16.7%
Otto Lopez RHB,,+840,15,12,5.00,2,3,0.583,0.583,1.250,0.667,0.784,-,5.3%,16.7%,2.6%,84.0,285.2,3,3,20.0%,10.0%,20.0%,40.0%,80.0%,70.6,22.2%,33.3%,22.2%,94.7%,70.0%,20.0%,50.0%,50.0%,20.0%,20.0%,60.0%,20.0%,0.0%
Jakob Marsee LHB,,+890,20,26,4.00,1,1,0.167,0.231,0.333,0.167,0.251,3.8%,7.7%,3.8%,3.5%,86.0,213.2,2,2,4.3%,4.3%,13.0%,17.4%,30.4%,71.4,7.9%,31.6%,10.5%,97.4%,47.8%,26.1%,16.7%,21.7%,39.1%,39.1%,30.4%,30.4%,25.0%
Xavier Edwards SHB,,+1400,12,18,5.00,0,0,0.500,0.556,0.643,0.143,0.497,16.7%,12.8%,5.6%,6.5%,81.0,268.2,3,0,-,-,7.1%,14.3%,21.4%,66.8,-,30.0%,6.7%,78.9%,57.1%,35.7%,0.0%,21.4%,35.7%,7.1%,35.7%,57.1%,30.0%
Griffin Conine LHB,,+600,21,18,3.80,0,0,0.312,0.389,0.312,-,0.319,11.1%,31.2%,33.3%,17.4%,87.7,207.9,0,0,-,-,10.0%,50.0%,20.0%,73.9,41.5%,12.2%,7.3%,85.4%,20.0%,-,-,20.0%,80.0%,70.0%,30.0%,-,27.8%
Liam Hicks LHB,,+750,45,16,5.20,0,0,0.429,0.500,0.500,0.071,0.439,12.5%,4.5%,6.2%,1.8%,84.4,260.3,2,0,-,-,15.4%,30.8%,30.8%,68.7,5.3%,31.6%,5.3%,90.5%,30.8%,15.4%,0.0%,15.4%,61.5%,46.2%,46.2%,7.7%,12.5%
Leo Jimenez RHB,—,N/A,29,16,3.80,0,0,0.214,0.312,0.214,-,0.248,12.5%,45.5%,37.5%,20.0%,95.4,301.7,4,2,-,-,25.0%,50.0%,25.0%,71.5,-,43.8%,18.8%,72.7%,62.5%,50.0%,0.0%,12.5%,37.5%,37.5%,50.0%,12.5%,25.0%
