Matchup,ARI @ SEA
Pitcher,Zac Gallen
Pitcher Team,ARI
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,54.1,240,0.279,0.333,0.434,0.155,1.44,7,1.16,7.1%,19.1%,16.7%,14.2%,8.8%,6.63,66.2%,6.8%,9.4%,44.8%,27.1%,12.2%,17.1%
vsLHB,27.2,122,0.282,0.330,0.418,0.136,1.41,2,0.65,6.6%,13.3%,12.3%,12.1%,5.9%,4.88,62.3%,6.6%,10.3%,49.5%,29.9%,6.9%,16.5%
vsRHB,26.2,118,0.275,0.336,0.450,0.174,1.46,5,1.69,7.6%,24.3%,21.2%,15.9%,11.5%,8.44,70.3%,6.9%,8.3%,39.3%,23.8%,20.0%,17.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Julio Rodriguez RHB,+500,21,4.60,2,2,0.263,0.333,0.579,0.316,0.389,9.5%,21.6%,-,11.3%,90.1,10.5%,5.3%,10.5%,36.8%,31.6%,77.5,70.6%,23.5%,20.6%,94.4%,31.6%,33.3%,21.1%,36.8%,26.3%,31.6%,42.1%,26.3%
Mitch Garver RHB,+650,20,3.80,2,2,0.188,0.350,0.562,0.375,0.384,20.0%,42.9%,35.0%,17.0%,98.9,11.1%,11.1%,55.6%,88.9%,22.2%,74.1,37.5%,25.0%,18.8%,91.4%,55.6%,40.0%,22.2%,22.2%,66.7%,33.3%,-,18.2%
JP Crawford LHB,+920,17,4.80,1,1,0.200,0.294,0.400,0.200,0.309,5.9%,23.1%,23.5%,10.7%,87.3,18.2%,9.1%,27.3%,27.3%,45.5%,70.5,16.7%,25.0%,8.3%,92.3%,18.2%,50.0%,27.3%,45.5%,54.5%,27.3%,18.2%,31.2%
Dominic Canzone LHB,+583,17,3.20,1,1,0.188,0.235,0.438,0.250,0.289,5.9%,28.0%,23.5%,13.7%,93.3,16.7%,16.7%,25.0%,58.3%,25.0%,75.1,54.5%,40.9%,31.8%,88.0%,8.3%,100.0%,16.7%,66.7%,50.0%,33.3%,16.7%,25.0%
Colt Emerson LHB,+920,11,3.80,1,1,0.200,0.273,0.600,0.400,0.365,9.1%,25.0%,27.3%,12.0%,90.4,-,-,42.9%,42.9%,57.1%,71.1,10.5%,26.3%,15.8%,79.2%,-,-,57.1%,42.9%,57.1%,28.6%,14.3%,33.3%
Randy Arozarena RHB,+650,18,4.60,0,0,0.188,0.278,0.250,0.062,0.246,5.6%,32.4%,16.7%,14.8%,90.0,-,-,-,46.2%,23.1%,71.0,23.5%,26.5%,11.8%,91.9%,23.1%,0.0%,-,69.2%,15.4%,53.8%,30.8%,29.2%
Jhonny Pereda RHB,N/A,13,3.80,0,0,-,0.077,-,-,0.050,7.7%,8.7%,23.1%,2.9%,89.7,-,-,22.2%,22.2%,33.3%,71.0,5.0%,30.0%,5.0%,90.9%,55.6%,0.0%,22.2%,-,22.2%,33.3%,44.4%,28.6%
Luke Raley LHB,+423,13,3.20,0,0,0.308,0.308,0.308,-,0.274,-,42.3%,46.2%,28.2%,85.0,-,-,14.3%,28.6%,28.6%,75.0,54.2%,8.3%,4.2%,92.3%,28.6%,0.0%,28.6%,42.9%,42.9%,28.6%,28.6%,50.0%
Josh Naylor LHB,+525,11,4.40,0,1,0.222,0.364,0.222,-,0.280,18.2%,9.1%,-,4.1%,88.4,-,-,22.2%,22.2%,44.4%,69.1,-,30.0%,5.0%,95.2%,44.4%,0.0%,22.2%,11.1%,33.3%,22.2%,44.4%,53.8%
Cole Young LHB,+960,11,4.00,0,0,0.200,0.273,0.300,0.100,0.255,9.1%,5.0%,9.1%,2.0%,86.0,-,-,11.1%,22.2%,33.3%,71.3,25.0%,37.5%,6.2%,80.0%,22.2%,0.0%,33.3%,33.3%,44.4%,44.4%,11.1%,41.2%
Rob Refsnyder RHB,N/A,10,3.20,0,0,0.222,0.300,0.222,-,0.243,10.0%,38.9%,30.0%,17.9%,89.8,-,-,33.3%,33.3%,66.7%,72.6,23.5%,17.6%,11.8%,94.4%,50.0%,0.0%,50.0%,-,33.3%,50.0%,16.7%,50.0%
Patrick Wisdom RHB,N/A,4,3.00,0,0,0.250,0.250,0.500,0.250,0.318,-,23.1%,25.0%,14.3%,98.8,33.3%,-,33.3%,66.7%,66.7%,76.6,81.8%,27.3%,18.2%,84.6%,33.3%,0.0%,33.3%,-,33.3%,-,66.7%,75.0%
Victor Robles RHB,N/A,4,2.80,0,0,-,-,-,-,-,-,12.5%,-,5.9%,82.7,-,-,-,-,-,67.8,-,37.5%,-,100.0%,-,-,-,75.0%,50.0%,25.0%,25.0%,25.0%
