Matchup,WSH @ ARI
Pitcher,Foster Griffin
Pitcher Team,WSH
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,67.0,280,0.222,0.309,0.417,0.194,1.15,13,1.75,7.5%,24.4%,23.2%,19.4%,11.2%,8.73,58.0%,5.8%,12.8%,37.8%,29.3%,21.8%,22.3%
vsLHB,20.0,82,0.178,0.275,0.356,0.178,0.95,3,1.35,7.3%,26.9%,25.6%,19.3%,11.9%,9.45,61.0%,4.9%,11.5%,32.7%,32.7%,17.6%,25.0%
vsRHB,47.0,198,0.240,0.323,0.441,0.201,1.23,10,1.91,7.6%,23.4%,22.2%,19.5%,10.8%,8.43,56.8%,6.1%,13.2%,39.7%,27.9%,23.7%,21.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nolan Arenado RHB,+650,10,3.60,1,2,0.375,0.500,1.000,0.625,0.594,20.0%,23.8%,20.0%,10.6%,95.2,16.7%,16.7%,33.3%,50.0%,33.3%,73.6,36.8%,21.1%,10.5%,95.0%,33.3%,50.0%,16.7%,33.3%,66.7%,33.3%,-,0.0%
Ildemaro Vargas SHB,+680,9,3.60,1,1,0.444,0.444,0.778,0.333,0.530,-,13.3%,11.1%,7.7%,92.1,12.5%,12.5%,50.0%,37.5%,50.0%,73.3,33.3%,33.3%,20.0%,100.0%,37.5%,33.3%,50.0%,-,50.0%,50.0%,-,20.0%
Jose Fernandez RHB,+980,15,2.80,0,0,0.067,0.067,0.067,-,0.059,-,28.6%,26.7%,17.4%,75.2,-,-,9.1%,36.4%,27.3%,72.8,43.5%,17.4%,4.3%,82.1%,-,-,18.2%,63.6%,36.4%,45.5%,18.2%,33.3%
Ryan Waldschmidt RHB,+870,14,4.00,0,1,0.538,0.571,0.615,0.077,0.519,7.1%,13.6%,7.1%,6.8%,83.2,-,-,16.7%,33.3%,58.3%,71.8,10.5%,15.8%,5.3%,95.0%,33.3%,0.0%,41.7%,25.0%,25.0%,50.0%,25.0%,0.0%
Ketel Marte SHB,+514,14,4.80,0,1,0.364,0.357,0.545,0.182,0.355,7.1%,5.0%,-,2.3%,93.7,7.7%,7.7%,23.1%,61.5%,30.8%,78.0,83.3%,38.9%,22.2%,94.7%,15.4%,0.0%,38.5%,38.5%,46.2%,30.8%,23.1%,16.7%
Gabriel Moreno RHB,+870,10,3.60,0,1,0.111,0.100,0.111,-,0.089,-,22.7%,30.0%,11.6%,91.8,14.3%,-,-,57.1%,14.3%,72.3,36.8%,21.1%,10.5%,86.4%,42.9%,0.0%,-,57.1%,28.6%,42.9%,28.6%,11.1%
Jorge Barrosa SHB,N/A,10,1.80,0,0,0.222,0.300,0.333,0.111,0.281,10.0%,19.0%,10.0%,7.8%,76.2,-,-,37.5%,-,37.5%,69.9,5.3%,15.8%,-,95.0%,12.5%,0.0%,25.0%,37.5%,62.5%,12.5%,25.0%,38.5%
Adrian Del Castillo LHB,N/A,8,2.80,0,0,-,-,-,-,-,-,42.9%,50.0%,22.0%,74.5,-,-,-,25.0%,25.0%,68.8,-,13.3%,-,83.3%,25.0%,0.0%,-,50.0%,25.0%,50.0%,25.0%,28.6%
Corbin Carroll LHB,+514,8,4.20,0,0,0.571,0.625,0.571,-,0.526,12.5%,27.3%,12.5%,9.1%,83.1,-,-,33.3%,33.3%,33.3%,75.0,44.4%,33.3%,11.1%,81.8%,33.3%,0.0%,33.3%,33.3%,33.3%,50.0%,16.7%,41.7%
Geraldo Perdomo SHB,+840,7,3.40,0,0,-,0.143,-,-,0.093,14.3%,0.0%,-,-,69.5,16.7%,-,16.7%,33.3%,16.7%,71.8,-,50.0%,25.0%,80.0%,33.3%,0.0%,-,16.7%,50.0%,33.3%,16.7%,42.9%
Aramis Garcia RHB,N/A,1,2.60,0,0,1.000,1.000,1.000,-,0.890,-,33.3%,-,25.0%,84.6,-,-,-,-,-,75.0,66.7%,-,-,100.0%,-,-,-,100.0%,-,100.0%,-,0.0%
