Matchup,ARI @ SD
Pitcher,Zac Gallen
Pitcher Team,ARI
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,92.0,413,0.307,0.370,0.511,0.204,1.57,17,1.66,6.8%,18.9%,13.3%,12.5%,8.7%,5.38,65.0%,6.0%,10.4%,43.9%,27.3%,15.7%,16.6%
vsLHB,49.0,223,0.318,0.374,0.493,0.174,1.61,7,1.29,6.7%,16.5%,10.8%,11.0%,7.3%,4.41,63.2%,5.8%,10.6%,46.7%,28.3%,11.8%,18.9%
vsRHB,43.0,190,0.294,0.366,0.531,0.237,1.51,10,2.09,6.8%,21.4%,16.3%,14.0%,10.3%,6.49,67.0%,6.2%,10.3%,40.4%,26.0%,21.1%,13.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Manny Machado RHB,,+428,26,19,4.40,3,4,0.333,0.474,1.000,0.667,0.582,21.1%,28.6%,15.8%,11.1%,94.7,319.1,5,4,25.0%,8.3%,16.7%,58.3%,33.3%,75.5,53.6%,28.6%,14.3%,100.0%,66.6%,58.3%,42.9%,8.3%,25.0%,25.0%,50.0%,25.0%,30.0%
Luis Campusano RHB,,+710,22,20,3.00,2,2,0.400,0.550,1.000,0.600,0.611,20.0%,25.0%,10.0%,12.9%,93.2,264.7,4,2,7.7%,-,30.8%,69.2%,30.8%,73.1,30.0%,20.0%,6.7%,88.2%,53.9%,23.1%,33.3%,30.8%,30.8%,38.5%,53.8%,7.7%,36.8%
Gavin Sheets LHB,,+547,12,15,4.20,2,2,0.231,0.333,0.692,0.462,0.426,13.3%,16.1%,6.7%,7.7%,89.0,303.2,2,2,16.7%,8.3%,16.7%,33.3%,33.3%,73.8,42.9%,21.4%,10.7%,90.3%,33.4%,16.7%,100.0%,16.7%,58.3%,66.7%,25.0%,8.3%,12.5%
Fernando Tatis Jr. RHB,,+443,18,28,4.40,1,1,0.320,0.393,0.560,0.240,0.410,7.1%,23.9%,21.4%,12.2%,91.9,258.0,4,2,10.5%,-,5.3%,47.4%,15.8%,76.1,71.8%,25.6%,17.9%,86.7%,42.2%,21.1%,25.0%,21.1%,52.6%,21.1%,42.1%,36.8%,36.0%
Ty France RHB,,+670,28,23,4.20,1,2,0.100,0.217,0.250,0.150,0.218,8.7%,28.8%,30.4%,17.0%,87.3,285.1,6,2,7.7%,7.7%,30.8%,30.8%,46.2%,72.0,27.1%,16.7%,4.2%,92.3%,53.9%,38.5%,20.0%,15.4%,30.8%,46.2%,23.1%,30.8%,31.6%
Sung-Mun Song LHB,,+900,11,19,3.20,1,1,0.294,0.368,0.529,0.235,0.386,10.5%,12.5%,5.3%,5.1%,84.6,233.4,3,2,12.5%,6.2%,18.8%,25.0%,31.2%,71.9,21.4%,28.6%,10.7%,96.6%,43.8%,18.8%,0.0%,25.0%,31.2%,31.2%,25.0%,43.8%,29.2%
Jackson Merrill LHB,,+526,8,19,3.80,1,1,0.222,0.263,0.389,0.167,0.285,5.3%,35.1%,47.4%,19.1%,93.9,298.1,3,1,11.1%,-,22.2%,55.6%,44.4%,72.8,19.4%,16.1%,12.9%,88.6%,55.5%,22.2%,50.0%,33.3%,44.4%,44.4%,33.3%,22.2%,42.1%
Rodolfo Durán RHB,—,N/A,18,23,2.80,0,0,0.043,0.043,0.087,0.043,0.055,-,19.0%,30.4%,9.2%,83.2,241.2,2,1,-,-,12.5%,25.0%,-,73.8,38.2%,14.7%,2.9%,87.2%,31.2%,31.2%,0.0%,-,43.8%,43.8%,31.2%,25.0%,23.8%
Samad Taylor RHB,—,N/A,12,21,3.20,0,0,0.375,0.524,0.375,-,0.409,23.8%,24.3%,23.8%,9.4%,77.1,220.8,0,0,-,-,9.1%,27.3%,45.5%,66.4,-,10.0%,-,88.2%,54.6%,9.1%,0.0%,45.5%,36.4%,36.4%,45.5%,18.2%,9.5%
Xander Bogaerts RHB,,+850,22,20,3.60,0,0,0.368,0.400,0.474,0.105,0.382,5.0%,14.3%,15.0%,5.9%,91.2,237.4,2,0,6.2%,6.2%,18.8%,62.5%,31.2%,74.0,37.0%,33.3%,14.8%,90.0%,50.0%,12.5%,0.0%,37.5%,50.0%,43.8%,43.8%,12.5%,29.2%
