Matchup,SD @ MIA
Pitcher,Ryan Gusto
Pitcher Team,MIA
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,30.2,138,0.254,0.309,0.389,0.135,1.37,3,0.88,7.2%,21.1%,19.6%,18.8%,10.2%,7.92,63.8%,7.7%,9.1%,42.4%,28.3%,7.1%,14.1%
vsLHB,18.2,88,0.282,0.352,0.449,0.167,1.66,2,0.96,10.2%,16.2%,15.9%,16.7%,7.1%,6.75,60.2%,9.2%,9.4%,50.0%,26.6%,11.8%,18.8%
vsRHB,12.0,50,0.208,0.234,0.292,0.083,0.92,1,0.75,2.0%,27.6%,26.0%,21.7%,15.8%,9.75,70.0%,4.9%,8.6%,28.6%,31.4%,-,5.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Manny Machado RHB,,+375,28,4.60,10,3,3,94.7,403.9,4,4,40.0%,10.0%,10.0%,80.0%,30.0%,74.4,60.0%,80.0%,70.0%,100.0%,40.0%,40.0%,75.0%,-,50.0%,50.0%,50.0%,-,30.0%
Ty France RHB,,+680,16,4.80,10,3,3,100.3,336.3,4,4,30.0%,20.0%,40.0%,80.0%,50.0%,71.8,11.1%,50.0%,38.9%,94.7%,60.0%,30.0%,100.0%,30.0%,40.0%,80.0%,20.0%,-,30.0%
Luis Rengifo SHB,,+1060,16,4.40,10,1,1,91.0,246.9,2,1,10.0%,10.0%,20.0%,40.0%,40.0%,70.0,9.1%,54.5%,27.3%,100.0%,40.0%,20.0%,50.0%,20.0%,40.0%,40.0%,50.0%,10.0%,60.0%
Fernando Tatis Jr. RHB,,+536,20,4.80,10,1,2,96.6,269.1,3,1,20.0%,10.0%,10.0%,60.0%,40.0%,77.1,66.7%,58.3%,33.3%,92.3%,70.0%,30.0%,33.3%,40.0%,20.0%,20.0%,30.0%,50.0%,60.0%
Jackson Merrill LHB,,+394,26,4.00,10,1,2,95.8,292.3,5,2,20.0%,-,10.0%,50.0%,60.0%,73.5,38.5%,69.2%,23.1%,86.7%,80.0%,40.0%,25.0%,40.0%,10.0%,20.0%,30.0%,50.0%,12.5%
Sung-Mun Song LHB,—,N/A,25,1.80,10,0,0,86.6,306.9,2,0,-,-,10.0%,20.0%,20.0%,71.3,6.7%,46.7%,-,100.0%,40.0%,20.0%,0.0%,20.0%,60.0%,50.0%,40.0%,10.0%,20.0%
Gavin Sheets LHB,,+578,19,2.60,10,0,1,87.9,281.5,4,1,-,-,30.0%,30.0%,30.0%,75.5,66.7%,33.3%,6.7%,100.0%,70.0%,50.0%,0.0%,20.0%,20.0%,40.0%,20.0%,40.0%,14.3%
Jase Bowen RHB,—,N/A,3,3.40,10,0,1,74.0,248.7,2,1,20.0%,-,10.0%,30.0%,30.0%,75.6,33.3%,33.3%,16.7%,75.0%,50.0%,20.0%,0.0%,30.0%,30.0%,30.0%,50.0%,20.0%,44.4%
Rodolfo Durán RHB,—,N/A,15,2.80,10,0,0,83.5,208.3,1,1,-,-,-,30.0%,20.0%,69.6,18.8%,25.0%,-,88.9%,30.0%,20.0%,0.0%,10.0%,40.0%,30.0%,20.0%,50.0%,33.3%
Freddy Fermin RHB,—,N/A,16,2.40,10,0,0,86.5,281.8,4,0,-,-,40.0%,30.0%,40.0%,68.5,5.0%,40.0%,10.0%,90.9%,60.0%,30.0%,0.0%,30.0%,40.0%,40.0%,60.0%,-,40.0%
Xander Bogaerts RHB,,+760,30,4.20,10,0,1,82.4,301.8,3,2,10.0%,-,20.0%,20.0%,60.0%,73.4,31.2%,25.0%,6.2%,94.1%,70.0%,50.0%,0.0%,20.0%,30.0%,40.0%,40.0%,20.0%,0.0%
Jake Cronenworth LHB,,+560,12,4.20,10,0,0,84.6,251.7,2,0,-,-,10.0%,40.0%,60.0%,70.9,5.9%,35.3%,17.6%,94.4%,60.0%,20.0%,0.0%,40.0%,30.0%,10.0%,40.0%,50.0%,50.0%
Luis Campusano RHB,,+640,12,3.00,10,0,1,85.7,233.7,1,1,10.0%,-,10.0%,30.0%,30.0%,71.1,21.4%,57.1%,21.4%,87.5%,40.0%,20.0%,0.0%,20.0%,50.0%,20.0%,50.0%,30.0%,33.3%
