Matchup,NYM @ SEA
Pitcher,Logan Gilbert
Pitcher Team,SEA
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,68.1,276,0.234,0.308,0.434,0.199,1.11,11,1.45,5.8%,28.0%,25.0%,19.1%,13.6%,9.09,69.1%,7.1%,10.6%,45.7%,29.8%,17.9%,23.9%
vsLHB,35.1,151,0.216,0.308,0.410,0.194,1.22,6,1.53,9.3%,30.2%,29.8%,20.6%,14.0%,11.46,65.1%,6.6%,8.9%,44.4%,31.1%,21.4%,20.0%
vsRHB,32.2,125,0.254,0.309,0.459,0.205,1.01,5,1.38,1.6%,25.3%,19.2%,16.7%,13.0%,6.61,73.8%,7.8%,12.2%,46.9%,28.6%,14.3%,27.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Juan Soto LHB,+310,18,4.00,4,5,0.375,0.444,1.125,0.750,0.638,11.1%,5.0%,5.6%,1.7%,97.6,33.3%,26.7%,33.3%,60.0%,53.3%,73.8,47.1%,64.7%,35.3%,94.4%,60.0%,44.4%,13.3%,26.7%,53.3%,40.0%,6.7%,10.5%
Jared Young LHB,+680,17,3.40,2,2,0.429,0.471,0.857,0.429,0.533,11.8%,18.8%,17.6%,8.0%,93.6,25.0%,16.7%,33.3%,58.3%,33.3%,73.9,34.5%,34.5%,17.2%,93.5%,33.3%,50.0%,16.7%,41.7%,66.7%,25.0%,8.3%,23.5%
MJ Melendez LHB,N/A,18,2.00,1,1,0.133,0.278,0.333,0.200,0.282,5.6%,25.0%,16.7%,11.9%,92.8,8.3%,-,41.7%,50.0%,16.7%,75.0,55.6%,33.3%,22.2%,87.1%,83.3%,10.0%,8.3%,8.3%,41.7%,58.3%,-,52.6%
Marcus Semien RHB,+725,17,3.80,1,2,0.312,0.353,0.562,0.250,0.393,5.9%,16.1%,23.5%,8.3%,88.1,25.0%,8.3%,25.0%,50.0%,41.7%,69.8,3.6%,32.1%,14.3%,90.3%,33.3%,25.0%,16.7%,50.0%,58.3%,25.0%,16.7%,38.9%
Mark Vientos RHB,+543,14,3.40,1,1,0.308,0.357,0.615,0.308,0.419,-,34.6%,21.4%,21.4%,90.5,10.0%,10.0%,20.0%,50.0%,20.0%,73.2,23.8%,23.8%,14.3%,87.5%,40.0%,25.0%,-,40.0%,40.0%,40.0%,20.0%,66.7%
Hayden Senger RHB,N/A,8,2.20,1,2,0.250,0.250,0.625,0.375,0.374,-,20.0%,25.0%,12.5%,90.1,-,-,16.7%,50.0%,33.3%,72.1,20.0%,26.7%,20.0%,100.0%,33.3%,50.0%,33.3%,33.3%,33.3%,33.3%,33.3%,57.1%
Carson Benge LHB,+680,24,4.40,0,3,0.143,0.250,0.238,0.095,0.224,12.5%,28.2%,20.8%,11.7%,89.4,18.8%,-,6.2%,50.0%,43.8%,70.9,16.7%,30.0%,16.7%,81.1%,43.8%,0.0%,12.5%,43.8%,25.0%,56.2%,18.8%,27.3%
A.J. Ewing LHB,+790,21,4.00,0,0,0.158,0.238,0.158,-,0.189,9.5%,22.5%,38.1%,9.0%,86.3,9.1%,-,9.1%,54.5%,36.4%,69.5,5.4%,18.9%,10.8%,94.9%,27.3%,0.0%,18.2%,45.5%,27.3%,36.4%,36.4%,15.4%
Brett Baty LHB,+725,17,3.20,0,0,0.067,0.176,0.067,-,0.129,11.8%,34.3%,47.1%,15.6%,79.9,-,-,14.3%,14.3%,42.9%,75.2,58.8%,8.8%,-,97.1%,28.6%,0.0%,28.6%,42.9%,42.9%,42.9%,14.3%,35.3%
Bo Bichette RHB,+680,16,4.20,0,0,0.077,0.250,0.077,-,0.177,18.8%,15.2%,12.5%,8.2%,88.1,-,-,18.2%,45.5%,9.1%,70.9,29.6%,18.5%,7.4%,87.1%,63.6%,0.0%,9.1%,27.3%,27.3%,36.4%,36.4%,47.1%
Luis Torrens RHB,+1200,11,3.40,0,1,0.250,0.455,0.375,0.125,0.380,18.2%,33.3%,27.3%,15.1%,94.3,20.0%,-,-,60.0%,40.0%,71.4,4.3%,17.4%,8.7%,95.8%,20.0%,0.0%,20.0%,40.0%,20.0%,40.0%,40.0%,38.5%
Vidal Brujan SHB,N/A,6,2.50,0,0,0.200,0.333,0.200,-,0.256,16.7%,28.6%,-,14.3%,58.8,-,-,-,-,-,66.8,-,40.0%,-,71.4%,-,-,-,20.0%,20.0%,40.0%,40.0%,50.0%
