Matchup,PHI @ MIL
Pitcher,Shane Drohan
Pitcher Team,MIL
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,37.2,154,0.220,0.270,0.340,0.121,1.12,2,0.48,7.1%,27.1%,24.0%,22.6%,13.6%,8.84,68.8%,8.3%,9.4%,39.6%,29.2%,6.5%,8.5%
vsLHB,15.2,63,0.254,0.292,0.390,0.136,1.15,0,-,4.8%,29.7%,20.6%,21.3%,14.3%,7.47,65.1%,9.1%,10.6%,36.2%,27.7%,-,8.5%
vsRHB,22.0,91,0.195,0.255,0.305,0.110,1.09,2,0.82,8.8%,25.4%,26.4%,23.3%,13.2%,9.82,71.4%,7.7%,8.5%,42.4%,30.5%,11.1%,8.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Schwarber LHB,,+268,38,20,4.40,2,2,0.294,0.400,0.647,0.353,0.441,15.0%,39.4%,30.0%,15.9%,94.9,313.4,3,2,20.0%,-,10.0%,40.0%,60.0%,77.3,78.6%,17.9%,10.7%,93.3%,20.0%,100.0%,40.0%,40.0%,40.0%,60.0%,-,25.0%
Brandon Marsh LHB,,+900,16,18,4.20,1,1,0.375,0.444,0.750,0.375,0.502,5.6%,34.4%,27.8%,16.2%,94.0,286.1,2,2,9.1%,-,18.2%,45.5%,45.5%,72.2,21.4%,28.6%,10.7%,90.3%,36.4%,25.0%,36.4%,27.3%,45.5%,27.3%,27.3%,22.2%
Edmundo Sosa RHB,,+600,16,10,2.20,1,1,0.167,0.300,0.667,0.500,0.347,10.0%,20.0%,10.0%,11.4%,87.2,279.4,2,2,14.3%,14.3%,28.6%,28.6%,42.9%,72.9,33.3%,12.5%,4.2%,96.0%,42.9%,33.3%,28.6%,28.6%,57.1%,42.9%,-,45.5%
Bryce Harper LHB,,+519,31,17,4.20,0,0,0.231,0.412,0.231,-,0.310,23.5%,46.3%,29.4%,23.5%,93.6,222.7,2,1,-,-,12.5%,62.5%,25.0%,74.2,51.4%,17.1%,8.6%,89.7%,25.0%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,52.9%
J.T. Realmuto RHB,,+990,14,16,3.80,0,0,0.154,0.312,0.154,-,0.237,12.5%,22.2%,18.8%,10.7%,92.4,255.9,3,0,-,-,-,30.0%,30.0%,72.6,21.7%,30.4%,13.0%,88.5%,20.0%,0.0%,30.0%,40.0%,30.0%,30.0%,40.0%,37.5%
Derek Hill RHB,,+900,40,15,2.40,0,0,0.133,0.133,0.200,0.067,0.144,-,34.4%,40.0%,21.6%,84.8,258.5,0,0,-,-,-,33.3%,33.3%,73.0,29.6%,22.2%,3.7%,84.4%,33.3%,0.0%,22.2%,33.3%,11.1%,44.4%,44.4%,58.3%
Bryson Stott LHB,,+960,13,15,4.00,0,0,0.231,0.333,0.385,0.154,0.315,13.3%,22.2%,6.7%,10.2%,89.0,280.5,4,2,8.3%,-,-,41.7%,41.7%,68.8,4.2%,41.7%,12.5%,88.9%,25.0%,0.0%,25.0%,41.7%,33.3%,33.3%,33.3%,23.5%
Alec Bohm RHB,,+960,28,13,4.00,0,0,0.364,0.462,0.455,0.091,0.403,15.4%,9.1%,15.4%,4.5%,87.3,203.2,1,0,-,-,22.2%,11.1%,55.6%,71.1,21.1%,31.6%,5.3%,90.5%,11.1%,0.0%,44.4%,33.3%,44.4%,33.3%,22.2%,45.5%
Justin Crawford LHB,,+1440,9,10,2.80,0,0,0.375,0.500,0.375,-,0.397,20.0%,23.1%,-,7.7%,68.0,-,0,0,-,-,-,25.0%,12.5%,67.3,-,37.5%,12.5%,61.5%,-,-,-,75.0%,25.0%,37.5%,37.5%,33.3%
Trea Turner RHB,,+920,14,10,4.40,0,0,0.222,0.300,0.333,0.111,0.281,10.0%,20.0%,20.0%,8.9%,90.3,279.3,2,1,-,-,14.3%,57.1%,71.4%,71.8,25.0%,20.0%,15.0%,100.0%,28.6%,0.0%,57.1%,14.3%,14.3%,42.9%,42.9%,23.1%
Rafael Marchan SHB,—,N/A,13,8,2.80,0,0,0.125,0.125,0.125,-,0.111,-,0.0%,-,-,82.6,301.9,1,0,-,-,-,25.0%,25.0%,66.6,-,27.3%,9.1%,91.7%,25.0%,0.0%,12.5%,62.5%,37.5%,62.5%,-,10.0%
