Matchup,PHI @ LAD
Pitcher,Yoshinobu Yamamoto
Pitcher Team,LAD
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.0,248,0.216,0.274,0.371,0.155,0.98,9,1.27,5.2%,29.0%,23.8%,21.0%,14.1%,8.30,61.0%,6.6%,8.0%,40.8%,25.9%,15.6%,20.1%
vsLHB,31.2,123,0.212,0.273,0.345,0.133,1.01,4,1.14,6.5%,24.8%,21.1%,17.1%,11.6%,7.39,61.0%,5.6%,8.0%,39.1%,26.4%,17.4%,20.7%
vsRHB,32.1,125,0.218,0.275,0.395,0.176,0.96,5,1.39,4.0%,33.2%,26.4%,25.6%,16.7%,9.19,61.1%,7.6%,8.0%,42.5%,25.3%,13.6%,19.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Trea Turner RHB,N/A,25,4.40,3,4,0.200,0.200,0.560,0.360,0.323,-,19.6%,24.0%,11.4%,93.4,21.1%,15.8%,15.8%,52.6%,42.1%,72.4,25.0%,27.3%,11.4%,86.3%,47.4%,33.3%,15.8%,31.6%,31.6%,31.6%,36.8%,40.0%
Bryce Harper LHB,N/A,12,4.00,2,2,0.455,0.500,1.091,0.636,0.658,8.3%,28.1%,16.7%,14.3%,95.0,22.2%,11.1%,11.1%,44.4%,44.4%,74.5,53.1%,15.6%,12.5%,100.0%,11.1%,100.0%,33.3%,55.6%,44.4%,44.4%,11.1%,38.9%
J.T. Realmuto RHB,N/A,21,3.60,1,1,0.333,0.429,0.500,0.167,0.405,14.3%,2.9%,4.8%,1.4%,88.5,5.9%,5.9%,11.8%,52.9%,41.2%,73.1,40.7%,29.6%,14.8%,87.1%,17.6%,33.3%,23.5%,47.1%,17.6%,64.7%,17.6%,26.3%
Kyle Schwarber LHB,N/A,20,4.20,1,2,0.167,0.250,0.333,0.167,0.259,10.0%,42.9%,50.0%,17.0%,94.4,12.5%,12.5%,37.5%,62.5%,37.5%,76.9,69.0%,13.8%,10.3%,85.3%,50.0%,25.0%,12.5%,37.5%,62.5%,37.5%,-,15.8%
Alec Bohm RHB,N/A,27,4.00,0,0,0.280,0.333,0.360,0.080,0.307,7.4%,14.3%,11.1%,6.9%,94.1,4.5%,-,9.1%,63.6%,31.8%,70.4,2.3%,37.2%,20.9%,89.6%,18.2%,0.0%,27.3%,50.0%,22.7%,54.5%,22.7%,57.1%
Edmundo Sosa RHB,N/A,24,3.00,0,1,0.087,0.125,0.087,-,0.104,-,30.0%,25.0%,18.5%,82.7,11.8%,5.9%,11.8%,35.3%,23.5%,71.5,20.0%,22.2%,6.7%,90.0%,11.8%,0.0%,17.6%,52.9%,41.2%,41.2%,17.6%,22.7%
Bryson Stott LHB,N/A,19,3.60,0,1,0.235,0.263,0.294,0.059,0.242,5.3%,15.0%,5.3%,7.1%,94.6,11.8%,-,-,64.7%,23.5%,69.9,7.7%,38.5%,17.9%,97.5%,23.5%,0.0%,11.8%,52.9%,29.4%,52.9%,17.6%,32.0%
Adolis Garcia RHB,N/A,19,3.00,0,0,0.062,0.211,0.062,-,0.149,15.8%,45.2%,36.8%,17.5%,87.3,-,-,-,25.0%,12.5%,71.1,28.6%,17.9%,3.6%,90.3%,25.0%,0.0%,12.5%,62.5%,12.5%,75.0%,12.5%,31.6%
Rafael Marchan SHB,N/A,18,2.80,0,0,0.059,0.111,0.059,-,0.086,5.6%,12.5%,11.1%,6.1%,84.2,-,-,20.0%,20.0%,20.0%,67.0,-,30.0%,-,93.8%,13.3%,0.0%,13.3%,33.3%,46.7%,20.0%,33.3%,22.7%
Justin Crawford LHB,N/A,13,3.20,0,0,-,-,-,-,-,-,7.4%,7.7%,3.7%,87.7,-,-,-,33.3%,-,70.8,15.4%,34.6%,3.8%,96.3%,25.0%,0.0%,-,50.0%,25.0%,50.0%,25.0%,35.3%
Garrett Stubbs LHB,N/A,13,2.80,0,0,0.200,0.385,0.200,-,0.298,7.7%,17.4%,23.1%,8.9%,81.3,-,-,14.3%,57.1%,28.6%,68.8,-,26.3%,-,95.0%,28.6%,0.0%,28.6%,28.6%,14.3%,71.4%,14.3%,38.5%
Brandon Marsh LHB,N/A,11,3.40,0,0,0.300,0.364,0.500,0.200,0.371,9.1%,14.3%,27.3%,7.1%,98.5,14.3%,-,14.3%,71.4%,57.1%,72.0,11.5%,26.9%,15.4%,92.9%,-,-,57.1%,42.9%,42.9%,57.1%,-,29.4%
Steward Berroa SHB,N/A,1,3.00,0,0,1.000,1.000,1.000,-,0.890,-,0.0%,-,-,91.8,-,-,-,-,100.0%,68.6,-,100.0%,-,100.0%,-,-,100.0%,-,-,100.0%,-,100.0%
