Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Isiah Kiner-Falefa","BOS","Ryan Weathers","NYY","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","0"
"Nico Hoerner","CHC","Robbie Ray","SF","2","1.000","1.00","1.00","2.00","0","2","0","0","2","0","4","0.0","1.000","0"
"Jakob Marsee","MIA","Drew Rasmussen","TB","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Michael Massey","KC","Zebby Matthews","MIN","8","0.625","0.67","0.50","1.13","3","1","0","1","2","2","9","12.5","0.625","0"
"Trent Grisham","NYY","Sonny Gray","BOS","7","0.571","0.80","0.14","0.71","3","1","0","0","1","0","5","28.6","0.625","1"
"Ben Rice","NYY","Sonny Gray","BOS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","50.0","0.667","1"
"Pete Crow-Armstrong","CHC","Robbie Ray","SF","2","0.500","1.00","0.50","1.00","0","1","0","0","1","1","2","50.0","0.500","0"
"Jose Tena","WSH","Merrill Kelly","ARI","2","0.500","1.00","1.00","1.50","0","0","1","0","1","0","3","50.0","0.500","0"
"Brandon Marsh","PHI","Anthony Kay","CWS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","50.0","0.500","0"
"Lane Thomas","KC","Zebby Matthews","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Andrew Benintendi","CWS","Jesus Luzardo","PHI","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Patrick Wisdom","SEA","Framber Valdez","DET","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.667","1"
"Luis Garcia Jr.","WSH","Merrill Kelly","ARI","6","0.500","0.40","0.50","1.00","2","0","0","1","1","1","6","0.0","0.500","0"
"Nathaniel Lowe","CIN","Kyle Leahy","STL","6","0.500","0.50","0.50","1.00","2","0","0","1","1","2","6","16.7","0.500","0"
