Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Dalton Rushing,LHB,LAD,Randy Vasquez,R,30.7,54.6,22.5,66.3,45.5
Jackson Holliday,LHB,BAL,Brady Singer,R,22.8,46.3,38.7,60,45.1
Esmerlyn Valdez,RHB,PIT,Alan Rangel,R,37.2,48.5,27.5,54.4,42.5
Liam Hicks,LHB,MIA,Michael Lorenzen,R,44.9,35,44.3,46,41.5
Josh Bell,SHB,MIN,Gerrit Cole,R,27.8,42.8,34.3,52.5,41.2
Max Muncy,LHB,LAD,Randy Vasquez,R,24.7,38.8,32,51.5,38.5
Kyle Stowers,LHB,MIA,Michael Lorenzen,R,31.1,27,25.1,71.2,37.9
Garrett Mitchell,LHB,MIL,Chase Burns,R,25,47,17.5,52.7,37.4
Shohei Ohtani,LHB,LAD,Randy Vasquez,R,42.9,35.7,23.3,53.8,37.2
Drake Baldwin,LHB,ATL,Dustin May,R,35.5,28.7,39.8,44.4,36.6
Konnor Griffin,RHB,PIT,Alan Rangel,R,41.2,45.4,23.5,34.3,35.6
Kyle Karros,RHB,COL,Ryan Gusto,R,67.9,25.4,28.1,46,35.6
Nathaniel Lowe,LHB,CIN,Jacob Misiorowski,R,30.5,28.6,38.3,42.5,35.2
Carson Benge,LHB,NYM,Grant Holmes,R,20.9,39.8,19,50.6,34.4
Mickey Moniak,LHB,COL,Ryan Gusto,R,40.6,23.2,30.9,51.3,34.3
Jazz Chisholm Jr.,LHB,NYY,Mike Paredes,R,36,34.8,11.9,59.3,34.2
Freddie Freeman,LHB,LAD,Randy Vasquez,R,27.8,38.2,18.1,49.9,34.1
Zach Neto,RHB,LAA,Bryce Miller,R,42,32.8,24.6,43.4,33.9
JP Crawford,LHB,SEA,Walbert Urena,R,34.9,34.7,31.1,34.9,33.7
Jonathan Aranda,LHB,TB,Stephen Kolek,R,27.2,31.5,31.5,41.2,33.5
Jake McCarthy,LHB,COL,Ryan Gusto,R,50.9,34.1,16.9,43.7,33
Juan Soto,LHB,NYM,Grant Holmes,R,33.5,36.5,14.9,49,32.8
Francisco Lindor,SHB,NYM,Grant Holmes,R,26.5,34.8,7.9,61.3,32.5
Spencer Torkelson,RHB,DET,Nathan Eovaldi,R,45.9,21.5,35.1,39.5,32.5
Kyle Manzardo,LHB,CLE,Davis Martin,R,33.9,27.9,23.9,47.7,32.2
Seiya Suzuki,RHB,CHC,Andre Pallante,R,41.9,35,26,31,32
TJ Rumfield,LHB,COL,Ryan Gusto,R,45.9,29.3,13.1,52.6,31.9
Leo Jimenez,RHB,MIA,Michael Lorenzen,R,33.8,51.9,,41,31.8
Ryan Vilade,RHB,TB,Stephen Kolek,R,34.4,28.2,30.2,37.4,31.7
JJ Bleday,LHB,CIN,Jacob Misiorowski,R,45.7,30.2,27.5,33.4,31.7
Jared Young,LHB,NYM,Grant Holmes,R,47.1,22.6,21.1,49,31.2
Ben Rice,LHB,NYY,Mike Paredes,R,49.4,21.4,26.9,41.9,31
Owen Caissie,LHB,MIA,Michael Lorenzen,R,50.3,33.3,12.4,41.7,30.8
Jackson Chourio,RHB,MIL,Chase Burns,R,31.5,32.6,30.4,25.7,30.1
Ryan Kreidler,RHB,MIN,Gerrit Cole,R,41.4,21.2,29.2,38.5,29.9
Andy Pages,RHB,LAD,Randy Vasquez,R,33.6,28.3,19.2,43.3,29.8
Junior Caminero,RHB,TB,Stephen Kolek,R,42.2,28.1,29.4,27.6,29.8
Manny Machado,RHB,SD,Roki Sasaki,R,35.3,20.7,30.7,37.1,29.3
Dillon Dingler,RHB,DET,Nathan Eovaldi,R,39.1,19,33.7,31.3,28.5
Jo Adell,RHB,LAA,Bryce Miller,R,39.7,23.9,5.5,57.5,28.4
Bryce Harper,LHB,PHI,Jared Jones,R,17.5,25.7,17.5,49.7,28.4
Matt Olson,LHB,ATL,Dustin May,R,3.2,25.5,39.7,28.5,28.3
Luke Raley,LHB,SEA,Walbert Urena,R,31.3,26.9,20.5,38.3,28.3
Bobby Witt Jr.,RHB,KC,Ian Seymour,L,17.9,32.8,15.9,41,28.3
Cal Raleigh,SHB,SEA,Walbert Urena,R,43.5,22.3,15.3,46.3,28.3
Colson Montgomery,LHB,CWS,Slade Cecconi,R,19.3,17.2,23.3,53.1,28.2
Travis Bazzana,LHB,CLE,Davis Martin,R,27.9,11,20.3,60.5,27.9
Gabriel Arias,RHB,CLE,Davis Martin,R,36.6,27.7,27.7,24.9,27.9
Kyle Schwarber,LHB,PHI,Jared Jones,R,25.9,17.5,25.9,44.8,27.7
Austin Riley,RHB,ATL,Dustin May,R,53.1,16.7,23.9,37.4,27.7
Victor Mesa Jr.,LHB,TB,Stephen Kolek,R,34.1,28.5,10.3,44.6,27.6
Cody Bellinger,LHB,NYY,Mike Paredes,R,25,22.9,31.7,29,27.3
Elly De La Cruz,SHB,CIN,Jacob Misiorowski,R,31.7,30.4,10.6,41.4,27.3
Jorge Mateo,RHB,ATL,Dustin May,R,62.9,23.4,18,28.3,27
Jorge Soler,RHB,LAA,Bryce Miller,R,47.9,19.9,22.3,33.9,26.9
Royce Lewis,RHB,MIN,Gerrit Cole,R,43.7,13.1,24.7,42.3,26.9
Jake Burger,RHB,TEX,Framber Valdez,L,31.1,13.4,19.8,52.2,26.8
Paul Goldschmidt,RHB,NYY,Mike Paredes,R,38.2,20.9,22.2,34.9,26.5
Spencer Jones,LHB,NYY,Mike Paredes,R,23.3,10.8,10.8,68.3,26.4
Dylan Beavers,LHB,BAL,Brady Singer,R,20.2,16,16.6,54.7,26.3
Chase DeLauter,LHB,CLE,Davis Martin,R,28.6,21.6,26.5,31.5,26.2
Colton Cowser,LHB,BAL,Brady Singer,R,18.3,35.7,16.1,28.2,26.2
Henry Davis,RHB,PIT,Alan Rangel,R,29.4,30,9.8,39.2,26.2
Austin Wells,LHB,NYY,Mike Paredes,R,46.4,12.5,16.2,48.4,26
Jacob Gonzalez,LHB,CWS,Slade Cecconi,R,30.3,9.4,32.4,38.5,25.7
Joe Mack,LHB,MIA,Michael Lorenzen,R,48.2,8.9,16.4,50.6,25.5
