Matchup,SEA @ BAL
Pitcher,George Kirby
Pitcher Team,SEA
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,78.0,323,0.272,0.306,0.384,0.113,1.28,7,0.81,5.6%,20.9%,19.8%,17.8%,10.8%,7.38,63.8%,7.7%,5.0%,41.4%,23.0%,10.9%,9.6%
vsLHB,41.2,172,0.250,0.300,0.365,0.115,1.27,4,0.86,8.1%,19.9%,17.4%,17.6%,9.6%,6.48,60.5%,7.2%,3.9%,40.9%,26.8%,11.8%,11.0%
vsRHB,36.0,151,0.295,0.312,0.404,0.110,1.31,3,0.75,2.6%,21.9%,22.5%,18.0%,12.1%,8.50,67.5%,8.2%,6.2%,42.0%,18.8%,9.5%,8.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,,+410,45,23,4.60,2,2,0.286,0.304,0.571,0.286,0.366,4.3%,23.7%,17.4%,11.7%,93.6,270.8,3,3,11.1%,-,-,55.6%,16.7%,75.8,57.6%,33.3%,24.2%,89.2%,50.0%,22.2%,-,38.9%,11.1%,61.1%,27.8%,26.7%
Adley Rutschman SHB,—,N/A,17,20,4.60,1,1,0.412,0.450,0.824,0.412,0.511,10.0%,8.9%,15.0%,4.6%,95.4,316.7,7,3,20.0%,6.7%,20.0%,60.0%,46.7%,71.2,17.1%,31.7%,19.5%,91.1%,33.3%,20.0%,33.3%,33.3%,26.7%,66.7%,6.7%,33.3%
Blaze Alexander RHB,,+980,14,19,3.20,1,2,0.562,0.632,0.875,0.312,0.631,10.5%,12.5%,5.3%,7.7%,91.6,222.9,2,2,6.7%,6.7%,26.7%,60.0%,46.7%,71.9,21.2%,39.4%,21.2%,82.5%,13.3%,50.0%,53.3%,26.7%,40.0%,40.0%,20.0%,37.5%
Gunnar Henderson LHB,,+419,30,18,4.60,1,1,0.188,0.278,0.375,0.188,0.288,11.1%,11.8%,11.1%,6.6%,90.6,302.6,5,2,14.3%,7.1%,14.3%,57.1%,50.0%,74.7,50.0%,30.0%,13.3%,88.2%,35.7%,20.0%,21.4%,42.9%,35.7%,21.4%,42.9%,46.7%
Tyler O'Neill RHB,—,N/A,20,15,3.20,1,1,0.071,0.133,0.286,0.214,0.183,6.7%,11.1%,13.3%,6.2%,87.6,211.1,3,2,8.3%,8.3%,33.3%,16.7%,8.3%,71.6,16.7%,29.2%,4.2%,88.9%,33.3%,0.0%,8.3%,25.0%,58.3%,25.0%,16.7%,41.2%
Taylor Ward RHB,,+650,16,25,4.60,0,1,0.350,0.480,0.400,0.050,0.397,16.0%,6.2%,12.0%,2.6%,91.8,253.3,2,2,5.9%,-,-,58.8%,35.3%,68.1,7.1%,42.9%,14.3%,96.6%,11.8%,0.0%,35.3%,47.1%,17.6%,52.9%,29.4%,44.4%
Colton Cowser LHB,,+504,31,17,3.80,0,2,0.267,0.294,0.267,-,0.248,5.9%,12.9%,5.9%,7.0%,89.6,285.4,7,3,13.3%,-,26.7%,40.0%,33.3%,74.7,40.0%,32.0%,20.0%,83.3%,33.3%,0.0%,33.3%,26.7%,40.0%,33.3%,26.7%,40.0%
Leody Taveras SHB,,+820,18,12,3.80,0,0,-,-,-,-,-,-,19.2%,8.3%,8.6%,79.9,237.9,2,1,9.1%,-,18.2%,27.3%,27.3%,72.1,20.0%,12.0%,4.0%,100.0%,18.2%,0.0%,18.2%,36.4%,45.5%,27.3%,27.3%,28.6%
Coby Mayo RHB,,+596,24,12,4.40,0,0,0.091,0.167,0.182,0.091,0.166,-,31.2%,33.3%,15.4%,91.6,278.8,3,2,14.3%,-,14.3%,42.9%,14.3%,75.2,46.4%,17.9%,7.1%,93.3%,28.6%,0.0%,14.3%,28.6%,14.3%,57.1%,28.6%,15.8%
Jackson Holliday LHB,,+730,19,11,3.60,0,1,0.143,0.455,0.286,0.143,0.351,36.4%,16.7%,18.2%,7.0%,88.7,332.0,2,1,40.0%,-,-,60.0%,60.0%,69.2,-,14.8%,3.7%,90.0%,40.0%,0.0%,20.0%,40.0%,40.0%,20.0%,40.0%,33.3%
