Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Francisco Lindor","NYM","Matthew Boyd","CHC","39","0.333","0.34","0.23","0.56","8","3","0","2","5","3","22","12.8","0.381","3"
"Michael Conforto","CHC","Freddy Peralta","NYM","10","0.300","0.38","0.10","0.40","2","1","0","0","1","0","4","20.0","0.417","2"
"Yandy Diaz","TB","Seth Lugo","KC","7","0.286","0.17","0.57","0.86","0","1","0","1","2","1","6","0.0","0.286","0"
"George Springer","TOR","MacKenzie Gore","TEX","7","0.286","0.33","0.43","0.71","1","0","0","1","1","1","5","42.9","0.375","1"
"Marcus Semien","NYM","Matthew Boyd","CHC","11","0.273","0.29","0.27","0.55","2","0","0","1","1","1","6","27.3","0.429","3"
"Cody Bellinger","NYY","Connelly Early","BOS","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.400","1"
"Bryson Stott","PHI","Cade Cavalli","WSH","8","0.250","0.20","0.38","0.63","1","0","0","1","1","2","5","25.0","0.250","0"
"Wyatt Langford","TEX","Kevin Gausman","TOR","9","0.222","0.20","0.44","0.67","0","1","0","1","2","2","6","33.3","0.222","0"
"Brandon Marsh","PHI","Cade Cavalli","WSH","9","0.222","0.25","0.11","0.33","1","1","0","0","1","0","3","11.1","0.222","0"
"Rafael Devers","SF","Jeffrey Springs","ATH","14","0.214","0.25","0.07","0.29","2","1","0","0","1","1","4","14.3","0.214","0"
"Marcelo Mayer","BOS","Cam Schlittler","NYY","5","0.200","0.20","0.20","0.40","0","1","0","0","1","1","2","0.0","0.200","0"
"Carlos Narvaez","BOS","Cam Schlittler","NYY","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","50.0","0.167","0"
"Kyle Schwarber","PHI","Cade Cavalli","WSH","6","0.167","0.25","0.17","0.33","0","1","0","0","1","1","2","33.3","0.444","2"
"Willson Contreras","BOS","Cam Schlittler","NYY","6","0.167","0.25","0.17","0.33","0","1","0","0","1","1","2","33.3","0.167","0"
"Luis Garcia Jr.","WSH","Cristopher Sanchez","PHI","12","0.167","0.20","0.08","0.25","1","1","0","0","1","2","3","16.7","0.167","0"
"Nico Hoerner","CHC","Freddy Peralta","NYM","36","0.167","0.18","0.17","0.33","2","3","0","1","4","5","12","19.4","0.231","2"
"Matt Chapman","SF","Jeffrey Springs","ATH","19","0.158","0.21","0.05","0.21","2","1","0","0","1","1","4","26.3","0.200","1"
"Michael Busch","CHC","Freddy Peralta","NYM","23","0.130","0.00","0.39","0.52","0","0","0","3","3","3","12","43.5","0.286","5"
"Ian Happ","CHC","Freddy Peralta","NYM","39","0.128","0.05","0.31","0.44","1","0","0","4","4","7","17","38.5","0.261","7"
"Juan Soto","NYM","Matthew Boyd","CHC","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","25.0","0.222","1"
"Joc Pederson","TEX","Kevin Gausman","TOR","17","0.118","0.11","0.24","0.35","0","1","0","1","2","1","6","41.2","0.118","0"
"Josh Jung","TEX","Kevin Gausman","TOR","9","0.111","0.17","0.11","0.22","0","1","0","0","1","0","2","33.3","0.111","0"
"Seiya Suzuki","CHC","Freddy Peralta","NYM","29","0.103","0.15","0.10","0.21","2","0","0","1","1","3","6","51.7","0.257","5"
"Dansby Swanson","CHC","Freddy Peralta","NYM","27","0.074","0.08","0.11","0.19","1","0","0","1","1","1","5","48.1","0.138","2"
